symbol,event,direction,role,event_date,bar_index,impl
INTC,SPRING,UP,ENTRY,2024-08-05,152,kapman_v0_handwritten_structural
INTC,SOW,DOWN,ENTRY,2025-04-04,319,kapman_v0_handwritten_structural
INTC,SC,NA,IGNORE,2025-06-10,364,kapman_v0_handwritten_structural
INTC,AR,NA,IGNORE,2025-06-17,369,kapman_v0_handwritten_structural
INTC,BC,DOWN,ENTRY,2025-08-14,409,kapman_v0_handwritten_structural
INTU,SOS,UP,ENTRY,2024-11-13,223,kapman_v0_handwritten_structural
INTU,BC,DOWN,ENTRY,2024-11-21,229,kapman_v0_handwritten_structural
INVZ,SOS,UP,ENTRY,2024-02-28,43,kapman_v0_handwritten_structural
INVZ,SPRING,UP,ENTRY,2024-11-11,221,kapman_v0_handwritten_structural
INVZ,SC,NA,IGNORE,2024-11-25,231,kapman_v0_handwritten_structural
INVZ,AR,NA,IGNORE,2024-11-27,233,kapman_v0_handwritten_structural
INVZ,BC,DOWN,ENTRY,2025-06-18,370,kapman_v0_handwritten_structural
IONQ,BC,DOWN,ENTRY,2025-09-12,429,kapman_v0_handwritten_structural
IONQ,SOS,UP,ENTRY,2025-10-06,445,kapman_v0_handwritten_structural
LAZR,SOS,UP,ENTRY,2024-11-21,229,kapman_v0_handwritten_structural
LAZR,BC,DOWN,ENTRY,2025-10-24,459,kapman_v0_handwritten_structural
LAZR,SC,NA,IGNORE,2025-12-19,498,kapman_v0_handwritten_structural
LEU,SOW,DOWN,ENTRY,2024-04-15,75,kapman_v0_handwritten_structural
