symbol,date,event,prior_regime,base_event,detector
FOA,2024-11-18,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FOA,2024-12-24,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FOCT,2024-10-22,BC:UNKNOWN,UNKNOWN,BC,contextual
FOCT,2024-11-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FOLD,2025-12-12,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FOLD,2025-12-12,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FONR,2024-03-08,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FONR,2025-10-01,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FOR,2024-03-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FOR,2025-01-21,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
FOR,2025-07-23,BC:MARKDOWN,MARKDOWN,BC,contextual
FORA,2024-03-01,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FORA,2025-10-13,BC:MARKUP,MARKUP,BC,contextual
FORM,2025-04-04,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
FORM,2025-04-08,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FORM,2025-10-30,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FORR,2025-03-13,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FORR,2025-06-24,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FORR,2025-08-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FORTY,2024-03-22,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FORTY,2024-05-15,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FOSL,2024-03-05,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FOSL,2024-05-14,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FOSL,2025-08-15,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FOSL,2025-10-15,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FOUR,2024-11-11,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FOUR,2024-11-21,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FOX,2024-04-15,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FOX,2024-08-06,BC:MARKDOWN,MARKDOWN,BC,contextual
FOX,2024-11-19,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
FOXA,2024-04-15,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FOXA,2024-08-06,BC:MARKDOWN,MARKDOWN,BC,contextual
FOXA,2025-02-03,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
FOXF,2025-03-11,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FOXX,2025-07-28,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FOXX,2025-11-18,SOW:NONE,NONE,SOW,contextual
FOXX,2025-11-18,SOW:NONE,NONE,SOW,contextual
FPA,2025-07-23,BC:UNKNOWN,UNKNOWN,BC,contextual
FPAG,2024-10-09,BC:UNKNOWN,UNKNOWN,BC,contextual
FPAG,2025-02-21,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FPAS,2025-01-03,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FPAS,2025-02-28,BC:MARKDOWN,MARKDOWN,BC,contextual
FPAS,2025-03-18,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FPE,2024-04-01,BC:UNKNOWN,UNKNOWN,BC,contextual
FPE,2024-04-01,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FPE,2024-07-19,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FPEI,2024-03-27,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FPH,2025-07-23,BC:UNKNOWN,UNKNOWN,BC,contextual
FPI,2025-02-20,BC:UNKNOWN,UNKNOWN,BC,contextual
FPRO,2024-07-11,BC:UNKNOWN,UNKNOWN,BC,contextual
FPRO,2024-08-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FPX,2025-08-01,BC:UNKNOWN,UNKNOWN,BC,contextual
FPX,2025-08-13,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FR,2024-07-17,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FR,2025-07-17,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FRAF,2024-04-15,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FRAF,2024-10-25,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FRAF,2025-11-21,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FRAF,2025-11-21,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FRBA,2025-06-23,BC:UNKNOWN,UNKNOWN,BC,contextual
FRBA,2025-08-22,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FRD,2024-06-26,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FRD,2025-11-12,BC:NONE,NONE,BC,contextual
FRD,2025-11-12,BC:NONE,NONE,BC,contextual
FRDD,2025-10-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FRDU,2025-10-03,BC:UNKNOWN,UNKNOWN,BC,contextual
FRDU,2025-10-24,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FRGE,2025-11-04,BC:NONE,NONE,BC,contextual
FRGE,2025-11-04,BC:NONE,NONE,BC,contextual
FRGT,2024-04-25,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FRHC,2024-03-18,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FRHC,2025-02-07,BC:MARKDOWN,MARKDOWN,BC,contextual
FRHC,2025-07-17,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FRME,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
FRMEP,2025-08-22,BC:UNKNOWN,UNKNOWN,BC,contextual
FRNW,2025-07-30,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FRO,2024-05-22,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FRO,2025-04-04,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
FRO,2025-11-21,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FRO,2025-11-21,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FROG,2025-11-10,BC:NONE,NONE,BC,contextual
FROG,2025-11-10,BC:NONE,NONE,BC,contextual
FROG,2025-12-15,SOS:NONE,NONE,SOS,contextual
FROG,2025-12-15,SOS:NONE,NONE,SOS,contextual
FRPH,2024-05-24,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FRPH,2024-11-25,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FRPT,2024-02-26,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FRPT,2024-03-01,SOS:MARKUP,MARKUP,SOS,contextual
FRPT,2025-11-03,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FRPT,2025-11-03,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FRSH,2024-07-31,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FRSH,2024-11-04,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FRSH,2025-04-30,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FRST,2025-08-12,BC:UNKNOWN,UNKNOWN,BC,contextual
FRSX,2024-12-24,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FRSX,2025-05-13,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
FRSX,2025-05-14,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FRT,2025-04-07,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FRT,2025-04-09,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FRTY,2024-02-29,BC:UNKNOWN,UNKNOWN,BC,contextual
FSBC,2025-10-28,BC:UNKNOWN,UNKNOWN,BC,contextual
FSBW,2025-11-07,BC:UNKNOWN,UNKNOWN,BC,contextual
FSBW,2025-11-07,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FSCC,2024-11-06,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FSCC,2025-07-02,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FSCO,2025-07-22,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FSCS,2024-09-11,BC:UNKNOWN,UNKNOWN,BC,contextual
FSCS,2024-11-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FSEA,2025-12-19,BC:UNKNOWN,UNKNOWN,BC,contextual
FSEA,2025-12-19,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FSEP,2024-03-08,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FSFG,2025-09-25,BC:UNKNOWN,UNKNOWN,BC,contextual
FSI,2025-08-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FSI,2025-09-02,BC:MARKUP,MARKUP,BC,contextual
FSK,2025-02-27,BC:UNKNOWN,UNKNOWN,BC,contextual
FSLR,2024-02-28,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FSLR,2024-03-05,SOW:MARKDOWN,MARKDOWN,SOW,contextual
FSLR,2024-05-24,SOS:MARKDOWN,MARKDOWN,SOS,contextual
FSLR,2025-01-23,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
FSLR,2025-10-31,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FSLY,2024-04-23,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FSLY,2024-07-16,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
FSLY,2024-07-18,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FSLY,2025-11-06,BC:NONE,NONE,BC,contextual
FSLY,2025-11-06,BC:NONE,NONE,BC,contextual
FSM,2024-03-01,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FSM,2024-04-03,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FSM,2025-09-30,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FSMB,2025-09-18,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FSMB,2025-10-01,BC:MARKUP,MARKUP,BC,contextual
FSMD,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
FSMD,2025-12-10,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
FSMD,2025-12-10,SOS:MARKUP,MARKUP,SOS,contextual
FSP,2024-02-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FSP,2024-04-23,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FSP,2024-05-31,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FSS,2025-07-31,BC:UNKNOWN,UNKNOWN,BC,contextual
FSS,2025-10-29,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FSTR,2024-05-09,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FSTR,2025-11-03,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FSTR,2025-11-03,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FSUN,2025-02-12,BC:UNKNOWN,UNKNOWN,BC,contextual
FSV,2025-07-24,BC:UNKNOWN,UNKNOWN,BC,contextual
FSV,2025-08-27,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTAG,2024-02-26,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FTAG,2024-03-20,SOW:MARKDOWN,MARKDOWN,SOW,contextual
FTAG,2025-06-24,SOS:MARKDOWN,MARKDOWN,SOS,contextual
FTAG,2025-11-07,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FTAG,2025-11-07,BC:NONE,NONE,BC,contextual
FTAG,2025-11-07,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
FTAG,2025-11-07,SPRING:NONE,NONE,SPRING,contextual
FTAI,2024-02-26,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FTAI,2024-03-01,SOW:MARKDOWN,MARKDOWN,SOW,contextual
FTAI,2024-11-19,SOS:MARKDOWN,MARKDOWN,SOS,contextual
FTAI,2025-07-30,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
FTBD,2024-10-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FTBD,2025-10-24,BC:MARKUP,MARKUP,BC,contextual
FTCI,2025-11-12,BC:NONE,NONE,BC,contextual
FTCI,2025-11-12,BC:NONE,NONE,BC,contextual
FTCS,2024-03-14,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FTCS,2025-07-01,BC:MARKDOWN,MARKDOWN,BC,contextual
FTCS,2025-09-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTDR,2024-11-04,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FTDR,2025-01-27,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTEK,2025-08-06,BC:UNKNOWN,UNKNOWN,BC,contextual
FTFT,2024-07-12,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
FTFT,2024-09-26,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FTFT,2025-07-11,BC:MARKDOWN,MARKDOWN,BC,contextual
FTGC,2024-02-05,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FTGC,2024-08-01,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FTGC,2025-06-16,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FTGC,2025-10-30,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTHF,2025-04-04,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FTHF,2025-10-20,BC:MARKDOWN,MARKDOWN,BC,contextual
FTHF,2025-11-10,SOS:NONE,NONE,SOS,contextual
FTHF,2025-11-10,SOS:NONE,NONE,SOS,contextual
FTHM,2024-03-18,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FTHM,2025-03-13,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
FTHM,2025-05-13,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FTHM,2025-07-21,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FTI,2025-07-24,BC:UNKNOWN,UNKNOWN,BC,contextual
FTI,2025-09-23,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTIF,2024-03-11,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FTIF,2025-09-04,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FTK,2024-03-11,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FTK,2024-11-05,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FTK,2025-05-13,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FTK,2025-10-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTKI,2025-04-08,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FTKI,2025-10-10,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FTLF,2024-03-25,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FTLF,2024-05-23,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FTLF,2024-06-21,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTLF,2024-11-06,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FTLS,2024-12-17,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FTLS,2025-07-07,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FTNT,2024-03-05,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FTNT,2025-02-07,BC:MARKDOWN,MARKDOWN,BC,contextual
FTRB,2024-08-02,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FTRB,2024-12-02,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FTRE,2024-03-11,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FTRE,2024-07-12,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
FTRE,2024-07-18,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FTRE,2025-11-05,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FTRE,2025-11-05,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FTRK,2025-09-16,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FTRK,2025-11-24,SOW:NONE,NONE,SOW,contextual
FTRK,2025-11-24,SOW:NONE,NONE,SOW,contextual
FTRK,2025-12-10,SOS:MARKDOWN,MARKDOWN,SOS,contextual
FTRK,2025-12-10,SOS:MARKUP,MARKUP,SOS,contextual
FTS,2024-09-03,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FTS,2024-11-05,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FTSL,2024-12-20,BC:UNKNOWN,UNKNOWN,BC,contextual
FTSM,2024-03-01,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FTSM,2024-08-05,BC:MARKDOWN,MARKDOWN,BC,contextual
FTSM,2024-09-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTV,2025-07-30,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FTXG,2025-02-07,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FTXG,2025-04-08,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FTXH,2025-10-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FTXH,2025-10-30,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTXN,2024-02-15,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FTXN,2024-04-11,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
FTXN,2024-04-22,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FTXN,2024-12-18,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FTXO,2025-07-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FTXO,2025-08-22,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FTXR,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
FTXR,2024-11-08,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FUBO,2024-04-22,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FUBO,2024-05-03,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FUBO,2025-01-06,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
FUBO,2025-07-30,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FUFU,2024-06-21,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FUFU,2025-03-25,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FUL,2024-03-15,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FUL,2025-06-26,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FULC,2025-11-19,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FULC,2025-11-19,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FULC,2025-12-08,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FULC,2025-12-08,SOS:MARKUP,MARKUP,SOS,contextual
FULT,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
FULT,2024-11-25,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FULTP,2024-10-21,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
FULTP,2025-09-29,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FUMB,2024-08-05,BC:UNKNOWN,UNKNOWN,BC,contextual
FUN,2024-03-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FUN,2025-10-14,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
FUN,2025-10-21,BC:MARKDOWN,MARKDOWN,BC,contextual
FUNC,2025-02-07,BC:UNKNOWN,UNKNOWN,BC,contextual
FURY,2025-10-14,BC:UNKNOWN,UNKNOWN,BC,contextual
FUSB,2024-03-11,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FUSB,2024-03-14,SOW:MARKDOWN,MARKDOWN,SOW,contextual
FUSB,2024-05-10,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FUSB,2025-09-19,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FUSI,2024-03-25,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FUSI,2025-01-17,BC:MARKUP,MARKUP,BC,contextual
FUSI,2025-04-23,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
FUTU,2024-02-27,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FUTU,2024-03-01,SOW:MARKDOWN,MARKDOWN,SOW,contextual
FUTU,2024-05-02,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FUTU,2025-08-20,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FUTY,2024-03-04,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FUTY,2024-05-07,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FV,2024-02-29,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FV,2024-03-05,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FV,2025-10-14,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FVC,2024-11-06,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
FVC,2025-12-18,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FVC,2025-12-18,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FVD,2024-11-21,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FVD,2025-07-01,BC:MARKUP,MARKUP,BC,contextual
FVR,2025-04-11,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FVR,2025-11-21,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FVR,2025-11-21,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FVRR,2024-02-23,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
FVRR,2024-04-15,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
FVRR,2025-05-07,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FWONA,2024-02-28,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FWONA,2024-03-06,SOW:MARKDOWN,MARKDOWN,SOW,contextual
FWONA,2025-02-06,SOS:MARKDOWN,MARKDOWN,SOS,contextual
FWONA,2025-02-28,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FWONK,2024-02-28,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FWONK,2024-03-05,SOW:MARKDOWN,MARKDOWN,SOW,contextual
FWONK,2024-11-25,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FWONK,2025-02-06,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
FWONK,2025-02-28,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FWRD,2024-05-09,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
FWRD,2024-10-07,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
FWRD,2025-04-03,SOW:MARKUP,MARKUP,SOW,contextual
FWRD,2025-07-23,BC:MARKDOWN,MARKDOWN,BC,contextual
FWRG,2024-03-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FWRG,2025-02-18,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FXI,2024-10-02,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FXI,2024-10-08,BC:MARKUP,MARKUP,BC,contextual
FXL,2024-12-20,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FXL,2025-01-28,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FXNC,2025-12-10,BC:UNKNOWN,UNKNOWN,BC,contextual
FXNC,2025-12-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FXO,2025-08-22,BC:UNKNOWN,UNKNOWN,BC,contextual
FXO,2025-12-10,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
FXO,2025-12-10,SOS:MARKUP,MARKUP,SOS,contextual
FXP,2024-04-15,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FXP,2025-10-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FXR,2025-12-10,BC:UNKNOWN,UNKNOWN,BC,contextual
FXR,2025-12-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
FXU,2024-03-04,SOW:UNKNOWN,UNKNOWN,SOW,contextual
FXU,2025-08-01,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
FYBR,2024-09-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
FYBR,2025-08-12,BC:ACCUMULATION,ACCUMULATION,BC,contextual
FYC,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
FYC,2025-08-12,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
