date,symbol,event,prior_regime,base_event,detector,fwd_5,fwd_10,fwd_20
2024-11-06,FNB,SOS:UNKNOWN,UNKNOWN,SOS,contextual,-0.004186602870813405,-0.018540669856459302,-0.010765550239234423
2025-04-04,FNB,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual,0.027003484320557325,0.08449477351916368,0.18902439024390238
2025-10-14,FNB,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.03908188585607941,-0.030397022332506185,-0.002481389578163906
2024-03-14,FNCL,SOW:UNKNOWN,UNKNOWN,SOW,contextual,0.028024369016536044,0.03394255874673613,-0.019147084421235916
2024-03-20,FNCL,BC:MARKDOWN,MARKDOWN,BC,contextual,0.008366057708724561,-0.011439303397643874,-0.04473279836093558
2024-03-20,FNCL,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual,0.008366057708724561,-0.011439303397643874,-0.04473279836093558
2024-07-16,FNCL,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual,-0.00551500405514993,0.007299270072992803,-0.029521492295214946
2024-03-14,FND,SOS:UNKNOWN,UNKNOWN,SOS,contextual,0.10200214220977166,0.06797396391200472,-0.07365905907555403
2025-08-22,FND,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.06930243126562141,-0.0034083162917518672,-0.07941376959781865
2025-10-30,FND,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual,-0.09460083064143987,-0.05814490078449486,-0.02138132594985398
2024-03-14,FNDA,SOS:UNKNOWN,UNKNOWN,SOS,contextual,0.029025191675793982,0.04107338444687847,-0.011865644395764874
2025-02-21,FNDA,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual,-0.005804028678729867,-0.03994537384772956,-0.055308979173779416
2025-08-22,FNDA,BC:MARKDOWN,MARKDOWN,BC,contextual,-0.0006412311638345214,0.011221545367104735,0.010580314203270325
2025-04-07,FNDC,SOW:UNKNOWN,UNKNOWN,SOW,contextual,0.09736123748862613,0.1282984531392175,0.1737943585077344
