date,symbol,transition,prior_regime,new_regime,detector,event,fwd_5,fwd_10,fwd_20
2025-01-21,FOR,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,-0.011124845488257096,-0.04779563246806762,-0.04655953852492789
2025-10-13,FORA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.12048192771084343,-0.06425702811244982,-0.12048192771084343
2025-06-24,FORR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.06314699792960665,0.053830227743271175,0.16252587991718426
2025-03-24,FORTY,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.015209963628347922,-0.040449685881185915,-0.04111098864763585
2024-05-14,FOSL,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.15573770491803285,0.032786885245901676,0.11475409836065587
2024-12-02,FOUR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.08736141906873607,-0.07991130820399117,-0.07955654101995568
2025-08-08,FOXF,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.05486284289276799,0.08122550765942282,0.05415033843961514
2025-03-06,FPAG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.04955527318932651,-0.02541296060991105,-0.0813214739517153
2025-05-20,FPE,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.00568828213879391,0.0011376564277589818,0.007963594994311762
2024-08-05,FPEI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.007076755579749516,0.01741970604246057,0.02123026673924877
2024-10-25,FRAF,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.07867017774851881,0.07801184990125076,0.10566161948650432
2025-09-12,FRBA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.003010234798314304,-0.00903070439494269,-0.08669476219145089
2024-12-09,FRGT,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.029761904761904767,0.20833333333333326,-0.05357142857142849
2024-06-07,FRO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.08419047619047626,-0.008000000000000007,-0.10476190476190472
2025-08-25,FRPT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.02860188310534728,0.013146207141588206,-0.12506661929294727
2024-11-04,FRSH,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.3499591169255929,0.22730989370400656,0.3066230580539657
2025-05-13,FRSX,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.012837837837837984,-0.06402027027027013,-0.09493243243243232
2024-11-13,FSCC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.023433242506812002,0.021387829246140022,0.0038074477747502833
2025-01-07,FSCS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.019974431818181815,0.0342159090909091,0.03372159090909088
2024-08-02,FSEP,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.004011969309697827,0.018034341722414027,0.02239767411418625
2024-06-03,FSLR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.02596069228512765,-0.041764447051921505,-0.20530214139043723
2024-04-03,FSM,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.037199124726476906,0.0,0.026258205689277947
2025-10-01,FSMB,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.0009960159362552012,-0.0004980079681273786,-0.001743027888446047
2024-04-11,FSP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.11004784688995206,-0.04306220095693769,-0.07655502392344493
2024-11-25,FSTR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.04137199434229122,0.012022630834511938,-0.03359264497878367
2025-09-18,FSV,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.051488095238095166,-0.06889880952380945,-0.09246031746031735
2025-08-13,FTAG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.00806602888763841,0.012755580566497837,0.0033164509472893844
2024-12-05,FTAI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.14695295232080818,-0.17183454373223872,-0.0024628986422481347
2025-10-24,FTBD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.009377836438800413,-0.00920343880426655,-0.009776176490406296
2025-04-04,FTGC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.007939824488090386,0.018804847471792785,0.011700793982448943
2024-04-15,FTHM,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.025974025974025983,0.012987012987013102,-0.0844155844155845
2025-03-13,FTHM,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.16235470566179222,0.2040994875640545,-0.09748781402324713
2025-05-13,FTHM,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.2630480167014615,0.21085594989561574,0.3465553235908143
2025-10-02,FTI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0395627277459657,-0.07079646017699115,0.0877147319104632
2024-06-12,FTIF,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.007906209960600097,-0.009454217884301563,0.005177518027295713
2024-11-05,FTK,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.21138211382113825,0.33983739837398375,0.4373983739837397
2024-05-23,FTLF,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.04210526315789487,-0.05161290322580647,0.11341256366723251
2025-01-24,FTLS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.007051564565887958,-0.008226825326869247,-0.025708829146466883
2024-10-03,FTS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.039634825205967394,-0.0033400133600534065,-0.03740814963259853
2025-07-01,FTXG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.017660044150110354,-0.021805739514348832,-0.007143487858719655
2024-04-11,FTXN,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.04496402877697847,-0.019751199040767498,-0.049292565947242184
2024-11-25,FUBO,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.08333333333333326,0.1217948717948718,-0.1282051282051282
2025-01-06,FUBO,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.24703557312252955,-0.28458498023715406,-0.11857707509881421
2024-10-21,FULTP,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.027730889799855274,-0.03303592958765367,-0.028213166144200663
2025-10-14,FUN,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.19934487599438455,0.21525503041647154,-0.2774918109499299
2024-05-10,FUSB,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.09180992554477763,-0.11817380158001445,-0.07999163628760275
2025-01-17,FUSI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.0023680315737544255,-0.0010853478046374265,0.0006906758756783926
2025-04-23,FUSI,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.006563113985583735,0.0026813814190418395,0.005667329547151212
2025-11-03,FUSI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.0018800712448050483,-0.0015832178903620875,-0.0028695824262814362
2024-05-02,FUTU,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.025380002789011202,0.08464649281829595,0.04783154371775211
2024-05-07,FUTY,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.026942774437764383,0.04653751948341145,0.025829436651080062
2025-03-04,FV,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.04415357766143091,-0.03141361256544495,-0.03769633507853398
2025-07-01,FVD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.0,-0.005740781629498759,-0.0022079929344226423
2024-10-28,FVRR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.14471544715447138,0.21910569105691047,0.34918699186991864
2025-02-21,FWONA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.012301895156821452,-0.0881081680150726,-0.1280062063615205
2024-11-25,FWONK,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.006940493799066916,0.0293548754124473,0.0804414609170554
2025-02-06,FWONK,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.02148925537231383,-0.0320839580209894,-0.10784607696151916
2025-02-14,FWONK,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.015228426395939132,-0.04913705583756345,-0.11005076142131986
2024-10-07,FWRD,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.05391766268260301,0.04701195219123511,-0.10411686586985391
2024-04-12,FWRG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.011962782454585708,0.04785112981834283,-0.07221976074435088
2025-07-22,FXP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.024317460317460515,0.056423280423280486,0.024338624338624326
2025-08-01,FXU,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.001790109644215887,-0.004027746699485357,-0.009621839337659477
2025-10-14,FYX,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.013515650349842145,0.01736368497301366,0.004630437862467085
2024-09-20,G,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.0018097207859359976,0.024301964839710477,0.006980351602895674
2024-11-08,G,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.02503265128428378,0.005441880713974667,-0.02416195037004787
2025-06-11,GAEM,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.00039649837513411335,-0.007782252421750013,-0.0023401178610856777
2024-04-02,GAIA,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.07471264367816088,-0.008620689655172376,0.10057471264367823
2025-08-06,GAINN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0030246211295353875,-0.012142089803102163,-0.005006679536832426
2024-07-02,GAME,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.030769230769230882,-0.05384615384615388,-0.14615384615384608
2024-12-18,GAMR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.007029375643708757,-0.0028255627854463228,-0.0016980401223910535
2024-04-22,GAPR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.011761246692149285,0.01822993237283166,0.03234342840341076
2025-03-26,GAPR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0015860428231561086,-0.027491408934707917,-0.03991541104943164
2024-05-20,GATX,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.02833309362864944,-0.04221199482237881,-0.040845678124550644
2025-04-03,GAUG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.015843621399176944,-0.013503821281599104,0.0307231040564373
2025-03-11,GAUZ,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.10338345864661669,-0.11184210526315796,-0.2706766917293234
2024-10-28,GBCI,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.021137586471944636,0.11971560338201392,0.1316295157571099
2024-12-16,GBCI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.07095588235294115,-0.0768382352941176,-0.07702205882352942
2025-06-30,GBDC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.013651877133105783,0.034812286689419825,0.027303754266211566
2025-07-09,GBLD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0008121014554915984,0.02484916073317911,0.021537845643533338
2024-05-29,GBLI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.003278688524590123,0.01570491803278684,0.019199999999999884
2024-04-02,GBR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.01785714285714257,0.008928571428571175,0.0714285714285714
2024-04-30,GBTG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.014876033057851235,-0.006611570247933907,-0.016528925619834656
2025-02-18,GBX,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.04139358399448079,-0.07450845119006555,-0.07123145912383577
2025-10-14,GBXA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.009645226984091204,0.020109565570259447,0.018974832983895684
2024-11-19,GCMG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.03233830845771135,0.03233830845771135,-0.027363184079602032
2025-02-10,GCMG,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.005685856432125158,-0.00781805259417201,-0.10092395167022028
2025-03-04,GCMG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.05314371257485018,-0.007485029940119681,-0.0037425149700598404
2025-02-25,GCO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.10114503816793896,-0.4501090512540894,-0.38413304252998914
2025-04-07,GCO,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,-0.054545454545454564,0.0051948051948051965,0.030649350649350593
2025-06-20,GCO,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.0703405017921147,-0.031810035842293916,0.049283154121863904
2024-10-29,GCOR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0004867364322220791,-0.006327573618885474,0.0012168410805548646
2024-09-06,GCTS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.08015267175572527,0.05343511450381677,-0.007633587786259555
2024-05-02,GDDY,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.06112764417276617,0.08590042628488703,0.12305959945306832
2025-02-14,GDDY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.044568856688072866,-0.02469948954388279,-0.011361765190186057
2025-10-21,GDEN,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.009615384615384581,-0.12106643356643354,0.30332167832167833
2024-05-28,GDEV,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.09090909090909094,0.008658008658008587,0.18614718614718617
2024-09-09,GDEV,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.05555555555555558,-0.07407407407407407,0.22555555555555573
2024-09-23,GDEV,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.04257812500000002,0.3593749999999998,0.322265625
2025-05-12,GDOC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.0036402048129136055,-0.014788529717797205,0.006145019940479113
2024-05-13,GDOT,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.006091370558375608,0.019289340101522834,0.0030456852791880262
2024-02-28,GDRX,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.17001545595054113,0.10355486862442032,0.08346213292117466
2025-09-11,GDS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.01298701298701288,0.09272727272727277,-0.002077922077922012
2025-09-12,GDTC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.1784140969162996,-0.12334801762114533,-0.09251101321585897
2024-04-03,GDXJ,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.01897810218978102,0.008759124087591275,-0.008029197080291928
2024-05-30,GDYN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.004166666666666541,-0.017708333333333326,0.09479166666666661
2025-09-17,GEG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.06666666666666665,-0.14385964912280702,-0.11228070175438609
2024-02-29,GEHC,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.015118317265556458,-0.032318141980718695,-0.004053461875547781
2024-04-30,GEHC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.06807450157397699,0.056138509968520545,0.028987408184680152
2025-04-03,GEHC,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,-0.135,-0.13375000000000004,-0.02041666666666664
2024-05-10,GEN,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.06692242114237001,0.06095481670929237,0.04347826086956519
2024-05-13,GENC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.02941176470588247,-0.0177484787018255,-0.014705882352941124
2025-04-03,GENK,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.11473684210526314,-0.10526315789473684,-0.027368421052631597
2025-03-03,GENT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.0009748488984209214,-0.0007798791187365595,0.0021446675765257606
2024-11-05,GEO,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.6556510244547256,0.8770654329147387,0.9299405155320555
2025-04-03,GERN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.11564625850340127,-0.1360544217687074,-0.061224489795918435
2024-12-17,GETY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.12840466926070027,-0.17898832684824906,0.07003891050583655
2024-08-12,GEVO,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.1572058823529412,0.2851470588235294,0.021764705882352908
2024-10-17,GEVO,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.07358490566037745,-0.12075471698113205,-0.4377358490566038
2024-12-27,GEVO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.29047619047619033,-0.004761904761904856,-0.1523809523809524
2024-08-07,GFAI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.03921568627450989,-0.045751633986928164,-0.28104575163398693
2025-03-31,GFGF,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.08071162273529986,-0.01857544639937203,-0.022172803976715283
2025-06-11,GFR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.024896265560165887,-0.051867219917012486,-0.09128630705394203
2024-08-01,GFS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.07703518634186968,-0.054132833645638145,-0.04184884447220483
2025-04-07,GFS,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.04501707544240907,-0.015523129462899687,0.0838248990996584
2025-08-01,GFS,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.11727720065609626,-0.09595407326407868,-0.0872061235647894
2024-05-21,GGAL,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.05555555555555547,-0.08098396904367056,-0.08789386401326704
2024-04-17,GGB,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.17016317016317017,-0.18181818181818188,-0.10023310023310028
2024-09-24,GGB,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.03857566765578624,0.026706231454005858,-0.06231454005934722
2024-04-24,GGLS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.03912466843501328,-0.07029177718832891,-0.10477453580901852
2025-09-11,GGM,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.006424991102147337,-0.0028361905326848014,0.006677096927274917
2025-09-02,GGME,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.021152554058388784,0.030185559639381854,0.02700804831221637
2025-03-13,GGR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.05409622886866061,-0.16462938881664502,-0.45357607282184653
2024-09-27,GGRW,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.010478553704360127,0.02906770648706125,0.026962070187876552
2024-04-16,GHG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.01802975251936645,0.09686707342153977,0.10029478302598194
2024-05-16,GIC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.021196283391405446,0.004936120789779341,-0.06707317073170715
2025-06-20,GIFT,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.02684563758389258,-0.15436241610738255,-0.2785234899328859
