symbol,date,event,score,detector
FN,2025-04-04,SC,3.909994608662333,baseline
FN,2025-04-07,AR,2.607639899536833,baseline
FNB,2024-11-06,SOS,5.160449959675338,baseline
FNB,2024-12-05,UT,-0.10055351832793821,baseline
FNB,2025-04-04,SPRING,2.6935906551406066,baseline
FNB,2025-04-09,SC,2.591764288181092,baseline
FNB,2025-04-23,AR,0.6669968397228742,baseline
FNB,2025-10-14,BC,4.637452010664978,baseline
FNB,2025-10-15,AR_TOP,1.7588088722504127,baseline
FNCL,2024-03-14,SOW,1.9435761206822393,baseline
FNCL,2024-03-20,BC,4.5596464394775,baseline
FNCL,2024-03-20,SPRING,4.5596464394775,baseline
FNCL,2024-03-22,AR_TOP,1.6724041882533747,baseline
FNCL,2024-07-16,SOS,1.7110374255848533,baseline
FNCL,2024-08-01,UT,3.6318064129304544,baseline
FNCL,2025-04-07,SC,2.7647287506997142,baseline
FNCL,2025-04-09,AR,4.098839486838299,baseline
FND,2024-03-14,SOS,2.4343307050618312,baseline
FND,2025-03-03,UT,1.253911585804905,baseline
FND,2025-04-04,SC,2.639128640909992,baseline
FND,2025-04-07,AR,1.52252636154655,baseline
FND,2025-08-22,BC,2.633087577798257,baseline
FND,2025-08-25,AR_TOP,1.037137424681821,baseline
FND,2025-10-30,SOW,2.1141828569078562,baseline
FNDA,2024-03-14,SOS,2.000894010254159,baseline
FNDA,2024-11-29,UT,-0.9225350296961548,baseline
FNDA,2025-02-21,SOW,4.1158506909722,baseline
FNDA,2025-08-22,BC,3.273120332769609,baseline
FNDA,2025-09-19,AR_TOP,0.7122347737776659,baseline
FNDA,2025-11-21,SC,2.261408331134405,baseline
FNDA,2025-11-25,AR,0.9045211004741938,baseline
FNDB,2025-04-07,SC,2.8976070455162173,baseline
FNDB,2025-04-09,AR,4.16236634837701,baseline
FNDC,2025-04-07,SOW,4.946169285907616,baseline
FNDC,2025-04-09,SC,3.2196727352012475,baseline
FNDC,2025-04-11,AR,0.5873727618394967,baseline
FNDE,2024-10-08,BC,2.0165139984933953,baseline
FNDE,2024-10-09,AR_TOP,1.3502670505213805,baseline
FNDE,2025-04-09,SC,4.288481850340459,baseline
FNDE,2025-06-16,UT,-0.6183222090923756,baseline
FNDE,2025-08-01,SOS,1.8241344280352403,baseline
FNDF,2025-04-09,SC,4.876692380972737,baseline
FNDF,2025-04-11,AR,2.834873244291885,baseline
FNDX,2024-03-14,SOS,1.757365541674943,baseline
FNDX,2024-10-10,UT,-0.9400688715719498,baseline
FNDX,2025-04-09,SC,3.2962948561591743,baseline
FNDX,2025-04-11,AR,4.634282887712713,baseline
FNDX,2025-10-14,BC,2.473606781990002,baseline
FNDX,2025-10-16,AR_TOP,1.5950576453081726,baseline
FNF,2024-01-29,SPRING,,baseline
FNF,2024-02-06,SPRING,,baseline
FNF,2024-03-14,SOW,1.7094398521559084,baseline
FNF,2024-11-25,BC,3.6166206031134953,baseline
FNF,2024-12-10,AR_TOP,0.9975359508823315,baseline
FNF,2025-03-03,UT,0.6516032527332708,baseline
FNF,2025-07-11,SC,3.4973372433782846,baseline
FNF,2025-07-17,AR,0.5797859008201486,baseline
FNGG,2025-04-07,SC,2.79605212736863,baseline
FNGG,2025-04-09,AR,3.9529755368493658,baseline
FNGR,2025-05-13,BC,2.115522223574324,baseline
FNGR,2025-05-15,AR_TOP,2.9839258790423524,baseline
FNKO,2024-03-04,SOS,2.1437826985778643,baseline
FNKO,2024-03-04,SOW,2.1437826985778643,baseline
FNKO,2024-11-08,SC,5.3668065040865125,baseline
FNKO,2024-11-25,AR,1.0260779556207693,baseline
FNKO,2025-04-03,UT,1.8000598493794397,baseline
FNKO,2025-05-12,BC,4.815143783002574,baseline
FNKO,2025-05-14,AR_TOP,1.0257844087641295,baseline
FNLC,2025-04-09,SC,2.765684646202056,baseline
FNLC,2025-04-17,AR,0.761520092901207,baseline
FNLC,2025-12-10,BC,3.198917727469216,baseline
FNOV,2024-04-04,SOW,4.70619933360057,baseline
FNOV,2024-07-01,BC,2.5594401766505626,baseline
FNOV,2024-07-24,AR_TOP,0.5280618121729017,baseline
FNOV,2024-11-06,SOS,5.982170109044241,baseline
FNOV,2025-03-10,UT,2.2583219294109456,baseline
FNOV,2025-11-21,SC,5.882654831113348,baseline
FNOV,2025-11-25,AR,0.8044413198256459,baseline
FNV,2025-09-19,BC,4.866246195910348,baseline
FNV,2025-10-02,AR_TOP,3.4883667620804455,baseline
FNWB,2024-04-09,UT,1.0678910051552224,baseline
FNWB,2024-04-10,SOS,5.495598764253799,baseline
FNWB,2025-02-12,BC,4.2985079862371665,baseline
