symbol,date,event,prior_regime,base_event,detector
DSGX,2024-07-17,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DSGX,2025-12-04,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DSGX,2025-12-04,BC:NONE,NONE,BC,contextual
DSMC,2024-04-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DSMC,2025-08-13,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DSP,2024-07-16,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DSP,2025-11-11,BC:MARKUP,MARKUP,BC,contextual
DSP,2025-11-11,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DSS,2024-04-08,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DSS,2025-03-21,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
DSS,2025-05-07,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DSS,2025-08-26,BC:MARKDOWN,MARKDOWN,BC,contextual
DSTL,2024-11-21,BC:UNKNOWN,UNKNOWN,BC,contextual
DSTL,2025-12-10,SOS:NONE,NONE,SOS,contextual
DSTL,2025-12-10,SOS:MARKUP,MARKUP,SOS,contextual
DSWL,2025-05-19,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
DSWL,2025-09-02,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
DSWL,2025-11-18,BC:NONE,NONE,BC,contextual
DSWL,2025-11-18,BC:NONE,NONE,BC,contextual
DSX,2024-03-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DSX,2025-04-04,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DSX,2025-09-08,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
DSX,2025-11-28,BC:NONE,NONE,BC,contextual
DSX,2025-11-28,BC:NONE,NONE,BC,contextual
DSY,2024-08-09,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DSY,2024-08-09,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
DSY,2024-08-15,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DT,2025-01-28,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DT,2025-06-17,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DTCK,2025-11-05,BC:UNKNOWN,UNKNOWN,BC,contextual
DTCK,2025-11-05,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DTD,2024-09-11,BC:UNKNOWN,UNKNOWN,BC,contextual
DTE,2024-03-27,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DTE,2024-05-09,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
DTE,2025-07-29,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DTE,2025-08-22,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DTEC,2025-10-08,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DTEC,2025-10-14,BC:MARKUP,MARKUP,BC,contextual
DTH,2025-08-22,BC:UNKNOWN,UNKNOWN,BC,contextual
DTI,2024-03-13,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DTI,2025-04-03,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
DTI,2025-09-16,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
DTI,2025-09-24,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DTIL,2024-02-26,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DTIL,2024-03-01,SOS:MARKUP,MARKUP,SOS,contextual
DTIL,2024-12-31,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
DTIL,2025-10-17,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DTM,2024-10-29,BC:UNKNOWN,UNKNOWN,BC,contextual
DTM,2024-11-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DTRE,2024-02-29,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DTRE,2024-03-01,SOW:MARKDOWN,MARKDOWN,SOW,contextual
DTSQ,2024-12-12,BC:UNKNOWN,UNKNOWN,BC,contextual
DTSQ,2025-01-02,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DTSS,2024-01-30,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
DTSS,2024-03-05,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DTSS,2024-09-11,SPRING:MARKUP,MARKUP,SPRING,contextual
DTSS,2025-05-16,BC:MARKUP,MARKUP,BC,contextual
DTSS,2025-11-14,SOW:NONE,NONE,SOW,contextual
DTSS,2025-11-14,SOW:NONE,NONE,SOW,contextual
DTST,2024-03-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DTST,2025-07-16,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DUG,2024-04-12,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DUG,2025-04-04,BC:MARKDOWN,MARKDOWN,BC,contextual
DUG,2025-09-03,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
DUK,2024-05-01,BC:UNKNOWN,UNKNOWN,BC,contextual
DUKH,2024-11-07,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DUKH,2025-10-01,BC:MARKUP,MARKUP,BC,contextual
DUKX,2024-09-11,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DUKX,2025-07-16,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DUO,2024-03-11,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DUO,2024-09-30,SOS:MARKDOWN,MARKDOWN,SOS,contextual
DUO,2025-12-10,BC:NONE,NONE,BC,contextual
DUO,2025-12-10,BC:NONE,NONE,BC,contextual
DUOL,2025-05-02,BC:UNKNOWN,UNKNOWN,BC,contextual
DUOT,2025-07-16,BC:UNKNOWN,UNKNOWN,BC,contextual
DUSL,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
DUSL,2025-07-29,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DUST,2024-03-01,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DUST,2024-11-04,SOS:MARKDOWN,MARKDOWN,SOS,contextual
DUST,2025-04-04,SPRING:MARKUP,MARKUP,SPRING,contextual
DUST,2025-07-08,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DV,2024-02-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DV,2024-03-07,SOS:MARKUP,MARKUP,SOS,contextual
DV,2024-07-30,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DVA,2024-04-29,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DVA,2024-05-24,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
DVAX,2024-03-13,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DVAX,2024-05-09,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
DVAX,2024-05-09,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
DVAX,2025-11-06,BC:NONE,NONE,BC,contextual
DVAX,2025-11-06,BC:NONE,NONE,BC,contextual
DVDN,2024-06-21,BC:UNKNOWN,UNKNOWN,BC,contextual
DVDN,2024-07-31,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DVLT,2025-05-14,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DVLT,2025-09-23,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DVLU,2024-09-30,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DVLU,2025-07-01,BC:MARKUP,MARKUP,BC,contextual
DVN,2024-04-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DVN,2025-07-08,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DVND,2024-08-23,BC:UNKNOWN,UNKNOWN,BC,contextual
DVND,2024-10-30,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DVOL,2024-02-21,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
DVOL,2024-11-14,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
DVOL,2025-09-11,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DVRE,2025-09-30,BC:UNKNOWN,UNKNOWN,BC,contextual
DVS,2025-11-28,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DVS,2025-11-28,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DVSP,2025-02-21,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DVSP,2025-06-30,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DVXC,2025-09-24,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DVXC,2025-10-06,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DVXE,2025-12-10,BC:NONE,NONE,BC,contextual
DVXE,2025-12-10,BC:NONE,NONE,BC,contextual
DVXF,2025-12-11,BC:NONE,NONE,BC,contextual
DVXF,2025-12-11,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DVXV,2025-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
DVXV,2025-11-06,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DVXY,2025-12-11,BC:NONE,NONE,BC,contextual
DVXY,2025-12-11,BC:NONE,NONE,BC,contextual
DVY,2024-03-14,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DVYE,2025-04-07,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DWAS,2024-11-06,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DWAS,2025-10-14,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DWAW,2024-04-04,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DWAW,2024-05-02,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
DWAW,2024-12-10,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
DWAW,2025-06-23,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DWM,2024-02-14,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
DWM,2025-04-08,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DWMF,2024-04-04,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DWMF,2024-07-02,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
DWSH,2025-01-06,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
DWSH,2025-04-03,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DWSH,2025-07-22,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
DWSN,2025-05-07,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DWSN,2025-06-16,SOS:MARKDOWN,MARKDOWN,SOS,contextual
DWSN,2025-10-23,BC:MARKUP,MARKUP,BC,contextual
DWTX,2025-01-23,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DWTX,2025-09-26,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DWUS,2024-02-20,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
DWUS,2024-04-19,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DWUS,2024-06-17,BC:MARKDOWN,MARKDOWN,BC,contextual
DWUS,2024-07-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DX,2025-01-31,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DX,2025-07-21,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DXC,2024-03-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DXC,2024-05-17,SPRING:MARKUP,MARKUP,SPRING,contextual
DXC,2025-04-04,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DXC,2025-10-31,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DXCM,2024-03-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DXCM,2025-06-24,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DXD,2024-03-14,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DXD,2024-07-18,SPRING:MARKUP,MARKUP,SPRING,contextual
DXD,2024-11-21,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DXD,2025-10-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DXF,2025-01-24,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
DXF,2025-09-09,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DXJ,2024-08-05,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DXJ,2024-08-05,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
DXLG,2024-02-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DXLG,2024-03-21,SOS:MARKUP,MARKUP,SOS,contextual
DXLG,2025-12-11,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DXLG,2025-12-11,BC:NONE,NONE,BC,contextual
DXPE,2024-03-07,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DXPE,2024-03-11,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
DXPE,2025-07-15,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
DXPE,2025-08-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DXR,2024-06-04,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
DXR,2024-08-29,BC:MARKDOWN,MARKDOWN,BC,contextual
DXR,2024-11-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DXST,2025-11-11,BC:UNKNOWN,UNKNOWN,BC,contextual
DXST,2025-11-11,BC:NONE,NONE,BC,contextual
DXYZ,2024-11-11,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
DXYZ,2025-12-11,BC:NONE,NONE,BC,contextual
DXYZ,2025-12-11,BC:NONE,NONE,BC,contextual
DY,2024-02-28,SOW:UNKNOWN,UNKNOWN,SOW,contextual
DY,2024-03-11,SOW:MARKDOWN,MARKDOWN,SOW,contextual
DY,2025-05-21,BC:MARKDOWN,MARKDOWN,BC,contextual
DY,2025-06-20,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
DY,2025-07-22,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
DYAI,2024-03-14,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
DYAI,2024-09-24,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DYAI,2025-09-23,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
DYAI,2025-10-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
DYLG,2024-10-09,SOS:UNKNOWN,UNKNOWN,SOS,contextual
DYLG,2024-10-23,BC:MARKUP,MARKUP,BC,contextual
DYLG,2025-03-10,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DYN,2024-02-08,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
DYN,2024-03-25,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
DYN,2025-01-10,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
DYN,2025-10-27,BC:MARKDOWN,MARKDOWN,BC,contextual
DYNF,2024-02-06,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
E,2025-06-20,BC:ACCUMULATION,ACCUMULATION,BC,contextual
E,2025-08-22,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EA,2024-02-27,SOW:UNKNOWN,UNKNOWN,SOW,contextual
EA,2024-04-04,SOW:MARKDOWN,MARKDOWN,SOW,contextual
EA,2024-07-29,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
EA,2025-12-19,BC:ACCUMULATION,ACCUMULATION,BC,contextual
EA,2025-12-19,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EAF,2024-02-29,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EAF,2024-03-14,SOS:MARKUP,MARKUP,SOS,contextual
EAF,2025-05-07,BC:ACCUMULATION,ACCUMULATION,BC,contextual
EAFG,2024-05-02,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
EAFG,2024-08-02,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
EAFG,2024-09-04,BC:MARKDOWN,MARKDOWN,BC,contextual
EAFG,2024-12-05,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
EAOK,2024-04-03,SOW:UNKNOWN,UNKNOWN,SOW,contextual
EAOK,2025-10-28,BC:ACCUMULATION,ACCUMULATION,BC,contextual
EAOM,2024-04-15,SOW:UNKNOWN,UNKNOWN,SOW,contextual
EARN,2024-03-07,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
EARN,2025-03-11,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
EASG,2025-12-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
EASG,2025-12-01,BC:NONE,NONE,BC,contextual
EASG,2025-12-15,SOS:NONE,NONE,SOS,contextual
EASG,2025-12-15,SOS:NONE,NONE,SOS,contextual
EAT,2025-01-29,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EAT,2025-04-09,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EATZ,2024-02-29,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
EATZ,2024-03-01,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
EATZ,2024-11-19,BC:MARKDOWN,MARKDOWN,BC,contextual
EATZ,2025-07-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EB,2024-02-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EB,2024-05-03,SOS:MARKUP,MARKUP,SOS,contextual
EB,2025-04-07,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
EB,2025-08-08,BC:MARKDOWN,MARKDOWN,BC,contextual
EBAY,2025-10-29,BC:UNKNOWN,UNKNOWN,BC,contextual
EBC,2025-12-19,BC:UNKNOWN,UNKNOWN,BC,contextual
EBC,2025-12-19,BC:NONE,NONE,BC,contextual
EBIT,2024-11-07,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EBIT,2025-09-22,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EBIZ,2024-03-13,BC:UNKNOWN,UNKNOWN,BC,contextual
EBIZ,2024-07-16,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EBMT,2025-12-10,BC:NONE,NONE,BC,contextual
EBMT,2025-12-10,BC:NONE,NONE,BC,contextual
EBON,2024-02-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EBON,2024-03-05,SOS:MARKUP,MARKUP,SOS,contextual
EBON,2025-09-15,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EBS,2024-02-27,SOW:UNKNOWN,UNKNOWN,SOW,contextual
EBS,2024-03-05,SOW:MARKDOWN,MARKDOWN,SOW,contextual
EBS,2024-07-24,SOS:MARKDOWN,MARKDOWN,SOS,contextual
EBS,2025-10-30,BC:ACCUMULATION,ACCUMULATION,BC,contextual
EC,2024-02-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EC,2024-03-01,SOS:MARKUP,MARKUP,SOS,contextual
EC,2024-11-08,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
EC,2024-11-13,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
EC,2025-11-14,BC:NONE,NONE,BC,contextual
EC,2025-11-14,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ECBK,2024-03-18,SOW:UNKNOWN,UNKNOWN,SOW,contextual
ECBK,2025-04-16,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
ECBK,2025-04-22,BC:ACCUMULATION,ACCUMULATION,BC,contextual
ECBK,2025-08-22,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ECDA,2024-04-11,BC:UNKNOWN,UNKNOWN,BC,contextual
ECDA,2025-04-21,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
ECDA,2025-09-18,SOS:MARKDOWN,MARKDOWN,SOS,contextual
ECG,2025-08-12,BC:UNKNOWN,UNKNOWN,BC,contextual
ECG,2025-11-05,SOS:NONE,NONE,SOS,contextual
ECG,2025-11-05,SOS:NONE,NONE,SOS,contextual
ECH,2024-05-31,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ECH,2025-01-30,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ECL,2024-02-09,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
ECL,2024-04-15,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
ECL,2024-05-31,BC:MARKDOWN,MARKDOWN,BC,contextual
ECL,2024-10-11,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
ECML,2024-03-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ECML,2025-08-13,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ECNS,2025-07-14,BC:UNKNOWN,UNKNOWN,BC,contextual
ECNS,2025-08-22,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ECO,2025-04-07,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
ECO,2025-11-13,BC:ACCUMULATION,ACCUMULATION,BC,contextual
ECO,2025-11-13,BC:NONE,NONE,BC,contextual
ECON,2025-08-12,BC:UNKNOWN,UNKNOWN,BC,contextual
ECON,2025-10-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ECOR,2024-03-15,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ECOR,2024-03-15,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
ECOR,2024-10-30,SPRING:MARKUP,MARKUP,SPRING,contextual
ECOR,2025-11-06,BC:NONE,NONE,BC,contextual
ECOR,2025-11-06,BC:NONE,NONE,BC,contextual
ECOW,2024-02-28,SOW:UNKNOWN,UNKNOWN,SOW,contextual
ECOW,2024-03-20,SOW:MARKDOWN,MARKDOWN,SOW,contextual
ECOW,2024-04-08,BC:MARKDOWN,MARKDOWN,BC,contextual
ECOW,2024-05-02,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ECOW,2025-02-06,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
ECPG,2024-11-07,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ECPG,2025-12-12,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ECPG,2025-12-12,SOS:NONE,NONE,SOS,contextual
ECVT,2024-02-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ECVT,2024-03-01,SOS:MARKUP,MARKUP,SOS,contextual
ECVT,2024-12-02,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ECX,2025-03-12,BC:UNKNOWN,UNKNOWN,BC,contextual
ED,2024-10-01,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ED,2025-02-21,BC:MARKUP,MARKUP,BC,contextual
EDAP,2024-03-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EDAP,2025-12-15,BC:NONE,NONE,BC,contextual
EDAP,2025-12-15,BC:NONE,NONE,BC,contextual
EDBL,2024-04-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EDBL,2025-05-20,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EDGE,2025-07-21,BC:UNKNOWN,UNKNOWN,BC,contextual
EDGE,2025-09-19,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EDGI,2025-03-04,BC:UNKNOWN,UNKNOWN,BC,contextual
EDGI,2025-06-17,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EDGU,2025-01-02,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
EDHL,2025-06-25,BC:UNKNOWN,UNKNOWN,BC,contextual
EDIT,2024-02-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EDIT,2024-03-01,SOS:MARKUP,MARKUP,SOS,contextual
EDIT,2025-09-24,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EDIV,2024-02-29,SOW:UNKNOWN,UNKNOWN,SOW,contextual
EDIV,2024-04-12,SOW:MARKDOWN,MARKDOWN,SOW,contextual
EDIV,2024-04-17,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
EDN,2024-03-15,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
EDN,2024-09-09,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
EDN,2025-10-13,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EDOG,2024-12-11,BC:UNKNOWN,UNKNOWN,BC,contextual
EDOG,2025-07-02,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EDOW,2024-03-20,SOW:UNKNOWN,UNKNOWN,SOW,contextual
EDRY,2024-06-17,BC:UNKNOWN,UNKNOWN,BC,contextual
EDRY,2024-11-20,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
EDSA,2024-03-18,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EDSA,2025-07-14,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EDTK,2024-05-23,BC:UNKNOWN,UNKNOWN,BC,contextual
EDTK,2024-07-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EDU,2024-04-24,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EDU,2025-04-08,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
EDU,2025-10-15,BC:ACCUMULATION,ACCUMULATION,BC,contextual
EDUC,2024-03-13,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EDUC,2025-04-09,SPRING:MARKUP,MARKUP,SPRING,contextual
EDUC,2025-09-17,BC:ACCUMULATION,ACCUMULATION,BC,contextual
EDV,2024-08-02,BC:UNKNOWN,UNKNOWN,BC,contextual
EDZ,2025-04-08,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EDZ,2025-09-29,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EE,2024-02-29,SOW:UNKNOWN,UNKNOWN,SOW,contextual
EE,2024-05-09,SOW:MARKDOWN,MARKDOWN,SOW,contextual
EE,2024-09-20,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
EE,2024-11-08,BC:ACCUMULATION,ACCUMULATION,BC,contextual
EE,2024-11-19,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EEFT,2024-03-12,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EEFT,2024-11-06,BC:MARKUP,MARKUP,BC,contextual
EEFT,2025-04-07,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
EEFT,2025-04-07,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
EEIQ,2025-02-25,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EEIQ,2025-08-22,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
EEIQ,2025-11-03,SOW:MARKUP,MARKUP,SOW,contextual
EEIQ,2025-11-03,SOW:MARKDOWN,MARKDOWN,SOW,contextual
EEM,2024-05-02,BC:UNKNOWN,UNKNOWN,BC,contextual
EEM,2024-10-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EEMA,2024-02-02,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
EEMO,2024-07-12,BC:UNKNOWN,UNKNOWN,BC,contextual
EEMO,2025-09-11,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
EEMS,2024-03-14,SOS:UNKNOWN,UNKNOWN,SOS,contextual
EEMS,2025-04-01,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
EEMV,2025-04-07,SOW:UNKNOWN,UNKNOWN,SOW,contextual
EEMX,2024-02-09,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
EEMX,2025-04-07,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
EET,2025-08-18,BC:UNKNOWN,UNKNOWN,BC,contextual
EET,2025-08-22,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
EETH,2025-03-03,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
EETH,2025-05-08,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
