symbol,date,transition,prior_regime,new_regime,detector,event
CMPS,2025-05-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CMRE,2024-06-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CMTL,2024-04-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNA,2025-02-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNDT,2025-03-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNET,2024-10-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNEY,2025-07-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNL,2025-03-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CNL,2025-08-26,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
CNMD,2024-10-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNNE,2024-04-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNNE,2025-03-10,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
CNNE,2025-03-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CNS,2024-03-14,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
CNSP,2024-10-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNVS,2025-07-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNX,2025-01-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNXC,2024-03-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CNXT,2025-08-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COCH,2024-03-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COCO,2024-11-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COCP,2024-07-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CODI,2025-05-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CODX,2025-10-27,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COE,2025-07-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COGT,2025-06-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COHN,2024-05-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COHU,2025-02-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COHU,2025-03-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
COHU,2025-06-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COIG,2025-07-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COIN,2024-11-11,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
COLL,2025-08-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COMB,2024-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COMP,2024-10-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COMP,2025-02-19,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
COMP,2025-04-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CONI,2025-10-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COP,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COPJ,2024-06-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COPX,2024-06-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COR,2025-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CORP,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COST,2024-07-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COTY,2024-05-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COUR,2024-05-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COUR,2024-07-18,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
COUR,2024-11-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
COWG,2024-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COWZ,2024-07-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
COYA,2025-03-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CPAI,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CPB,2024-03-06,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
CPHC,2024-08-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CPHI,2024-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CPII,2025-03-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CPLS,2024-11-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CPNG,2025-05-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CPRI,2024-10-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CPRT,2025-09-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CPS,2025-08-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CPSA,2025-02-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CPSH,2025-08-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CPST,2025-01-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CQQQ,2025-10-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CR,2025-01-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRAI,2024-05-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CRBG,2025-02-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRBP,2025-10-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRBU,2024-05-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRD.A,2024-03-05,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
CRD.A,2024-12-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CRD.B,2024-12-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CRDF,2024-05-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CREG,2024-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRESY,2024-09-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CREV,2024-09-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CREX,2025-04-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CRGY,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRI,2025-04-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRIS,2024-08-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRK,2025-01-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CRL,2024-10-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRNC,2025-10-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRNT,2024-04-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRS,2024-10-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CRSP,2024-07-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CRT,2024-09-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRTO,2024-08-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRVL,2025-07-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRWL,2025-06-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRWS,2025-04-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CRWV,2025-09-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CSAN,2025-02-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CSB,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CSGP,2024-04-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CSPI,2024-04-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CSTE,2024-06-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CSTM,2024-07-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CSV,2024-10-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CSX,2024-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CTA,2024-05-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CTKB,2024-04-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CTKB,2025-05-09,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
CTKB,2025-06-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CTM,2024-12-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CTM,2025-01-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CTNM,2025-04-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CTOR,2025-07-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CTOS,2024-03-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CTRA,2024-04-12,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
CTRA,2024-06-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CTRA,2024-08-01,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
CTRA,2025-02-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CTRM,2025-02-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CTRN,2024-11-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CTVA,2025-09-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CTXR,2024-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CUBE,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CUBE,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
CUBE,2025-08-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CUBI,2025-09-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CUE,2024-07-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CULP,2025-03-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CURE,2024-12-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CUT,2025-07-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CUZ,2024-07-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CVBF,2025-01-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CVCO,2025-01-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CVGW,2024-12-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CVI,2025-07-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CVLG,2024-05-17,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
CVM,2024-04-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CVMC,2024-07-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CVR,2024-06-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CVS,2024-04-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CVV,2025-05-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CWAN,2025-04-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CWCO,2025-03-18,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CWD,2025-05-02,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
CWEB,2024-04-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CWEB,2024-05-16,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
CWEN,2024-07-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CWEN.A,2024-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CXAI,2025-04-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CXAI,2025-10-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CXM,2024-09-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CXM,2024-11-05,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
CXM,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CXW,2024-11-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CYBN,2025-02-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CYD,2025-08-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
CYH,2024-10-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CYRX,2024-06-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CYTK,2024-05-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
CYTK,2025-04-08,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
CZR,2024-05-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
D,2024-07-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DAC,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DAIO,2025-08-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DAKT,2025-03-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DAKT,2025-09-11,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
DAKT,2025-09-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DALI,2025-03-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DAN,2024-07-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DAN,2024-10-30,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
DAN,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DAO,2025-02-10,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
DAPP,2024-11-07,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
DAPP,2024-12-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DAPR,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DAR,2024-06-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DAR,2025-03-13,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
DAR,2025-04-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DARE,2025-06-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DARP,2025-09-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DASH,2024-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DAVA,2024-04-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DAY,2025-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DBAW,2024-07-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DBD,2024-03-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DBI,2024-04-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DBMF,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DBX,2024-06-13,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
DBX,2024-06-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DBX,2025-01-28,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
DCBO,2024-08-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DCO,2025-07-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DCO,2025-08-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DCOM,2024-07-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DCOMG,2025-08-29,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DCRE,2025-07-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DCTH,2024-07-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DCTH,2025-10-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DDD,2024-08-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DDIV,2024-11-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DDL,2024-05-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DDL,2024-09-30,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP
DDL,2024-10-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DEC,2024-07-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DEMZ,2025-03-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DENN,2024-08-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DEO,2025-07-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DES,2024-07-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DESK,2024-05-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DFAS,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DFEB,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DFEV,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DFH,2025-02-21,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
DFLI,2025-01-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DG,2024-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DGLY,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DGLY,2024-08-19,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
DGLY,2024-11-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DGS,2024-12-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DHIL,2025-05-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION
DHR,2025-01-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION
DHR,2025-04-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN
