symbol,date,event,score,detector,start_date,end_date,git_sha,run_timestamp
EWJV,2024-08-05,SC,4.5093623301401085,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWJV,2024-08-07,AR,1.9711654482992025,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWM,2024-08-01,SOS,1.5967044950669107,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWM,2024-08-05,BC,3.3420565150516737,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWM,2024-08-07,AR_TOP,1.4622270745892323,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWM,2025-01-08,UT,0.4094403889073772,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWM,2025-04-09,SC,2.6474042582752584,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWN,2025-09-18,BC,6.177082040444214,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWN,2025-10-07,AR_TOP,3.7105351878400072,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWQ,2025-03-04,BC,3.088808979316924,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWQ,2025-03-06,AR_TOP,0.8074475190067345,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWQ,2025-06-13,UT,0.0542522177222815,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWQ,2025-07-15,SOS,1.5757696976435196,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWS,2024-03-14,SOW,2.17148008148969,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWS,2025-04-09,SC,3.551182432038786,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWS,2025-04-11,AR,0.5529274404853374,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWT,2025-04-09,SC,2.2832633830405773,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWTX,2025-04-02,SC,6.1280250206821485,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWTX,2025-12-24,BC,2.2037517805261237,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWU,2024-03-14,SOW,1.7518805422050472,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWU,2024-08-05,SC,3.97410514531557,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWU,2024-08-06,AR,2.3736439786561188,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWU,2025-01-14,SPRING,1.7784540656238612,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWUS,2024-02-29,SC,5.723912741318275,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWUS,2024-03-01,AR,2.287087459934517,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWUS,2024-05-23,SOS,2.1077927261096456,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWUS,2024-06-12,UT,-0.1716468019392897,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWUS,2025-03-04,BC,2.195757359726327,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWUS,2025-03-10,AR_TOP,2.139534990028221,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWUS,2025-04-04,SOW,5.085199430020243,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWV,2024-03-14,SOW,2.281513162568104,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWV,2024-11-07,SOS,2.7709030977847657,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWV,2025-07-02,SPRING,4.158879635323687,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWV,2025-07-07,SC,3.713146689114411,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWV,2025-07-15,AR,0.7645142572625402,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWV,2025-08-22,UT,3.0442438994139924,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWV,2025-11-20,BC,4.89597771651156,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWV,2025-11-21,AR_TOP,1.5390904531090377,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWW,2024-02-12,UT,,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWW,2024-03-20,SOS,3.505621252284924,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWW,2024-11-06,SC,5.225568300500623,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWW,2025-09-11,BC,2.5264623382328453,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWW,2025-09-18,AR_TOP,1.3668022624971792,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWX,2024-10-07,SOS,2.1471133611342488,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWX,2024-12-13,UT,-0.5313294402272135,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWX,2024-12-20,BC,4.166730108696513,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWX,2025-01-06,AR_TOP,1.132315480665083,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWX,2025-04-07,SC,2.973323881774147,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWX,2025-04-09,AR,4.600498887244454,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWY,2025-04-09,SC,3.0722868946199045,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZ,2024-03-20,SOS,2.4852931060939607,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZ,2024-09-06,UT,2.557065635057626,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZ,2024-11-29,SOW,1.7191036064687657,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZ,2024-12-11,SPRING,3.1838359359818704,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZ,2025-06-30,BC,2.7719379552256616,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZ,2025-07-07,AR_TOP,0.6617754412332156,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZ,2025-07-30,SC,3.5525112103944565,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZ,2025-08-01,AR,1.248248697382281,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZS,2024-03-20,SOS,2.821331272854272,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZS,2024-11-27,UT,2.585300824125297,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZS,2024-12-11,SC,4.320356255734589,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZS,2025-03-14,BC,3.4874599472221086,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EWZS,2025-04-04,AR_TOP,1.779646643995017,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXAS,2025-08-07,SC,5.527176584961445,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXAS,2025-08-13,AR,1.1456172660689652,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXAS,2025-11-19,BC,5.635853333484786,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXC,2024-03-04,SOW,1.9892851247917052,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXC,2024-12-19,SC,3.687965061688044,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXC,2025-01-08,AR,1.6426973697513834,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXC,2025-04-02,UT,-0.5061036998724626,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXC,2025-07-31,BC,3.1049344798431977,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXC,2025-08-01,AR_TOP,3.09827985598816,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXC,2025-10-07,SOS,2.6918912581240284,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXEL,2024-05-01,SC,5.049092181483639,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXEL,2024-05-02,AR,0.7417044915565429,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXEL,2025-05-14,BC,5.341554027067929,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXFY,2024-11-08,BC,6.0150365267253125,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXFY,2024-11-13,AR_TOP,0.7652238665242508,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXFY,2024-11-20,SOS,1.52968766303615,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXFY,2025-03-28,UT,0.2650699464167801,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXK,2024-03-01,SC,4.032763918460882,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXK,2024-03-06,AR,1.2260696157916695,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXK,2025-10-08,BC,3.464781107340763,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXK,2025-10-09,AR_TOP,3.752143049973931,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXK,2025-10-14,SOS,2.494095856813565,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXK,2025-10-17,UT,2.628407249852138,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXLS,2024-02-29,SOW,3.996640250704469,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXLS,2024-03-11,SOW,2.5580984517571723,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXLS,2025-01-21,SOS,3.473840949586288,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXLS,2025-02-20,UT,0.9484050419866432,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXLS,2025-04-07,SC,2.1785533124178453,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXLS,2025-04-09,AR,3.26276898089176,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXLS,2025-04-30,BC,4.349430500043138,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXLS,2025-05-01,AR_TOP,1.0467288818872311,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXLS,2025-10-30,SPRING,1.558572114721525,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXOD,2025-03-03,UT,-0.3345947866229199,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXOD,2025-05-13,SOS,2.0588794876006533,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXOD,2025-09-24,BC,2.5119442817780038,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXOD,2025-10-07,AR_TOP,1.1181783442139128,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXP,2025-03-07,SC,2.910871946849371,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXP,2025-03-10,AR,0.8397781724918743,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXP,2025-04-09,BC,2.042115279317428,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXP,2025-04-09,SPRING,2.042115279317428,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXP,2025-05-28,SOW,1.5250446731430525,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPD,2025-01-10,SOW,4.099910322791948,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPD,2025-07-31,SC,2.7613626203797086,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPD,2025-08-04,AR,0.6762258799966676,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPD,2025-11-05,BC,2.5013145289213794,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPD,2025-11-06,AR_TOP,1.058662663126577,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPD,2025-11-18,UT,0.9158467056686284,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPE,2025-04-09,SC,2.730366282863093,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPE,2025-11-07,BC,4.894124839466708,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPE,2025-11-13,AR_TOP,1.2244618595284638,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPE,2025-12-12,UT,0.1180831030833463,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPI,2024-02-16,UT,,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPI,2024-02-26,SOS,1.7772940591830548,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPI,2024-03-15,SOW,3.4721818825667645,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPI,2024-05-01,SPRING,1.7909065635151504,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPI,2024-05-15,SOS,1.7847313038300792,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPI,2024-12-20,SC,6.126527978099371,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPI,2025-01-15,AR,1.048922707725079,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPI,2025-07-22,BC,2.102802575492353,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPI,2025-07-30,AR_TOP,0.762210933265783,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPO,2024-04-26,SOS,5.926130540192049,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPO,2025-06-17,UT,-0.3256048151584703,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPO,2025-08-01,SC,3.68289612113748,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPO,2025-08-04,AR,1.112203144839908,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPO,2025-10-31,BC,3.03493276614812,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXPO,2025-11-06,AR_TOP,0.8211297131148841,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXR,2024-02-28,SC,3.1408215730689766,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXR,2024-02-29,AR,1.0102373139383938,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXR,2025-04-08,SOW,3.2889302633843043,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXR,2025-04-09,SPRING,0.9418806344975568,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXTR,2024-02-13,UT,,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXTR,2024-02-14,SPRING,,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXTR,2024-04-04,SOW,2.198206642325925,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXTR,2024-05-16,BC,2.363905952195326,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXTR,2024-05-23,AR_TOP,0.863308445154712,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXTR,2024-06-21,SOS,1.8967693766128535,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXTR,2025-03-31,SC,5.124430584791363,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EXTR,2025-04-02,AR,1.045365322297603,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYE,2024-02-27,SPRING,,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYE,2024-04-10,SOW,1.7936053436868478,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYE,2025-09-18,BC,2.500732594679169,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYE,2025-09-25,AR_TOP,1.069730504415315,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYE,2025-10-03,UT,0.1315796888124525,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYE,2025-11-05,SC,3.051045159409441,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYE,2025-11-07,AR,0.5441884179643446,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYEG,2024-07-16,SOS,4.080150334235166,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYEG,2024-10-30,UT,2.3071919042237674,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYEG,2025-08-01,BC,3.8453402659319815,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYEG,2025-08-06,AR_TOP,1.93178056219134,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYLD,2024-12-20,SC,3.4349560969926367,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYLD,2025-10-21,BC,2.4697522427385787,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYLD,2025-11-07,AR_TOP,0.9995600459949332,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYLD,2025-11-13,UT,0.9805022241428434,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYPT,2024-03-04,SOS,2.5983040085192326,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYPT,2024-05-03,UT,0.2678255006887631,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYPT,2024-07-11,SPRING,1.99051396292178,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYPT,2024-07-18,SOW,2.0059340572822384,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYPT,2025-09-05,BC,4.565067856897684,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYPT,2025-09-10,AR_TOP,0.7357290322092378,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYPT,2025-11-05,SC,3.244841479137194,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EYPT,2025-11-06,AR,0.6112146081323421,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZBC,2024-02-12,SPRING,,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZBC,2024-08-05,SC,2.499225160257064,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZBC,2024-08-06,AR,0.750037772295521,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZBC,2025-10-03,BC,2.1629136000679616,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZBC,2025-10-07,AR_TOP,2.2810501222362416,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZET,2024-12-04,SOS,1.6955030011834846,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZET,2024-12-05,UT,1.249990499734836,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZET,2025-07-16,BC,4.72329312798107,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZET,2025-07-22,AR_TOP,0.7132735449622926,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZGO,2024-03-21,SOW,3.2683910298796763,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZGO,2024-04-12,SOS,6.244663420714187,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZGO,2024-12-26,SC,5.947186439831964,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZGO,2024-12-30,AR,1.5462064673220168,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZGO,2025-01-07,SPRING,5.638715897257533,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZGO,2025-01-28,UT,-0.6531849810115556,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZGO,2025-05-13,BC,6.235844444642652,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZGO,2025-05-14,AR_TOP,1.0472275674217122,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZJ,2024-08-05,SC,4.469191733716715,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZJ,2024-08-06,AR,1.1822861903278783,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZJ,2025-04-04,SOW,3.280711628686629,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZPW,2024-05-02,SC,3.6956007923408656,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZPW,2025-09-18,BC,2.626851851265997,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZPW,2025-10-01,AR_TOP,3.128498251598528,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZPW,2025-10-15,UT,0.8534708820131215,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZPW,2025-12-02,SOS,1.7246932890650164,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZU,2025-02-12,BC,3.5260057869303747,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZU,2025-02-27,AR_TOP,0.5861267557652575,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
EZU,2025-06-17,SOS,1.637532558038951,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
F,2024-02-06,SPRING,,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
F,2024-04-15,SOW,2.142970821123941,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
F,2024-04-22,SC,2.5617253956407504,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
F,2024-04-25,AR,1.3861616605298253,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
F,2024-07-12,SOS,3.671041304720569,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
F,2024-07-19,UT,2.173275674185691,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
F,2025-10-24,BC,2.0385194525443366,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
F,2025-10-27,AR_TOP,1.3203855781431202,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
FA,2025-04-07,SPRING,0.8928183747149144,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
FA,2025-11-21,SC,2.161713059935026,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
FA,2025-12-17,AR,0.994616178985625,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
FAAR,2024-03-27,BC,6.028960692360297,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
FAAR,2024-04-01,AR_TOP,3.6191674316973512,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
FAAR,2024-04-11,SOS,3.0672953794257207,baseline,2023-12-28,2025-12-24,8c282eb,2026-01-04T18:28:41.632523+00:00
