date,symbol,event,prior_regime,base_event,detector,fwd_5,fwd_10,fwd_20
2024-06-17,ABSI,SOW:MARKUP,MARKUP,SOW,contextual,-0.1378299120234605,-0.12903225806451613,0.28445747800586507
2024-09-10,ABSI,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual,0.07629427792915533,0.07901907356948223,0.07356948228882842
2025-10-15,ABSI,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.14300000000000002,-0.126,-0.32000000000000006
2025-06-24,ABT,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,-0.013180764774044174,-0.03519698725376608,-0.08871668597914262
2025-10-01,ABT,BC:MARKUP,MARKUP,BC,contextual,0.00599385629729543,-0.030119127893908804,-0.06773057615943656
2025-03-04,ABTS,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual,8.473684210526317,8.501849217638693,6.652916073968706
2025-09-22,ABTS,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.11086717892425901,0.11086717892425901,-0.3040614709110867
2025-10-01,ABTS,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,-0.050632911392405,-0.3427458617332034,-0.3476144109055501
2024-02-07,ABUS,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual,0.1686746987951806,0.1686746987951806,0.0843373493975903
2025-09-11,ABUS,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.09795918367346945,-0.11836734693877549,-0.12857142857142867
2025-07-07,ABVC,BC:UNKNOWN,UNKNOWN,BC,contextual,-0.12030075187969935,-0.1177944862155389,-0.19799498746867172
2025-10-03,ABVE,BC:UNKNOWN,UNKNOWN,BC,contextual,0.2866894197952219,0.8020477815699658,0.22866894197952226
2025-11-20,ABVX,BC:NONE,NONE,BC,contextual,0.015703824247355502,-0.06826688364524003,-0.06476810414971523
2025-11-20,ABVX,BC:NONE,NONE,BC,contextual,0.015703824247355502,-0.06826688364524003,-0.06476810414971523
2025-12-10,ABVX,SOS:NONE,NONE,SOS,contextual,-0.13102799341331461,0.13941817611542384,
2025-12-10,ABVX,SOS:NONE,NONE,SOS,contextual,-0.13102799341331461,0.13941817611542384,
2025-10-09,ABXB,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual,0.001961525494723171,0.0052818160456873375,0.0055372230111458975
2024-08-05,ACA,SOW:UNKNOWN,UNKNOWN,SOW,contextual,0.06765438573488924,0.13635767667497056,0.13058869804641415
2024-08-05,ACA,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual,0.06765438573488924,0.13635767667497056,0.13058869804641415
2024-11-12,ACA,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual,0.013226491600695223,0.05068546051361267,0.04238269936281136
2025-10-31,ACA,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.02862745098039221,-0.014901960784313717,0.03705882352941181
2024-03-12,ACAD,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual,-0.06406406406406417,-0.10960960960960964,-0.11261261261261257
2024-05-09,ACAD,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual,-0.02366863905325456,0.021696252465483123,-0.02103879026955957
2025-05-08,ACAD,BC:MARKDOWN,MARKDOWN,BC,contextual,0.039574719432959427,0.2728883638511519,0.29828706438275265
2025-08-12,ACAD,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,-0.018860510805500996,0.010609037328094262,-0.06483300589390961
2024-04-03,ACB,SOS:UNKNOWN,UNKNOWN,SOS,contextual,-0.06241331484049928,-0.1969486823855756,0.020804438280166426
2025-12-12,ACB,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.0814814814814816,,
2025-12-12,ACB,BC:NONE,NONE,BC,contextual,-0.0814814814814816,,
2024-11-01,ACCO,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,0.14448669201520903,0.10646387832699622,0.16539923954372626
2024-11-11,ACCO,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,-0.08702531645569633,-0.05696202531645578,-0.020569620253164556
2025-06-11,ACCS,BC:UNKNOWN,UNKNOWN,BC,contextual,-0.029288702928870314,-0.0167364016736401,-0.01589958158995808
2024-03-06,ACDC,SOS:UNKNOWN,UNKNOWN,SOS,contextual,-0.05391527599486523,0.05391527599486534,0.13735558408215653
2025-10-29,ACDC,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.024074074074074248,-0.2935185185185186,-0.3648148148148148
2025-04-04,ACEL,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual,0.14524555903866254,0.15047021943573657,0.12330198537095094
2025-07-21,ACEL,BC:ACCUMULATION,ACCUMULATION,BC,contextual,0.014240506329114,-0.025316455696202556,-0.11471518987341778
2024-05-22,ACES,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,0.017650834403080795,0.012516046213093768,-0.0905006418485238
2025-08-22,ACES,BC:MARKUP,MARKUP,BC,contextual,-0.0016937669376694275,-0.012025745257452591,0.08686991869918703
2024-04-18,ACET,SOS:UNKNOWN,UNKNOWN,SOS,contextual,-0.10617283950617273,-0.3037037037037037,-0.2246913580246913
2025-04-10,ACET,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual,0.17602326101543286,0.31022142697383126,0.36412435696712153
2025-10-06,ACET,BC:MARKDOWN,MARKDOWN,BC,contextual,-0.02070000000000005,-0.011199999999999988,-0.27
2025-10-06,ACET,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual,-0.02070000000000005,-0.011199999999999988,-0.27
2024-04-30,ACGL,BC:UNKNOWN,UNKNOWN,BC,contextual,0.04992516570451122,0.04661107547573229,0.08563181526619612
2024-07-03,ACGL,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,-0.0066564260112648155,0.006041986687147949,-0.005632360471070297
2025-04-11,ACGLN,SOW:UNKNOWN,UNKNOWN,SOW,contextual,0.008998200359927822,0.029394121175764676,0.020395920815836854
2025-04-21,ACGLN,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual,0.02021403091557672,0.006539833531510109,0.014268727705112783
2025-10-27,ACGR,SOS:UNKNOWN,UNKNOWN,SOS,contextual,0.004640064815487843,-0.008857226377885663,-0.032001163354913764
2025-12-11,ACGR,BC:NONE,NONE,BC,contextual,-0.027869193170485196,,
2025-12-11,ACGR,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.027869193170485196,,
2024-02-27,ACHC,SOS:UNKNOWN,UNKNOWN,SOS,contextual,-0.03032730601968403,-0.08091096360723271,-0.12108033875028612
2024-03-13,ACHC,SOS:MARKUP,MARKUP,SOS,contextual,-0.01595201633486476,-0.0002552322613578184,-0.043134252169474196
2024-08-01,ACHC,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.032258064516129004,0.0005398839249559639,0.09124038331758655
2025-10-06,ACHR,BC:UNKNOWN,UNKNOWN,BC,contextual,-0.0637829912023461,-0.1217008797653959,-0.23607038123167157
2024-02-23,ACHV,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual,0.11616161616161613,0.10858585858585856,0.16161616161616155
2024-02-29,ACHV,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual,0.08148148148148149,0.10123456790123453,0.12222222222222223
2024-12-18,ACHV,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual,-0.050000000000000044,-0.07499999999999996,-0.2875
2025-10-17,ACHV,BC:ACCUMULATION,ACCUMULATION,BC,contextual,0.19047619047619047,0.21904761904761894,0.042857142857142705
2024-02-26,ACI,SOS:UNKNOWN,UNKNOWN,SOS,contextual,-0.06722299490032446,-0.033379694019471384,-0.024107556791840512
2024-07-17,ACI,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,0.006982543640897676,-0.010972568578553776,0.010473815461346625
2025-10-06,ACI,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual,0.008928571428571397,0.1702380952380953,0.04702380952380958
2025-10-07,ACI,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual,0.12041884816753923,0.12507271669575326,0.00698080279232105
2025-10-14,ACI,BC:ACCUMULATION,ACCUMULATION,BC,contextual,0.004153686396676903,-0.041017653167185975,-0.07476635514018692
2024-05-10,ACIC,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,0.08045977011494254,-0.010673234811165777,-0.09770114942528729
2024-10-07,ACIC,SOW:MARKUP,MARKUP,SOW,contextual,0.08535300316122241,0.1001053740779767,0.2581664910432033
2024-10-09,ACIC,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual,0.16648879402347916,0.104589114194237,0.4194236926360728
2025-05-09,ACIC,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.008960573476702427,-0.02777777777777779,-0.021505376344086002
2024-05-31,ACIU,SOS:UNKNOWN,UNKNOWN,SOS,contextual,0.02580645161290307,-0.08387096774193559,-0.14408602150537642
2025-10-29,ACIU,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.10677083333333326,-0.14583333333333337,-0.23697916666666663
2024-11-07,ACIW,SOS:UNKNOWN,UNKNOWN,SOS,contextual,-0.07094594594594594,-0.058783783783783794,-0.056925675675675746
2025-02-28,ACIW,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.07218831734960773,-0.07724498692240622,-0.053530950305143876
2025-02-06,ACLO,BC:UNKNOWN,UNKNOWN,BC,contextual,4.969437956581224e-05,0.0005466381752223803,-0.0020792128410276334
2024-05-01,ACLS,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,0.09596853490658797,0.11052114060963603,0.11779744346116039
2025-10-01,ACLS,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.10859012241452093,-0.11597720557197133,-0.12262558041367666
2024-10-08,ACLX,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,0.11205936920222648,0.11886209029066164,0.07755102040816331
2025-08-13,ACLX,BC:ACCUMULATION,ACCUMULATION,BC,contextual,0.006757708010699748,-0.0159087709418555,0.09362241306490215
2024-08-08,ACM,BC:UNKNOWN,UNKNOWN,BC,contextual,-0.004953049220926542,-0.004953049220926542,-0.0295119182746878
2024-03-01,ACMR,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,-0.1105868475375994,-0.20053081686818042,-0.1058684753759952
2024-07-18,ACMR,SOW:MARKUP,MARKUP,SOW,contextual,-0.11500236630383343,-0.23000473260766685,-0.03880738286796026
2024-10-04,ACMR,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual,-0.03266787658802173,-0.1284029038112522,-0.15834845735027214
2025-08-22,ACMR,BC:ACCUMULATION,ACCUMULATION,BC,contextual,-0.07566328201768757,-0.1166066164428432,0.20144120537176535
2024-03-05,ACN,SOS:UNKNOWN,UNKNOWN,SOS,contextual,0.009552112078115016,0.003184037359371672,-0.11834005518998092
2025-08-01,ACN,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual,-0.06331988878881634,-0.0327368132513608,0.018013079061753645
2025-12-03,ACN,BC:MARKDOWN,MARKDOWN,BC,contextual,-0.0023089609675646106,0.0032618654938609826,
2025-12-03,ACN,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.0023089609675646106,0.0032618654938609826,
2024-11-06,ACNB,BC:UNKNOWN,UNKNOWN,BC,contextual,-0.061317034700315465,-0.06999211356466872,-0.08793375394321767
2025-03-17,ACNT,BC:UNKNOWN,UNKNOWN,BC,contextual,-0.006976744186046546,-0.018604651162790753,-0.015503875968992276
2025-05-19,ACOG,BC:UNKNOWN,UNKNOWN,BC,contextual,-0.118,-0.02100000000000013,-0.09049999999999991
2025-03-28,ACON,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual,-0.10726072607260717,-0.3127062706270627,-0.4352310231023102
2025-10-10,ACON,BC:MARKUP,MARKUP,BC,contextual,-0.06481179919043434,-0.12180709998604211,-0.15902852091378594
2025-10-30,ACR,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,0.04567307692307687,0.03173076923076934,0.019711538461538503
2025-12-03,ACR,SOS:NONE,NONE,SOS,contextual,0.03374777975133214,0.059946714031971604,
2025-12-03,ACR,SOS:MARKUP,MARKUP,SOS,contextual,0.03374777975133214,0.059946714031971604,
2024-05-03,ACRE,SOS:UNKNOWN,UNKNOWN,SOS,contextual,-0.0014450867052022698,-0.014450867052023031,0.028901734104046284
2024-05-29,ACRE,SPRING:MARKUP,MARKUP,SPRING,contextual,0.09273570324574965,0.10200927357032463,0.03091190108191655
2024-11-06,ACRE,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual,0.09707241910631748,0.09399075500770415,0.07550077041602465
2025-11-07,ACRE,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.025691699604743046,-0.017786561264822143,0.013833992094861802
2025-11-07,ACRE,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.025691699604743046,-0.017786561264822143,0.013833992094861802
2024-11-11,ACRS,SOS:UNKNOWN,UNKNOWN,SOS,contextual,0.19391634980988592,0.517110266159696,0.3802281368821292
2025-10-21,ACRS,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,0.004201680672269115,-0.008403361344537785,0.04621848739495804
2024-02-27,ACRV,SOS:UNKNOWN,UNKNOWN,SOS,contextual,-0.04999999999999993,-0.04038461538461535,0.2173076923076922
2024-03-15,ACRV,SOS:MARKUP,MARKUP,SOS,contextual,0.0,0.17124394184168001,0.5525040387722131
2025-11-03,ACRV,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.1287553648068671,0.02145922746781115,-0.05579399141630892
2025-11-03,ACRV,BC:NONE,NONE,BC,contextual,-0.1287553648068671,0.02145922746781115,-0.05579399141630892
2024-03-11,ACSI,SOW:UNKNOWN,UNKNOWN,SOW,contextual,0.012700237802806491,0.02768402580250906,0.028273004858574646
2024-12-05,ACSI,SOS:MARKDOWN,MARKDOWN,SOS,contextual,0.008740516801533538,-0.025194750285707834,-0.026103929338349707
2024-12-23,ACSI,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual,-0.02211664192463525,-0.018031392089090548,0.008505039815102089
2024-03-20,ACT,SOW:UNKNOWN,UNKNOWN,SOW,contextual,0.01641497045305318,0.0036112934996717083,-0.03217334208798428
2025-04-09,ACT,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual,0.03685945459994011,0.0635301168714415,0.0922984716811508
2025-12-10,ACT,BC:NONE,NONE,BC,contextual,0.0350832266325225,0.030985915492957705,
2025-12-10,ACT,BC:NONE,NONE,BC,contextual,0.0350832266325225,0.030985915492957705,
2024-02-08,ACTG,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual,0.021126760563380254,-0.06103286384976525,-0.05633802816901412
2024-03-15,ACTG,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual,0.12043010752688166,0.14193548387096766,0.06451612903225801
2024-11-12,ACTG,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual,0.025522041763341052,0.044083526682134666,0.05104408352668233
2025-11-05,ACTG,BC:NONE,NONE,BC,contextual,0.0027624309392264568,-0.03314917127071826,0.058011049723756924
