date,symbol,sequence_id,detector,event,fwd_5,fwd_10,fwd_20
2025-12-01,A,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.05103264490339776,-0.06329113924050633,
2025-10-24,AA,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.06671740233384071,-0.05327245053272456,-0.07813292744799594
2024-04-17,AAAU,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.02235469448584193,-0.026612731530764266,0.005961251862891315
2025-10-08,AACB,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.007869667264945424,0.008855841107670459,0.013293623399933008
2025-08-01,AACG,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.7499999999999998,0.8148148148148147,1.009259259259259
2024-04-04,AADR,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.003957357454369426,-0.03343563236956859,-0.009206913261185501
2025-09-04,AAL,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.006998444790046632,-0.021772939346811793,-0.11119751166407466
2025-12-22,AAME,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,,,
2025-08-01,AAMI,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.12809499747347153,0.188479029813037,0.28777160181910055
2025-12-12,AAOI,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.02308172177167811,,
2025-05-23,AAP,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.021779330182864154,0.07047462502568314,-0.008424080542428714
2025-04-09,AAPD,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0191256830601092,-0.050273224043715925,0.002185792349726823
2025-04-09,AAPG,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.006842105263157872,0.3421052631578947,0.3242105263157895
2024-06-14,AAPY,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-8.291248963587794e-05,0.00321097459862818,0.04883168764603907
2025-12-09,AARD,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.016800584368152016,0.03360116873630403,
