date,symbol,transition,prior_regime,new_regime,detector,event,fwd_5,fwd_10,fwd_20
2024-06-12,AADR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.01721686937292688,-0.024640657084188944,0.004580634970778652
2025-09-04,AAMI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.13353672846749576,0.17343346632245948,0.08472189626848148
2024-08-23,AAP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.07812817904374358,-0.21220752797558495,-0.17456765005086472
2024-03-19,AAPD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.03623188405797095,0.03804347826086962,0.04800724637681175
2025-04-08,AAPG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0005138746145940676,0.22816032887975313,0.24191161356628976
2024-04-11,AAPL,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.04570383912248632,-0.029421846435100596,0.054444698354661814
2024-12-20,AB,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.02147074610842714,-0.028717122920021487,0.07917337627482568
2025-04-09,ABBV,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.04537366548042698,0.0029470640569395634,0.03191725978647697
2024-07-09,ABCB,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.15863966974641253,0.2001179477098487,0.10025555337133873
2024-11-06,ABCB,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.016305875737981368,-0.04259207197076187,-0.03190891200449808
2025-01-13,ABCS,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.04465249260697113,0.04378354893414249,0.02499264200922191
2024-05-30,ABLV,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.16363636363636358,-0.036363636363636376,-0.045454545454545525
2025-03-07,ABLV,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.4137931034482758,-0.3840229885057471,-0.49390804597701143
2025-03-10,ABM,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0694634146341464,-0.07258536585365849,-0.14770731707317075
2025-02-14,ABNB,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.10283731879568825,-0.1266261925411969,-0.2136042621732127
2024-06-17,ABOS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.1439999999999999,-0.09199999999999997,0.22799999999999998
2025-07-22,ABR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0033840947546531774,-0.002538071065989911,-0.027918781725888353
2024-09-10,ABSI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.07629427792915533,0.07901907356948223,0.07356948228882842
2025-10-01,ABT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.00599385629729543,-0.030119127893908804,-0.06773057615943656
2025-10-08,ABTS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.3076923076923077,-0.3036,-0.35128205128205126
2024-11-12,ACA,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.013226491600695223,0.05068546051361267,0.04238269936281136
2024-09-04,ACB,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.01058201058201047,0.03174603174603163,-0.05291005291005291
2024-10-21,ACDC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.017211703958692093,0.07401032702237531,0.17555938037865748
2025-08-22,ACES,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0016937669376694275,-0.012025745257452591,0.08686991869918703
2024-11-13,ACET,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.15166666666666662,-0.02631578947368407,-0.14526315789473676
2025-10-06,ACET,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.02070000000000005,-0.011199999999999988,-0.27
2025-04-21,ACGLN,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.02021403091557672,0.006539833531510109,0.014268727705112783
2024-03-20,ACHC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.01595123849046831,-0.02710413694721825,-0.08857476332511993
2024-11-08,ACHV,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.0820734341252699,-0.07343412526997839,-0.015118790496760348
