date,symbol,event,score,detector,fwd_5,fwd_10,fwd_20
2025-04-09,A,SC,2.263250638804506,baseline,-0.04063521718822971,-0.00028024287716021945,0.015413358243811404
2025-11-25,A,BC,2.5920468388992695,baseline,-0.050508905852417296,-0.08734096692111959,-0.12010178117048342
2025-12-01,A,AR_TOP,0.5889661766175054,baseline,-0.05103264490339776,-0.06329113924050633,
2024-05-21,AA,SOS,1.658847403884985,baseline,-0.0036289408029032133,-0.03402132002721703,-0.1158992968927196
2024-05-22,AA,UT,-0.4631417009129992,baseline,0.05670225385527883,0.011862396204033177,-0.04151838671411623
2025-04-09,AA,SC,3.328916711998172,baseline,-0.03054911059551424,0.022428460943542117,-0.005413766434648082
2025-10-23,AA,BC,4.7589670347511985,baseline,-0.08420528151469864,-0.0857000498256103,-0.10737419033383167
2025-10-24,AA,AR_TOP,1.2751435704559868,baseline,-0.06671740233384071,-0.05327245053272456,-0.07813292744799594
2024-04-12,AAAU,UT,4.691005555053734,baseline,0.01918930573523081,-0.0010780508840018133,0.00862440707201384
2024-04-15,AAAU,BC,2.3810844415865233,baseline,-0.024121878967414356,-0.021794329242488364,-0.020947947524333377
2024-04-17,AAAU,AR_TOP,0.6607704547327481,baseline,-0.02235469448584193,-0.026612731530764266,0.005961251862891315
2024-08-02,AAAU,SOS,3.889598545638116,baseline,-0.003731343283582045,0.028606965174129195,0.02632669983416247
2025-10-07,AACB,BC,2.2266278170033353,baseline,0.004541871921182272,0.008866995073891548,0.011822660098522064
2025-10-08,AACB,AR_TOP,1.8855159249949949,baseline,0.007869667264945424,0.008855841107670459,0.013293623399933008
2025-10-27,AACB,SOS,2.093189372540788,baseline,0.0009765625,0.0029296875,0.0078125
2024-08-19,AACG,SPRING,1.4032691568774356,baseline,0.015651015651015676,-0.03596403596403608,-0.11055611055611059
2024-09-23,AACG,SC,3.034277501149429,baseline,0.21802930038028823,0.3412079093633136,0.5594190523627682
2024-09-24,AACG,AR,1.5202924633942234,baseline,0.15553266627427909,0.2789876397881106,0.47145379635079454
2025-07-31,AACG,BC,4.532270569310562,baseline,-0.2567567567567569,-0.07432432432432434,0.0045045045045044585
2025-08-01,AACG,AR_TOP,5.189559744527854,baseline,0.7499999999999998,0.8148148148148147,1.009259259259259
2025-09-19,AACG,UT,-0.8167040927823724,baseline,-0.33061224489795926,-0.4326530612244899,-0.5224489795918368
2024-02-08,AADR,SPRING,,baseline,0.021746880570409965,0.03591800356506236,0.07005347593582889
2024-04-03,AADR,BC,2.3497001354718354,baseline,-0.011832427246562194,-0.04429165334186114,-0.0273425007994883
2024-04-04,AADR,AR_TOP,2.7577562340965085,baseline,0.003957357454369426,-0.03343563236956859,-0.009206913261185501
2024-05-22,AADR,SOS,1.5440276301512479,baseline,0.016142890292315526,-0.008159246414258914,-0.031747997817511364
2024-06-12,AADR,UT,1.3171365361241976,baseline,-0.01721686937292688,-0.024640657084188944,0.004580634970778652
2024-08-06,AADR,SC,3.441001828791779,baseline,0.06222611744084139,0.09766871165644186,0.08396143733567052
2024-08-08,AADR,AR,0.6122426088890809,baseline,0.06201816001370575,0.05850094226486213,0.04053280794928904
2024-03-04,AAL,SOS,3.837972388281983,baseline,-0.01080351114112088,-0.04726536124240388,-0.027683997299122187
2024-03-08,AAL,UT,0.10410427215409782,baseline,-0.049046321525885506,0.0095367847411445,-0.053133514986375974
2025-04-04,AAL,SC,2.4277291852793503,baseline,0.022198731501057,-0.04122621564482032,0.12684989429175464
2025-04-07,AAL,AR,2.5992211388859423,baseline,-0.013388259526261659,-0.0411946446961895,0.07415036045314105
2025-08-12,AAL,BC,2.1824904915126027,baseline,0.018489984591679498,0.013097072419106404,-0.012326656394452962
2025-09-04,AAL,AR_TOP,1.6203209488844363,baseline,0.006998444790046632,-0.021772939346811793,-0.11119751166407466
2024-11-25,AAME,SC,4.733593454857119,baseline,-0.06329113924050633,-0.01898734177215189,-0.060126582278481
2024-11-27,AAME,AR,0.5101905952485949,baseline,-0.06410256410256421,-0.019230769230769273,-0.04852564102564105
2025-08-15,AAME,UT,1.466223914650243,baseline,0.06517715065112206,0.09440457246776868,0.08953333549832765
2025-08-19,AAME,SOS,1.9444786918285293,baseline,-0.008498583569405027,-0.07648725212464591,-0.025495750708215303
2025-12-19,AAME,BC,4.6892251904804665,baseline,,,
2025-12-22,AAME,AR_TOP,2.0587781225708737,baseline,,,
2025-07-31,AAMI,BC,2.32087111716943,baseline,0.06006221584111038,0.12802105766929883,0.22684852835606617
2025-08-01,AAMI,AR_TOP,1.6464629627102245,baseline,0.12809499747347153,0.188479029813037,0.28777160181910055
2025-08-05,AAMI,SOS,3.9923271245719074,baseline,0.07274360125729684,0.05904804669959596,0.1268522676246071
2025-09-04,AAMI,UT,3.890418059963929,baseline,0.13353672846749576,0.17343346632245948,0.08472189626848148
2024-11-21,AAOI,UT,1.5234386783729665,baseline,0.16112676056338016,0.09521126760563381,0.06535211267605634
2024-11-29,AAOI,SOS,2.132194749128604,baseline,-0.056768558951964976,-0.11620572537603102,-0.1208151382823871
2025-12-10,AAOI,BC,2.3791922106756127,baseline,-0.22412807318467687,0.17209834190966267,
2025-12-12,AAOI,AR_TOP,0.6895093710064555,baseline,-0.02308172177167811,,
2025-08-11,AAON,SC,5.606406709525941,baseline,0.13520638224072123,0.15948664585501193,0.08442594519597635
2025-08-12,AAON,AR,3.4976676993180336,baseline,-0.007715491259795093,0.02097649186256767,0.024593128390596686
2024-02-28,AAP,SOS,3.7128739906325396,baseline,0.08250526949713954,0.20310147545919888,0.28455284552845517
2024-03-11,AAP,SOS,2.8709802363357166,baseline,0.11112577537283896,0.11191764550613703,0.03550217764286656
2024-08-23,AAP,UT,1.6184644063737932,baseline,-0.07812817904374358,-0.21220752797558495,-0.17456765005086472
2025-02-25,AAP,SC,3.4645745867752966,baseline,-0.24629468177855285,-0.2040104620749782,-0.18177855274629473
2025-03-07,AAP,AR,0.5506486605494173,baseline,0.06276505513146757,0.05908962397512019,-0.010178117048346036
2025-04-09,AAP,SPRING,0.9997482861951396,baseline,-0.07738273080370484,-0.015835076187630803,-0.06214520466089035
2025-05-22,AAP,BC,6.075246670600984,baseline,-0.02521862924547491,0.06772422208663809,0.056131787675411715
2025-05-23,AAP,AR_TOP,0.9584721461501655,baseline,0.021779330182864154,0.07047462502568314,-0.008424080542428714
2025-04-09,AAPB,SC,3.2836238163747082,baseline,-0.053299492385786795,0.08324873096446694,-0.03248730964467006
2025-04-11,AAPB,AR,0.9040524031002639,baseline,-0.05506948018528046,0.1168296448790529,0.11425630468347903
2025-08-08,AAPB,BC,2.8404130485747285,baseline,0.021018593371059158,-0.015359741309620034,0.06911883589329015
2024-03-08,AAPD,SOS,2.673236256816919,baseline,-0.008970331588132652,-0.017015706806282727,0.009162303664921323
2024-03-19,AAPD,UT,1.0008018822773839,baseline,0.03623188405797095,0.03804347826086962,0.04800724637681175
2025-04-07,AAPD,BC,5.4141381073031365,baseline,-0.13016027197668767,-0.11898980087421074,-0.11364740165128706
2025-04-09,AAPD,AR_TOP,4.6417368830341825,baseline,0.0191256830601092,-0.050273224043715925,0.002185792349726823
2025-10-10,AAPD,SC,2.795370655565449,baseline,-0.026641431520991077,-0.06607019958706117,-0.08396421197522363
2025-10-22,AAPD,AR,1.1344589367228517,baseline,-0.0413343002175488,-0.04205946337926025,-0.03553299492385775
2025-11-20,AAPD,SOW,1.910376318186954,baseline,-0.04325130499627139,-0.04250559284116329,-0.023117076808352066
2025-03-28,AAPG,SOS,1.8842230629470333,baseline,-0.0323325635103926,-0.1362586605080831,0.16812933025404164
2025-04-08,AAPG,BC,2.8204921388100908,baseline,-0.0005138746145940676,0.22816032887975313,0.24191161356628976
2025-04-09,AAPG,AR_TOP,1.5085753761210694,baseline,-0.006842105263157872,0.3421052631578947,0.3242105263157895
2024-03-08,AAPL,SOW,1.7043908376195462,baseline,0.011070110701107083,0.009078662215193711,-0.013354419258478356
2024-04-11,AAPL,SPRING,1.2927815565919454,baseline,-0.04570383912248632,-0.029421846435100596,0.054444698354661814
2025-04-09,AAPL,SC,3.67607230881301,baseline,-0.02303243650993203,0.04787528287654008,-0.00683932612521998
2025-04-11,AAPL,AR,1.110068973212031,baseline,-0.02518294221549333,0.060509714862477804,0.06379005803684068
2025-08-08,AAPL,BC,2.6288569200847625,baseline,0.009766732068890338,-0.00693263570961411,0.03719206453019397
2024-11-05,AAPR,BC,2.3278420043724015,baseline,0.007323095269035962,0.00501456210489315,0.013828266536206613
2025-04-07,AAPR,SC,5.188780563616834,baseline,0.02579625278822184,0.015887417244781155,0.03921933748281492
2025-04-09,AAPR,AR,4.26579009663785,baseline,-0.012202880111040315,0.001896940604939168,0.014597189289225598
2025-04-09,AAPU,SC,4.367330195217698,baseline,-0.04934823091247664,0.08705772811918067,-0.029329608938547413
2025-04-11,AAPU,AR,0.9404244366900683,baseline,-0.057250117315814086,0.1145002346316284,0.11262318160488038
2025-08-08,AAPU,BC,3.850359922221889,baseline,0.02006688963210701,-0.015235971757710853,0.06837606837606836
2025-04-09,AAPX,SC,3.2707126554840786,baseline,-0.05528717122920013,0.07944176060118102,-0.03864734299516903
2025-04-11,AAPX,AR,0.9896198416554735,baseline,-0.05664488017429192,0.11546840958605675,0.11383442265795196
2025-08-08,AAPX,BC,3.2521081564705625,baseline,0.019810508182601216,-0.01636520241171402,0.06632213608957804
2024-03-20,AAPY,SC,5.922125882990426,baseline,-0.026179504954532473,-0.04645027117399991,-0.05637564735146594
2024-03-22,AAPY,AR,1.1933458822706533,baseline,-0.012171221411928945,-0.01765962636789553,-0.03036496841538605
2024-04-30,AAPY,SOW,3.086575804012571,baseline,0.058367306779146144,0.0781054153601326,0.07824658518743499
2024-06-11,AAPY,BC,2.7343868491962557,baseline,0.005970092750331224,-0.0005300018928638961,0.038712852545901955
2024-06-14,AAPY,AR_TOP,3.2904750510086442,baseline,-8.291248963587794e-05,0.00321097459862818,0.04883168764603907
2024-07-18,AAPY,SOS,2.8950066668214123,baseline,-0.02868203672211589,-0.0295598708592123,0.004157775076121917
2024-07-22,AAPY,UT,0.035325086010064795,baseline,-0.027490426720899963,-0.06887630773740816,0.008058044302753808
2025-06-24,AARD,SOS,2.642830078746729,baseline,-0.13959390862944154,-0.19225888324873097,-0.09708121827411165
2025-06-26,AARD,UT,0.7186876187026922,baseline,0.0043290043290042934,-0.1219336219336219,0.06060606060606055
2025-12-03,AARD,BC,4.019176221604706,baseline,0.17183570829840744,0.10813076278290024,
2025-12-09,AARD,AR_TOP,1.6716078535439325,baseline,0.016800584368152016,0.03360116873630403,
2024-10-21,AB,UT,1.6723715979171079,baseline,0.004229447528416808,-0.045466560930478406,-0.031456515992598355
2024-10-24,AB,SOS,1.5451763022905052,baseline,-0.03415015641293018,-0.021115745568300426,-0.04275286757038588
2024-12-20,AB,BC,3.984714385278247,baseline,-0.02147074610842714,-0.028717122920021487,0.07917337627482568
2025-01-07,AB,AR_TOP,0.8739865424318153,baseline,-0.006079027355623046,0.11108040895274951,-0.004144791378833945
2025-08-19,AB,SC,2.700003959299919,baseline,-0.0032638714536780133,-0.00702987697715296,-0.039668591513934204
2024-11-21,ABAT,SPRING,1.2176479773678694,baseline,0.22789473684210537,0.16842105263157903,0.4605263157894739
2024-11-22,ABAT,SC,2.60278142319629,baseline,-0.05326441173165519,0.020226991796831184,1.000224744353298
2024-11-25,ABAT,AR,2.2608696792225804,baseline,-0.021900126957257737,-0.016081252644942867,1.7507405840033856
2025-10-14,ABAT,BC,3.265730309567126,baseline,-0.4616063548102384,-0.5463371579876435,-0.6416593115622242
2025-10-15,ABAT,AR_TOP,3.999555190795162,baseline,-0.3363128491620111,-0.4022346368715084,-0.5139664804469274
2024-02-01,ABBV,SPRING,,baseline,0.042961990572229825,0.053702488215287225,0.06754579628856128
2024-04-26,ABBV,SOW,3.7053252023191323,baseline,0.026124545796265997,0.007079313369251938,-0.01603809046485405
2025-04-09,ABBV,SC,3.3079726055694985,baseline,-0.04537366548042698,0.0029470640569395634,0.03191725978647697
2025-04-25,ABBV,AR,0.6359603187197281,baseline,0.06669891432871111,-0.007846931097495458,-0.015048908954100937
