symbol,date,event,prior_regime,base_event,detector
AESI,2024-04-15,SOS:MARKUP,MARKUP,SOS,contextual
AESI,2025-10-29,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AETH,2025-04-24,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AETH,2025-08-20,BC:MARKDOWN,MARKDOWN,BC,contextual
AEVA,2025-06-03,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AEVA,2025-09-17,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AEYE,2024-04-29,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AEYE,2025-07-25,BC:MARKUP,MARKUP,BC,contextual
AFBI,2024-02-12,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AFBI,2024-04-01,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AFBI,2024-12-20,BC:MARKDOWN,MARKDOWN,BC,contextual
AFCG,2024-03-11,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AFCG,2025-08-19,SOW:MARKUP,MARKUP,SOW,contextual
AFCG,2025-12-12,BC:NONE,NONE,BC,contextual
AFCG,2025-12-12,BC:NONE,NONE,BC,contextual
AFIF,2024-04-25,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AFJK,2025-12-09,BC:NONE,NONE,BC,contextual
AFJK,2025-12-09,BC:NONE,NONE,BC,contextual
AFL,2024-02-27,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AFL,2024-04-11,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AFLG,2025-10-14,BC:UNKNOWN,UNKNOWN,BC,contextual
AFMC,2024-07-31,BC:UNKNOWN,UNKNOWN,BC,contextual
AFMC,2024-10-21,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AFRI,2024-05-16,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AFRI,2025-12-04,BC:NONE,NONE,BC,contextual
AFRI,2025-12-04,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AFRM,2024-01-29,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AFRM,2024-02-02,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
AFRM,2024-03-14,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AFRM,2025-12-16,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AFRM,2025-12-16,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AFSM,2024-07-16,BC:UNKNOWN,UNKNOWN,BC,contextual
AFSM,2024-11-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AFYA,2024-03-14,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AFYA,2025-05-12,BC:MARKUP,MARKUP,BC,contextual
AFYA,2025-07-28,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
AFYA,2025-07-29,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
AG,2025-09-22,BC:UNKNOWN,UNKNOWN,BC,contextual
AG,2025-10-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AGAE,2025-05-28,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGAE,2025-11-10,SOW:NONE,NONE,SOW,contextual
AGAE,2025-11-10,SOW:MARKDOWN,MARKDOWN,SOW,contextual
AGCO,2024-04-10,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AGCO,2025-07-31,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGEM,2025-06-23,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGEN,2024-04-12,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AGEN,2024-11-12,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
AGEN,2025-01-21,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
AGEN,2025-07-11,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGG,2024-04-10,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AGGS,2024-08-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AGGS,2025-06-30,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGH,2025-07-23,BC:UNKNOWN,UNKNOWN,BC,contextual
AGH,2025-07-25,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AGI,2025-09-02,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGI,2025-10-02,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AGIO,2025-08-04,BC:UNKNOWN,UNKNOWN,BC,contextual
AGIX,2025-09-19,BC:UNKNOWN,UNKNOWN,BC,contextual
AGL,2024-02-26,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AGL,2024-05-01,SOS:MARKUP,MARKUP,SOS,contextual
AGL,2025-01-13,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AGM,2024-07-23,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AGM,2025-02-21,BC:MARKUP,MARKUP,BC,contextual
AGM,2025-10-06,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AGMH,2024-03-13,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AGMH,2025-04-28,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AGMI,2025-09-02,BC:UNKNOWN,UNKNOWN,BC,contextual
AGMI,2025-09-15,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AGNC,2024-07-12,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AGNC,2025-09-04,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGNCL,2024-03-08,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AGNCL,2024-05-24,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
AGNCL,2024-10-17,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
AGNCL,2025-09-08,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AGNCO,2025-06-20,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGNG,2025-10-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGNG,2025-11-11,SOS:NONE,NONE,SOS,contextual
AGNG,2025-11-11,SOS:MARKUP,MARKUP,SOS,contextual
AGO,2024-02-13,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AGO,2024-02-28,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGO,2024-05-08,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
AGOX,2024-06-10,BC:UNKNOWN,UNKNOWN,BC,contextual
AGOX,2024-08-15,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AGRH,2025-11-03,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AGRH,2025-11-03,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AGRH,2025-11-28,SOS:NONE,NONE,SOS,contextual
AGRH,2025-11-28,SOS:MARKUP,MARKUP,SOS,contextual
AGRO,2024-04-09,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AGRO,2025-02-18,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AGX,2024-03-06,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AGX,2025-06-20,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
AGX,2025-11-12,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
AGX,2025-11-12,SOS:NONE,NONE,SOS,contextual
AGX,2025-12-05,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AGX,2025-12-05,BC:NONE,NONE,BC,contextual
AGYS,2024-03-21,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AGYS,2024-05-14,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
AGYS,2025-10-28,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AHCO,2024-02-26,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AHCO,2024-02-27,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AHCO,2024-03-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AHCO,2024-08-06,SOW:MARKUP,MARKUP,SOW,contextual
AHCO,2025-11-04,BC:NONE,NONE,BC,contextual
AHCO,2025-11-04,BC:NONE,NONE,BC,contextual
AHG,2024-05-23,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AHG,2024-11-14,BC:MARKUP,MARKUP,BC,contextual
AHG,2024-12-17,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AHH,2025-04-09,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AHH,2025-11-06,SOW:NONE,NONE,SOW,contextual
AHH,2025-11-06,SOW:NONE,NONE,SOW,contextual
AHLT,2024-04-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AHLT,2024-12-19,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AHR,2025-11-07,BC:NONE,NONE,BC,contextual
AHR,2025-11-07,BC:NONE,NONE,BC,contextual
AHT,2024-10-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AHT,2025-12-10,BC:NONE,NONE,BC,contextual
AHT,2025-12-10,BC:NONE,NONE,BC,contextual
AHYB,2025-07-02,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AHYB,2025-09-10,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AI,2024-12-10,BC:UNKNOWN,UNKNOWN,BC,contextual
AI,2025-12-03,SPRING:NONE,NONE,SPRING,contextual
AI,2025-12-03,SPRING:NONE,NONE,SPRING,contextual
AIA,2025-10-01,BC:UNKNOWN,UNKNOWN,BC,contextual
AIBD,2024-07-17,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AIBD,2024-10-30,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AIBD,2025-04-03,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
AIBD,2025-11-20,BC:NONE,NONE,BC,contextual
AIBD,2025-11-20,BC:NONE,NONE,BC,contextual
AIFD,2024-08-05,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AIFF,2025-02-12,BC:UNKNOWN,UNKNOWN,BC,contextual
AIG,2024-02-01,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AIG,2024-02-09,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
AIG,2025-12-10,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AIG,2025-12-10,BC:NONE,NONE,BC,contextual
AIHS,2025-06-10,BC:UNKNOWN,UNKNOWN,BC,contextual
AIHS,2025-07-29,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AII,2025-09-19,BC:UNKNOWN,UNKNOWN,BC,contextual
AII,2025-10-14,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AIM,2025-06-17,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
AIM,2025-09-25,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AIMD,2024-03-08,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AIMD,2024-12-18,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AIMD,2025-05-28,BC:MARKDOWN,MARKDOWN,BC,contextual
AIN,2024-02-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AIN,2024-04-01,SOS:MARKUP,MARKUP,SOS,contextual
AIN,2025-10-28,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AIOT,2024-11-13,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AIOT,2025-09-05,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AIP,2024-02-06,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AIP,2024-05-02,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AIP,2025-01-02,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AIP,2025-08-05,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AIPO,2025-10-14,BC:UNKNOWN,UNKNOWN,BC,contextual
AIR,2025-09-24,BC:UNKNOWN,UNKNOWN,BC,contextual
AIRE,2024-02-26,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AIRE,2024-03-08,SOS:MARKUP,MARKUP,SOS,contextual
AIRE,2024-04-24,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
AIRE,2025-06-13,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AIRE,2025-07-21,BC:MARKDOWN,MARKDOWN,BC,contextual
AIRI,2024-02-28,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AIRI,2024-03-04,SOS:MARKUP,MARKUP,SOS,contextual
AIRI,2025-12-23,BC:NONE,NONE,BC,contextual
AIRJ,2024-05-21,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AIRR,2024-02-07,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AIRR,2025-08-12,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AIRR,2025-09-17,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AIRS,2024-05-22,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AIRS,2024-05-23,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
AIRS,2025-11-05,BC:NONE,NONE,BC,contextual
AIRS,2025-11-05,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AIRT,2024-07-19,BC:UNKNOWN,UNKNOWN,BC,contextual
AISP,2024-03-05,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AISP,2024-03-13,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AISP,2024-08-16,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AISP,2025-10-06,BC:MARKDOWN,MARKDOWN,BC,contextual
AIT,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
AIV,2024-03-01,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AIV,2024-04-08,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
AIV,2025-12-23,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AIVC,2025-08-28,BC:UNKNOWN,UNKNOWN,BC,contextual
AIVC,2025-09-19,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AIVI,2024-09-23,BC:UNKNOWN,UNKNOWN,BC,contextual
AIVL,2024-09-11,BC:UNKNOWN,UNKNOWN,BC,contextual
AIVL,2024-11-14,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AIXI,2024-02-27,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AIXI,2024-03-13,SOS:MARKUP,MARKUP,SOS,contextual
AIXI,2024-08-19,SPRING:MARKUP,MARKUP,SPRING,contextual
AIXI,2025-08-26,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AIZ,2024-12-10,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AIZ,2025-08-06,BC:MARKUP,MARKUP,BC,contextual
AJAN,2024-04-01,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AJAN,2024-12-03,BC:MARKDOWN,MARKDOWN,BC,contextual
AJAN,2025-07-18,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
AJG,2024-02-14,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AJG,2024-04-15,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AKA,2024-01-29,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AKA,2024-02-13,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
AKA,2024-05-01,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
AKA,2025-10-14,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AKAM,2024-05-02,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AKAM,2025-04-08,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
AKAM,2025-11-10,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AKAM,2025-11-10,BC:NONE,NONE,BC,contextual
AKAN,2024-03-28,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AKAN,2024-05-23,SOS:MARKDOWN,MARKDOWN,SOS,contextual
AKAN,2025-04-09,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
AKAN,2025-06-25,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AKBA,2024-02-26,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AKBA,2024-07-11,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
AKBA,2025-06-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AKO.A,2025-10-29,BC:UNKNOWN,UNKNOWN,BC,contextual
AKO.B,2024-01-30,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
AKO.B,2024-02-05,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
AKO.B,2024-03-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AKO.B,2024-05-02,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AKTX,2024-04-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AKTX,2025-09-02,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
AKTX,2025-09-24,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AKTX,2025-12-02,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
AKTX,2025-12-02,SOW:NONE,NONE,SOW,contextual
AL,2024-03-05,BC:UNKNOWN,UNKNOWN,BC,contextual
AL,2024-03-05,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AL,2025-05-05,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
ALAB,2025-08-06,BC:ACCUMULATION,ACCUMULATION,BC,contextual
ALAB,2025-09-08,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ALAR,2024-02-26,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ALAR,2024-03-05,SOS:MARKUP,MARKUP,SOS,contextual
ALAR,2025-06-09,BC:MARKUP,MARKUP,BC,contextual
ALB,2024-03-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALB,2025-07-08,BC:ACCUMULATION,ACCUMULATION,BC,contextual
ALBT,2024-02-28,SOW:UNKNOWN,UNKNOWN,SOW,contextual
ALBT,2024-03-01,SOW:MARKDOWN,MARKDOWN,SOW,contextual
ALBT,2024-06-03,BC:MARKDOWN,MARKDOWN,BC,contextual
ALBT,2024-06-03,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
ALBT,2024-10-28,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
ALC,2024-07-12,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ALC,2025-04-09,BC:MARKUP,MARKUP,BC,contextual
ALCO,2025-01-06,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
ALCO,2025-04-04,BC:MARKUP,MARKUP,BC,contextual
ALDF,2025-05-09,BC:UNKNOWN,UNKNOWN,BC,contextual
ALDF,2025-06-16,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ALDX,2024-09-04,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
ALDX,2025-06-11,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
ALDX,2025-12-16,BC:NONE,NONE,BC,contextual
ALDX,2025-12-16,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALEC,2024-03-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALEC,2025-08-08,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALG,2024-04-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALG,2024-11-01,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALGM,2024-03-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALGM,2024-08-08,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
ALGM,2025-01-30,BC:MARKDOWN,MARKDOWN,BC,contextual
ALGM,2025-01-30,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
ALGN,2025-07-31,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
ALGN,2025-11-21,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
ALGN,2025-11-21,SPRING:NONE,NONE,SPRING,contextual
ALGS,2024-08-19,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALGS,2025-12-12,BC:NONE,NONE,BC,contextual
ALGS,2025-12-12,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALGT,2024-11-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ALGT,2025-11-05,BC:NONE,NONE,BC,contextual
ALGT,2025-11-05,BC:NONE,NONE,BC,contextual
ALHC,2024-02-28,SOW:UNKNOWN,UNKNOWN,SOW,contextual
ALHC,2024-03-19,SOW:MARKDOWN,MARKDOWN,SOW,contextual
ALHC,2024-10-30,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
ALHC,2025-11-25,BC:ACCUMULATION,ACCUMULATION,BC,contextual
ALHC,2025-11-25,BC:NONE,NONE,BC,contextual
ALIT,2024-03-20,BC:UNKNOWN,UNKNOWN,BC,contextual
ALK,2024-12-06,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALK,2025-12-04,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALK,2025-12-04,BC:NONE,NONE,BC,contextual
ALKS,2025-10-28,BC:UNKNOWN,UNKNOWN,BC,contextual
ALKT,2024-10-21,BC:UNKNOWN,UNKNOWN,BC,contextual
ALL,2025-07-31,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALL,2025-11-17,SOS:NONE,NONE,SOS,contextual
ALL,2025-11-17,SOS:NONE,NONE,SOS,contextual
ALLE,2025-07-24,BC:ACCUMULATION,ACCUMULATION,BC,contextual
ALLO,2024-02-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALLO,2024-03-04,SOS:MARKUP,MARKUP,SOS,contextual
ALLO,2025-07-23,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALLR,2024-04-09,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALLR,2025-07-23,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALLT,2025-05-13,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALLT,2025-07-09,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ALLY,2024-04-18,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
ALLY,2024-07-17,BC:ACCUMULATION,ACCUMULATION,BC,contextual
ALLY,2024-09-10,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
ALM,2025-10-14,BC:UNKNOWN,UNKNOWN,BC,contextual
ALMS,2025-12-05,BC:NONE,NONE,BC,contextual
ALMS,2025-12-05,BC:NONE,NONE,BC,contextual
ALMU,2025-06-03,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALNT,2025-10-23,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
ALNT,2025-11-06,BC:NONE,NONE,BC,contextual
ALNT,2025-11-06,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALNY,2025-09-09,BC:UNKNOWN,UNKNOWN,BC,contextual
ALOT,2024-03-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALOT,2024-06-17,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
ALOT,2025-06-30,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALRM,2024-04-15,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALRM,2025-11-24,BC:NONE,NONE,BC,contextual
ALRM,2025-11-24,BC:NONE,NONE,BC,contextual
ALRS,2025-12-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALRS,2025-12-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALSN,2024-02-29,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
ALSN,2024-04-26,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
ALSN,2024-10-30,BC:MARKDOWN,MARKDOWN,BC,contextual
ALT,2024-02-26,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALT,2024-06-24,SOS:MARKUP,MARKUP,SOS,contextual
ALT,2025-12-08,BC:NONE,NONE,BC,contextual
ALT,2025-12-08,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALTG,2024-02-29,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALTG,2024-03-15,SOS:MARKUP,MARKUP,SOS,contextual
ALTG,2025-07-08,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALTI,2025-12-10,BC:NONE,NONE,BC,contextual
ALTI,2025-12-10,BC:NONE,NONE,BC,contextual
ALTO,2024-03-12,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALTO,2024-05-07,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
ALTO,2024-11-01,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
ALTO,2025-09-18,BC:ACCUMULATION,ACCUMULATION,BC,contextual
ALTS,2025-05-29,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALTS,2025-08-07,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALVO,2025-04-09,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
ALVO,2025-08-18,BC:ACCUMULATION,ACCUMULATION,BC,contextual
ALVO,2025-11-03,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
ALVO,2025-11-03,SOW:MARKDOWN,MARKDOWN,SOW,contextual
ALX,2024-07-26,BC:UNKNOWN,UNKNOWN,BC,contextual
ALX,2024-09-27,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
ALXO,2024-02-26,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALXO,2024-03-07,SOS:MARKUP,MARKUP,SOS,contextual
ALXO,2025-08-18,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
ALZN,2024-07-16,SOS:UNKNOWN,UNKNOWN,SOS,contextual
ALZN,2025-10-30,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AM,2024-03-11,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AM,2024-08-15,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
AM,2025-07-31,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AM,2025-10-02,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AMAL,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
AMAT,2024-07-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
AMAT,2025-11-14,BC:NONE,NONE,BC,contextual
AMAT,2025-11-14,BC:NONE,NONE,BC,contextual
AMAX,2024-04-03,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AMAX,2024-04-08,BC:MARKUP,MARKUP,BC,contextual
AMAX,2024-08-05,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
AMBA,2024-11-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AMBA,2025-06-24,BC:MARKUP,MARKUP,BC,contextual
AMBO,2025-10-09,BC:UNKNOWN,UNKNOWN,BC,contextual
AMBP,2024-04-25,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AMBP,2025-04-24,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AMC,2024-02-29,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AMC,2024-03-08,SOS:MARKUP,MARKUP,SOS,contextual
AMC,2025-09-19,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AMCR,2024-08-16,BC:UNKNOWN,UNKNOWN,BC,contextual
AMCX,2024-04-18,SOS:UNKNOWN,UNKNOWN,SOS,contextual
AMCX,2025-05-09,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
AMD,2025-04-08,SOW:UNKNOWN,UNKNOWN,SOW,contextual
AMD,2025-10-08,BC:ACCUMULATION,ACCUMULATION,BC,contextual
AMDD,2025-11-11,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
