symbol,date,event,score,detector
A,2025-04-09,SC,2.263250638804506,baseline
A,2025-11-25,BC,2.5920468388992695,baseline
A,2025-12-01,AR_TOP,0.5889661766175054,baseline
AA,2024-05-21,SOS,1.658847403884985,baseline
AA,2024-05-22,UT,-0.4631417009129992,baseline
AA,2025-04-09,SC,3.328916711998172,baseline
AA,2025-10-23,BC,4.7589670347511985,baseline
AA,2025-10-24,AR_TOP,1.2751435704559868,baseline
AAAU,2024-04-12,UT,4.691005555053734,baseline
AAAU,2024-04-15,BC,2.3810844415865233,baseline
AAAU,2024-04-17,AR_TOP,0.6607704547327481,baseline
AAAU,2024-08-02,SOS,3.889598545638116,baseline
AACB,2025-10-07,BC,2.2266278170033353,baseline
AACB,2025-10-08,AR_TOP,1.8855159249949949,baseline
AACB,2025-10-27,SOS,2.093189372540788,baseline
AACG,2024-08-19,SPRING,1.4032691568774356,baseline
AACG,2024-09-23,SC,3.034277501149429,baseline
AACG,2024-09-24,AR,1.5202924633942234,baseline
AACG,2025-07-31,BC,4.532270569310562,baseline
AACG,2025-08-01,AR_TOP,5.189559744527854,baseline
AACG,2025-09-19,UT,-0.8167040927823724,baseline
AADR,2024-02-08,SPRING,,baseline
AADR,2024-04-03,BC,2.3497001354718354,baseline
AADR,2024-04-04,AR_TOP,2.7577562340965085,baseline
AADR,2024-05-22,SOS,1.5440276301512479,baseline
AADR,2024-06-12,UT,1.3171365361241976,baseline
AADR,2024-08-06,SC,3.441001828791779,baseline
AADR,2024-08-08,AR,0.6122426088890809,baseline
AAL,2024-03-04,SOS,3.837972388281983,baseline
AAL,2024-03-08,UT,0.10410427215409782,baseline
AAL,2025-04-04,SC,2.4277291852793503,baseline
AAL,2025-04-07,AR,2.5992211388859423,baseline
AAL,2025-08-12,BC,2.1824904915126027,baseline
AAL,2025-09-04,AR_TOP,1.6203209488844363,baseline
AAME,2024-11-25,SC,4.733593454857119,baseline
AAME,2024-11-27,AR,0.5101905952485949,baseline
AAME,2025-08-15,UT,1.466223914650243,baseline
AAME,2025-08-19,SOS,1.9444786918285293,baseline
AAME,2025-12-19,BC,4.6892251904804665,baseline
AAME,2025-12-22,AR_TOP,2.0587781225708737,baseline
AAMI,2025-07-31,BC,2.32087111716943,baseline
AAMI,2025-08-01,AR_TOP,1.6464629627102245,baseline
AAMI,2025-08-05,SOS,3.9923271245719074,baseline
AAMI,2025-09-04,UT,3.890418059963929,baseline
AAOI,2024-11-21,UT,1.5234386783729665,baseline
AAOI,2024-11-29,SOS,2.132194749128604,baseline
AAOI,2025-12-10,BC,2.3791922106756127,baseline
AAOI,2025-12-12,AR_TOP,0.6895093710064555,baseline
AAON,2025-08-11,SC,5.606406709525941,baseline
AAON,2025-08-12,AR,3.4976676993180336,baseline
AAP,2024-02-28,SOS,3.7128739906325396,baseline
AAP,2024-03-11,SOS,2.8709802363357166,baseline
AAP,2024-08-23,UT,1.6184644063737932,baseline
AAP,2025-02-25,SC,3.4645745867752966,baseline
AAP,2025-03-07,AR,0.5506486605494173,baseline
AAP,2025-04-09,SPRING,0.9997482861951396,baseline
AAP,2025-05-22,BC,6.075246670600984,baseline
AAP,2025-05-23,AR_TOP,0.9584721461501655,baseline
AAPB,2025-04-09,SC,3.2836238163747082,baseline
AAPB,2025-04-11,AR,0.9040524031002639,baseline
AAPB,2025-08-08,BC,2.8404130485747285,baseline
AAPD,2024-03-08,SOS,2.673236256816919,baseline
AAPD,2024-03-19,UT,1.0008018822773839,baseline
AAPD,2025-04-07,BC,5.4141381073031365,baseline
AAPD,2025-04-09,AR_TOP,4.6417368830341825,baseline
AAPD,2025-10-10,SC,2.795370655565449,baseline
AAPD,2025-10-22,AR,1.1344589367228517,baseline
AAPD,2025-11-20,SOW,1.910376318186954,baseline
AAPG,2025-03-28,SOS,1.8842230629470333,baseline
AAPG,2025-04-08,BC,2.8204921388100908,baseline
