impl,event,horizon,count,mean_return,median_return,mae_mean,mfe_mean,bc_score_mean,spring_score_mean,composite_score_mean,density
kapman_v0_chatgpt_wyckoff_core,SOS,40,204,6.931159655986265,1.7626919929922564,-7.76016126246594,17.308957690169773,0.8056227847583797,26.805856693776295,27.61147947853468,0.004293019634251562
kapman_v0_claude,AR,5,2398,1.510101181159215,0.0,-5.768339620459632,8.668222751366548,18.347011951452693,18.347011951452693,18.347011951452693,0.05046402491634925
kapman_v0_claude,AR,10,2398,3.7394643230647717,0.6231037958832906,-7.886193033023943,13.614964295188562,18.347011951452693,18.347011951452693,18.347011951452693,0.05046402491634925
kapman_v0_claude,AR,20,2398,7.483435337135161,1.4774055845348677,-10.735252523206755,23.44367816600866,18.347011951452693,18.347011951452693,18.347011951452693,0.05046402491634925
kapman_v0_claude,AR,40,2398,15.848516106564007,2.2343502612680792,-10.735252523206755,23.44367816600866,18.347011951452693,18.347011951452693,18.347011951452693,0.05046402491634925
kapman_v0_claude,BC,5,434,-2.388723151117519,0.43707228400341247,8.578435982928507,-14.36127249220882,42.39395179354303,42.39395179354303,42.39395179354303,0.009133188829731265
kapman_v0_claude,BC,10,434,-10.94066697051973,-1.8319746124071272,10.607781412665078,-26.02531224940812,42.39395179354303,42.39395179354303,42.39395179354303,0.009133188829731265
kapman_v0_claude,BC,20,434,-19.497355241143058,-2.3974746958388726,14.092088019340117,-45.40352323109617,42.39395179354303,42.39395179354303,42.39395179354303,0.009133188829731265
kapman_v0_claude,BC,40,434,-34.800205556310104,0.5207050698194775,14.092088019340117,-45.40352323109617,42.39395179354303,42.39395179354303,42.39395179354303,0.009133188829731265
kapman_v0_claude,SOS,5,344,1.224179937073218,0.3764182909309686,-5.856462952906734,8.21421145365853,31.832405048137147,31.832405048137147,31.832405048137147,0.007239209579326164
kapman_v0_claude,SOS,10,344,3.71233387220177,1.9077871206192656,-7.623772091479193,13.166857312401557,31.832405048137147,31.832405048137147,31.832405048137147,0.007239209579326164
kapman_v0_claude,SOS,20,344,10.088583083262595,3.5339715079554352,-9.845099976938439,23.373048450088604,31.832405048137147,31.832405048137147,31.832405048137147,0.007239209579326164
kapman_v0_claude,SOS,40,344,14.342142020246797,2.226100680387006,-9.845099976938439,23.373048450088604,31.832405048137147,31.832405048137147,31.832405048137147,0.007239209579326164
kapman_v0_claude,SPRING,5,324,1.3607757462587935,1.0028294125494766,-4.166550406618035,6.095972329862869,18.560277590277025,18.560277590277025,18.560277590277025,0.006818325301458364
kapman_v0_claude,SPRING,10,324,2.265051245509481,1.8617112072375144,-5.417002388801417,8.40105377520894,18.560277590277025,18.560277590277025,18.560277590277025,0.006818325301458364
kapman_v0_claude,SPRING,20,324,5.95277076763483,3.374410192935425,-7.151383909738518,14.174589554206648,18.560277590277025,18.560277590277025,18.560277590277025,0.006818325301458364
kapman_v0_claude,SPRING,40,324,8.313177515785522,4.412498379609403,-7.151383909738518,14.174589554206648,18.560277590277025,18.560277590277025,18.560277590277025,0.006818325301458364
kapman_v0_handwritten_structural,AR,5,45,0.10275591230855366,0.24535245824290566,-5.014889506596405,7.499634335431734,0.0,0.0,0.0,0.0009469896252025505
kapman_v0_handwritten_structural,AR,10,45,0.37189624368132596,-0.8389524854947525,-6.709331719602905,10.79334871416647,0.0,0.0,0.0,0.0009469896252025505
kapman_v0_handwritten_structural,AR,20,45,8.155258606679817,3.9411098527746367,-8.406206509068612,22.95271726795234,0.0,0.0,0.0,0.0009469896252025505
kapman_v0_handwritten_structural,AR,40,45,14.009260942492778,3.6381680867544475,-8.406206509068612,22.95271726795234,0.0,0.0,0.0,0.0009469896252025505
kapman_v0_handwritten_structural,BC,5,88,2.474738086030833,1.615226677147453,8.458156721335511,-6.266221859204548,35.35705588485855,0.0,35.35705588485855,0.001851890822618321
kapman_v0_handwritten_structural,BC,10,88,-13.277055147227703,1.2283895018324138,10.826621968848235,-25.133020500835286,35.35705588485855,0.0,35.35705588485855,0.001851890822618321
kapman_v0_handwritten_structural,BC,20,88,-9.240943220980812,2.167122676341733,14.233436030127184,-29.43767017105357,35.35705588485855,0.0,35.35705588485855,0.001851890822618321
kapman_v0_handwritten_structural,BC,40,88,-3.0954559542042093,4.9939518583147855,14.233436030127184,-29.43767017105357,35.35705588485855,0.0,35.35705588485855,0.001851890822618321
kapman_v0_handwritten_structural,SOS,5,59,-2.0307239754587005,-0.8809290759503674,-7.40575635450751,8.23708694698385,0.0,0.0,0.0,0.0012416086197100107
kapman_v0_handwritten_structural,SOS,10,59,-0.8350796731310478,2.37968389273663,-10.491785467646796,10.553848553059384,0.0,0.0,0.0,0.0012416086197100107
kapman_v0_handwritten_structural,SOS,20,59,-4.142631145150548,-2.0445324729259107,-14.665717058482093,15.296805317608268,0.0,0.0,0.0,0.0012416086197100107
kapman_v0_handwritten_structural,SOS,40,59,-11.571425039552654,-7.151203552231836,-14.665717058482093,15.296805317608268,0.0,0.0,0.0,0.0012416086197100107
kapman_v0_handwritten_structural,SOW,5,35,-2.5541267754520587,-1.3574007220216573,4.267137394823725,-8.012630907652758,0.0,0.0,0.0,0.0007365474862686504
kapman_v0_handwritten_structural,SOW,10,35,-4.090851235723651,-2.7032579982389304,4.958086690273173,-11.767109051536172,0.0,0.0,0.0,0.0007365474862686504
kapman_v0_handwritten_structural,SOW,20,35,-9.017933456054788,-7.2396625639607235,5.54001153143919,-18.55845789418943,0.0,0.0,0.0,0.0007365474862686504
kapman_v0_handwritten_structural,SOW,40,35,-10.856303462824396,-9.423697556477638,5.54001153143919,-18.55845789418943,0.0,0.0,0.0,0.0007365474862686504
kapman_v0_handwritten_structural,SPRING,5,30,9.488823951782903,4.361290870588975,-1.928429731951202,15.209023935286297,0.0,17.18029487585581,17.18029487585581,0.0006313264168017003
kapman_v0_handwritten_structural,SPRING,10,30,9.638713459303615,3.241276855412142,-3.364489251828082,17.520623570160602,0.0,17.18029487585581,17.18029487585581,0.0006313264168017003
kapman_v0_handwritten_structural,SPRING,20,30,10.333511165996715,5.529672325685963,-4.922280518571426,23.741543741122744,0.0,17.18029487585581,17.18029487585581,0.0006313264168017003
kapman_v0_handwritten_structural,SPRING,40,30,23.74741120818329,7.911236845102853,-4.922280518571426,23.741543741122744,0.0,17.18029487585581,17.18029487585581,0.0006313264168017003
