symbol,event_date,event,direction,role
DEM,2025-09-11,BC,DOWN,ENTRY
DEMZ,2024-03-12,SOW,DOWN,ENTRY
DEMZ,2025-03-14,SC,NA,IGNORE
DEMZ,2025-03-31,AR,NA,IGNORE
DENN,2024-03-22,SOS,UP,ENTRY
DENN,2025-09-15,BC,DOWN,ENTRY
DEO,2024-03-14,SOS,UP,ENTRY
DEO,2025-10-16,BC,DOWN,ENTRY
DERM,2025-10-30,BC,DOWN,ENTRY
DES,2024-07-16,SOS,UP,ENTRY
DES,2025-04-04,SC,NA,IGNORE
DES,2025-04-09,AR,NA,IGNORE
DES,2025-07-01,BC,DOWN,ENTRY
DESK,2024-03-01,SOS,UP,ENTRY
DESK,2024-05-21,BC,DOWN,ENTRY
DESK,2024-05-29,SPRING,UP,ENTRY
DESK,2024-05-29,SOW,DOWN,ENTRY
DESK,2024-05-31,SC,NA,IGNORE
DESK,2024-06-06,AR,NA,IGNORE
DEVS,2025-08-08,SOS,UP,ENTRY
DEVS,2025-12-04,BC,DOWN,ENTRY
DFAC,2025-04-07,SC,NA,IGNORE
DFAC,2025-04-09,AR,NA,IGNORE
DFAE,2025-04-09,SC,NA,IGNORE
DFAI,2025-04-09,SC,NA,IGNORE
DFAI,2025-04-11,AR,NA,IGNORE
DFAI,2025-06-23,BC,DOWN,ENTRY
DFAI,2025-07-23,SOS,UP,ENTRY
DFAS,2024-11-06,SOS,UP,ENTRY
DFAS,2025-04-04,SC,NA,IGNORE
DFAS,2025-04-09,AR,NA,IGNORE
DFAS,2025-07-01,BC,DOWN,ENTRY
DFAT,2024-11-06,BC,DOWN,ENTRY
DFAT,2025-04-04,SC,NA,IGNORE
DFAT,2025-04-09,AR,NA,IGNORE
DFAT,2025-12-10,SOS,UP,ENTRY
DFAU,2025-04-07,SC,NA,IGNORE
DFAU,2025-04-09,AR,NA,IGNORE
DFCA,2025-04-04,SOW,DOWN,ENTRY
DFCA,2025-12-12,SC,NA,IGNORE
DFCA,2025-12-17,AR,NA,IGNORE
DFCF,2024-08-02,BC,DOWN,ENTRY
DFCF,2024-09-06,SOS,UP,ENTRY
DFEB,2024-04-04,SOW,DOWN,ENTRY
DFEB,2025-04-07,SC,NA,IGNORE
DFEB,2025-04-09,AR,NA,IGNORE
DFEN,2024-11-08,BC,DOWN,ENTRY
DFEN,2025-04-09,SC,NA,IGNORE
DFEN,2025-06-10,SOS,UP,ENTRY
DFEV,2024-05-23,SOS,UP,ENTRY
DFEV,2024-12-16,BC,DOWN,ENTRY
DFEV,2025-04-09,SC,NA,IGNORE
DFH,2024-02-29,BC,DOWN,ENTRY
DFH,2025-02-21,SOW,DOWN,ENTRY
DFH,2025-02-25,SC,NA,IGNORE
DFH,2025-03-04,AR,NA,IGNORE
DFH,2025-04-04,SPRING,UP,ENTRY
DFIC,2024-12-20,SC,NA,IGNORE
DFIN,2024-11-01,SOW,DOWN,ENTRY
DFIN,2024-11-05,SPRING,UP,ENTRY
DFIN,2024-11-06,SC,NA,IGNORE
DFIN,2024-11-07,AR,NA,IGNORE
DFIV,2024-12-20,SC,NA,IGNORE
DFJ,2024-08-02,SC,NA,IGNORE
DFJ,2024-08-06,AR,NA,IGNORE
DFJ,2025-12-10,BC,DOWN,ENTRY
DFLI,2024-11-22,SOS,UP,ENTRY
DFLI,2025-10-02,BC,DOWN,ENTRY
DFLV,2025-04-07,SC,NA,IGNORE
DFLV,2025-04-09,AR,NA,IGNORE
DFNL,2024-11-06,BC,DOWN,ENTRY
DFNL,2024-11-26,SOS,UP,ENTRY
DFNM,2025-04-09,SC,NA,IGNORE
DFNM,2025-04-10,AR,NA,IGNORE
DFSB,2025-01-08,SC,NA,IGNORE
DFSB,2025-01-16,AR,NA,IGNORE
DFSB,2025-07-11,BC,DOWN,ENTRY
DFSE,2025-07-01,BC,DOWN,ENTRY
DFSE,2025-07-24,SOS,UP,ENTRY
DFSU,2025-04-07,SC,NA,IGNORE
DFSU,2025-04-09,AR,NA,IGNORE
DFSV,2024-11-06,BC,DOWN,ENTRY
DFSV,2025-04-04,SC,NA,IGNORE
DFSV,2025-04-09,AR,NA,IGNORE
DFSV,2025-12-10,SOS,UP,ENTRY
DFUS,2025-04-07,SC,NA,IGNORE
DFUS,2025-04-09,AR,NA,IGNORE
DFUV,2025-04-07,SC,NA,IGNORE
DFUV,2025-04-09,AR,NA,IGNORE
DFVX,2024-02-21,SPRING,UP,ENTRY
DFVX,2024-08-02,SC,NA,IGNORE
DFVX,2024-08-06,AR,NA,IGNORE
DFVX,2025-04-04,SOW,DOWN,ENTRY
DG,2024-03-01,SOS,UP,ENTRY
DG,2025-12-05,BC,DOWN,ENTRY
DGCB,2025-09-16,BC,DOWN,ENTRY
DGICA,2024-06-21,SOW,DOWN,ENTRY
DGICA,2024-06-26,SPRING,UP,ENTRY
DGICA,2024-06-28,SC,NA,IGNORE
DGICA,2024-07-11,AR,NA,IGNORE
DGICA,2025-12-10,BC,DOWN,ENTRY
DGICB,2025-06-20,BC,DOWN,ENTRY
DGII,2025-02-06,BC,DOWN,ENTRY
DGII,2025-09-18,SOS,UP,ENTRY
DGIN,2024-03-13,SOW,DOWN,ENTRY
DGIN,2024-07-01,BC,DOWN,ENTRY
DGIN,2024-08-28,SOS,UP,ENTRY
DGIN,2024-11-06,SC,NA,IGNORE
DGIN,2024-11-11,AR,NA,IGNORE
DGLY,2024-02-29,SOS,UP,ENTRY
DGLY,2024-08-19,SOW,DOWN,ENTRY
DGLY,2024-11-05,BC,DOWN,ENTRY
DGLY,2024-11-05,SPRING,UP,ENTRY
DGLY,2025-11-25,SC,NA,IGNORE
DGLY,2025-12-03,AR,NA,IGNORE
DGRO,2025-04-09,SC,NA,IGNORE
DGRO,2025-04-11,AR,NA,IGNORE
DGRS,2025-10-14,SC,NA,IGNORE
DGRW,2024-09-11,BC,DOWN,ENTRY
DGRW,2024-11-21,SOS,UP,ENTRY
DGRW,2025-04-07,SC,NA,IGNORE
DGRW,2025-04-09,AR,NA,IGNORE
DGS,2024-02-06,SPRING,UP,ENTRY
DGS,2024-08-05,SOW,DOWN,ENTRY
DGS,2024-12-03,SC,NA,IGNORE
DGS,2024-12-20,AR,NA,IGNORE
DGT,2025-04-09,SC,NA,IGNORE
DGT,2025-04-11,AR,NA,IGNORE
DGX,2024-03-14,SOW,DOWN,ENTRY
DGX,2025-01-30,BC,DOWN,ENTRY
DGX,2025-03-11,SOS,UP,ENTRY
DGX,2025-03-12,SPRING,UP,ENTRY
DGX,2025-07-22,SC,NA,IGNORE
DGX,2025-07-24,AR,NA,IGNORE
DH,2025-12-18,SC,NA,IGNORE
DHCNI,2025-07-31,BC,DOWN,ENTRY
DHCNI,2025-08-13,SOS,UP,ENTRY
DHCNL,2024-04-30,SOW,DOWN,ENTRY
DHCNL,2024-09-20,SOS,UP,ENTRY
DHCNL,2025-04-01,SC,NA,IGNORE
DHCNL,2025-04-09,AR,NA,IGNORE
DHCNL,2025-07-31,BC,DOWN,ENTRY
DHDG,2025-06-26,BC,DOWN,ENTRY
DHDG,2025-07-22,SOS,UP,ENTRY
DHI,2024-04-04,SOS,UP,ENTRY
DHI,2025-04-04,SC,NA,IGNORE
DHI,2025-04-09,AR,NA,IGNORE
DHI,2025-07-22,BC,DOWN,ENTRY
DHIL,2024-05-09,SOS,UP,ENTRY
DHIL,2024-06-28,SC,NA,IGNORE
DHIL,2024-07-01,AR,NA,IGNORE
DHIL,2025-04-04,SOW,DOWN,ENTRY
DHIL,2025-05-02,SPRING,UP,ENTRY
DHIL,2025-07-01,BC,DOWN,ENTRY
DHR,2024-03-25,SOS,UP,ENTRY
DHR,2025-04-04,SOW,DOWN,ENTRY
DHR,2025-04-09,SPRING,UP,ENTRY
DHR,2025-09-30,SC,NA,IGNORE
DHR,2025-10-01,BC,DOWN,ENTRY
DHR,2025-10-01,AR,NA,IGNORE
DHS,2024-04-04,SOW,DOWN,ENTRY
DHS,2025-04-09,SC,NA,IGNORE
DHS,2025-04-11,AR,NA,IGNORE
DHT,2024-11-27,SPRING,UP,ENTRY
DHT,2025-04-04,SOW,DOWN,ENTRY
DHT,2025-04-09,SC,NA,IGNORE
DHT,2025-04-23,AR,NA,IGNORE
DHT,2025-09-04,BC,DOWN,ENTRY
DHT,2025-10-30,SOS,UP,ENTRY
DHX,2024-02-26,SOS,UP,ENTRY
DHX,2025-05-08,BC,DOWN,ENTRY
DIA,2025-04-09,SC,NA,IGNORE
DIA,2025-08-22,BC,DOWN,ENTRY
DIA,2025-09-11,SOS,UP,ENTRY
DIAL,2024-04-30,SOW,DOWN,ENTRY
DIAL,2024-05-01,SC,NA,IGNORE
DIAL,2024-05-02,AR,NA,IGNORE
DIBS,2024-02-29,SOS,UP,ENTRY
DIBS,2025-11-12,BC,DOWN,ENTRY
DIEM,2025-04-08,SOW,DOWN,ENTRY
DIEM,2025-04-09,SC,NA,IGNORE
DIEM,2025-04-11,AR,NA,IGNORE
DIHP,2024-12-20,SC,NA,IGNORE
DIHP,2025-01-07,AR,NA,IGNORE
DIHP,2025-04-07,SOW,DOWN,ENTRY
DIHP,2025-04-09,SPRING,UP,ENTRY
DIM,2024-08-23,BC,DOWN,ENTRY
DIM,2024-10-01,SOS,UP,ENTRY
DIN,2025-03-05,SPRING,UP,ENTRY
DIN,2025-04-07,SOW,DOWN,ENTRY
DIN,2025-11-05,SC,NA,IGNORE
DIN,2025-11-13,AR,NA,IGNORE
DIN,2025-11-25,BC,DOWN,ENTRY
DINT,2024-10-01,BC,DOWN,ENTRY
DINT,2024-10-07,SOS,UP,ENTRY
DIOD,2024-03-07,SOS,UP,ENTRY
DIOD,2024-11-08,SC,NA,IGNORE
DIOD,2024-11-21,AR,NA,IGNORE
DIOD,2024-11-25,BC,DOWN,ENTRY
DIOD,2025-02-11,SOW,DOWN,ENTRY
DIOD,2025-02-12,SPRING,UP,ENTRY
DIS,2024-02-06,SPRING,UP,ENTRY
DIS,2024-04-03,SOS,UP,ENTRY
DIS,2024-06-28,SOW,DOWN,ENTRY
DIS,2024-11-15,BC,DOWN,ENTRY
DIS,2025-11-13,SC,NA,IGNORE
DIS,2025-12-08,AR,NA,IGNORE
DIT,2024-03-14,SOS,UP,ENTRY
DIT,2025-02-06,BC,DOWN,ENTRY
DIT,2025-04-17,SPRING,UP,ENTRY
DIT,2025-09-26,SC,NA,IGNORE
DIT,2025-10-13,AR,NA,IGNORE
DIVB,2024-02-14,SPRING,UP,ENTRY
DIVB,2025-04-07,SC,NA,IGNORE
DIVB,2025-04-09,AR,NA,IGNORE
DIVB,2025-10-14,BC,DOWN,ENTRY
DIVB,2025-12-10,SOS,UP,ENTRY
DIVD,2025-04-04,SOW,DOWN,ENTRY
DIVD,2025-04-11,SC,NA,IGNORE
DIVD,2025-04-23,AR,NA,IGNORE
DIVG,2024-04-15,SOW,DOWN,ENTRY
DIVG,2025-04-09,SC,NA,IGNORE
DIVG,2025-04-11,AR,NA,IGNORE
DIVO,2025-04-07,SC,NA,IGNORE
DIVO,2025-04-09,AR,NA,IGNORE
DIVO,2025-08-22,BC,DOWN,ENTRY
DIVO,2025-09-11,SOS,UP,ENTRY
DIVY,2024-03-20,SOS,UP,ENTRY
DIVY,2025-02-03,BC,DOWN,ENTRY
DIVZ,2024-04-09,BC,DOWN,ENTRY
DIVZ,2024-05-31,SOS,UP,ENTRY
DJAN,2025-01-21,BC,DOWN,ENTRY
DJAN,2025-08-22,SOS,UP,ENTRY
DJD,2024-07-26,BC,DOWN,ENTRY
DJD,2024-09-11,SOS,UP,ENTRY
DJIA,2024-03-05,SOS,UP,ENTRY
DJIA,2025-10-14,BC,DOWN,ENTRY
DJT,2024-06-24,SOS,UP,ENTRY
DJT,2025-12-18,BC,DOWN,ENTRY
DJUL,2024-04-04,SOW,DOWN,ENTRY
DJUL,2024-07-22,BC,DOWN,ENTRY
DJUL,2024-09-11,SOS,UP,ENTRY
DJUL,2025-02-28,SC,NA,IGNORE
DJUL,2025-03-05,AR,NA,IGNORE
DK,2025-04-07,SC,NA,IGNORE
DK,2025-04-09,AR,NA,IGNORE
DK,2025-11-07,BC,DOWN,ENTRY
DKL,2025-04-09,SC,NA,IGNORE
DKL,2025-04-11,AR,NA,IGNORE
DKL,2025-11-14,BC,DOWN,ENTRY
DKNG,2025-02-14,SOS,UP,ENTRY
DKNG,2025-07-30,BC,DOWN,ENTRY
DKNG,2025-11-07,SC,NA,IGNORE
DKNG,2025-11-25,AR,NA,IGNORE
DKS,2024-03-06,SOW,DOWN,ENTRY
DKS,2024-03-13,SPRING,UP,ENTRY
DKS,2024-03-21,SOS,UP,ENTRY
DKS,2024-09-04,BC,DOWN,ENTRY
DKS,2025-11-25,SC,NA,IGNORE
DKS,2025-11-26,AR,NA,IGNORE
DLB,2024-04-09,SOS,UP,ENTRY
DLB,2024-05-02,SC,NA,IGNORE
DLB,2024-05-03,AR,NA,IGNORE
DLB,2024-08-01,SOW,DOWN,ENTRY
DLB,2024-11-20,BC,DOWN,ENTRY
DLB,2024-11-20,SPRING,UP,ENTRY
DLHC,2025-04-16,SC,NA,IGNORE
DLHC,2025-04-21,AR,NA,IGNORE
DLHC,2025-10-30,BC,DOWN,ENTRY
DLN,2025-10-14,BC,DOWN,ENTRY
DLNG,2024-03-15,SC,NA,IGNORE
DLNG,2024-03-21,AR,NA,IGNORE
DLNG,2024-06-20,SOS,UP,ENTRY
DLNG,2025-11-20,BC,DOWN,ENTRY
DLO,2024-03-08,SOS,UP,ENTRY
DLO,2024-05-15,SC,NA,IGNORE
DLO,2025-08-14,BC,DOWN,ENTRY
DLPN,2024-02-16,SPRING,UP,ENTRY
DLPN,2024-04-03,SC,NA,IGNORE
DLPN,2024-04-29,AR,NA,IGNORE
DLPN,2024-07-10,SOW,DOWN,ENTRY
DLPN,2025-10-14,BC,DOWN,ENTRY
DLPN,2025-10-27,SOS,UP,ENTRY
DLR,2024-02-28,SOW,DOWN,ENTRY
DLR,2024-10-25,SOS,UP,ENTRY
DLR,2025-01-28,SC,NA,IGNORE
DLR,2025-02-19,AR,NA,IGNORE
DLR,2025-09-10,BC,DOWN,ENTRY
DLTH,2025-03-04,SOW,DOWN,ENTRY
DLTH,2025-03-07,SC,NA,IGNORE
DLTH,2025-03-11,AR,NA,IGNORE
DLTR,2024-03-13,SOS,UP,ENTRY
DLTR,2024-09-04,SOW,DOWN,ENTRY
DLTR,2025-06-03,SPRING,UP,ENTRY
DLTR,2025-06-05,BC,DOWN,ENTRY
DLTR,2025-09-03,SC,NA,IGNORE
DLTR,2025-09-17,AR,NA,IGNORE
DLX,2024-05-02,SOS,UP,ENTRY
DLX,2025-04-07,SC,NA,IGNORE
DLX,2025-04-09,AR,NA,IGNORE
DLX,2025-08-07,BC,DOWN,ENTRY
DMAC,2024-03-11,SOW,DOWN,ENTRY
DMAC,2024-12-20,SPRING,UP,ENTRY
DMAC,2025-11-17,SC,NA,IGNORE
DMAC,2025-11-18,AR,NA,IGNORE
DMAC,2025-11-25,BC,DOWN,ENTRY
DMAC,2025-12-10,SOS,UP,ENTRY
DMAR,2024-03-20,BC,DOWN,ENTRY
DMAR,2024-07-18,SOS,UP,ENTRY
DMAY,2024-03-20,SOW,DOWN,ENTRY
DMAY,2025-02-28,SC,NA,IGNORE
DMAY,2025-03-05,AR,NA,IGNORE
DMAY,2025-05-19,SPRING,UP,ENTRY
DMAY,2025-09-02,BC,DOWN,ENTRY
DMBS,2025-04-09,SC,NA,IGNORE
DMCY,2024-04-23,SC,NA,IGNORE
DMCY,2024-04-26,AR,NA,IGNORE
DMCY,2024-08-06,SOW,DOWN,ENTRY
DMCY,2025-01-14,SPRING,UP,ENTRY
DMCY,2025-10-21,BC,DOWN,ENTRY
DMLP,2024-05-28,SC,NA,IGNORE
DMRC,2025-01-03,BC,DOWN,ENTRY
DMXF,2024-02-20,SPRING,UP,ENTRY
DMXF,2024-04-15,SOW,DOWN,ENTRY
DMXF,2024-06-14,SC,NA,IGNORE
DMXF,2024-06-17,AR,NA,IGNORE
DMXF,2025-09-16,BC,DOWN,ENTRY
DMXF,2025-11-13,SOS,UP,ENTRY
DNA,2024-12-04,SOS,UP,ENTRY
DNA,2025-06-11,BC,DOWN,ENTRY
DNLI,2024-02-27,SOS,UP,ENTRY
DNLI,2025-04-02,SC,NA,IGNORE
DNLI,2025-04-09,AR,NA,IGNORE
DNLI,2025-12-04,BC,DOWN,ENTRY
DNN,2024-03-01,SOS,UP,ENTRY
DNN,2025-04-07,SC,NA,IGNORE
DNN,2025-04-09,AR,NA,IGNORE
DNN,2025-06-16,BC,DOWN,ENTRY
DNOV,2025-04-03,SC,NA,IGNORE
DNOV,2025-04-07,AR,NA,IGNORE
DNOV,2025-11-21,BC,DOWN,ENTRY
DNOW,2024-02-15,SPRING,UP,ENTRY
DNOW,2025-11-05,SC,NA,IGNORE
DNOW,2025-11-07,AR,NA,IGNORE
DNTH,2025-11-14,BC,DOWN,ENTRY
DNUT,2024-03-13,SOS,UP,ENTRY
DNUT,2025-02-25,SC,NA,IGNORE
DNUT,2025-02-27,AR,NA,IGNORE
DNUT,2025-05-08,SOW,DOWN,ENTRY
DNUT,2025-10-21,BC,DOWN,ENTRY
DOC,2024-02-28,SOW,DOWN,ENTRY
DOC,2024-07-26,BC,DOWN,ENTRY
DOC,2024-10-15,SOS,UP,ENTRY
DOC,2025-04-09,SPRING,UP,ENTRY
DOC,2025-10-14,SC,NA,IGNORE
DOC,2025-10-24,AR,NA,IGNORE
DOCN,2025-04-09,SC,NA,IGNORE
DOCN,2025-11-05,BC,DOWN,ENTRY
DOCS,2025-02-07,SOS,UP,ENTRY
DOCS,2025-08-08,BC,DOWN,ENTRY
DOCT,2024-04-04,SOW,DOWN,ENTRY
DOCT,2025-02-28,SC,NA,IGNORE
DOCT,2025-03-05,AR,NA,IGNORE
DOCU,2024-12-06,BC,DOWN,ENTRY
DOCU,2025-06-09,SC,NA,IGNORE
DOG,2024-03-14,SOS,UP,ENTRY
DOG,2025-11-20,BC,DOWN,ENTRY
DOGZ,2024-08-26,BC,DOWN,ENTRY
DOGZ,2024-09-12,SOS,UP,ENTRY
DOGZ,2025-01-21,SC,NA,IGNORE
DOL,2024-03-20,BC,DOWN,ENTRY
DOL,2024-05-23,SOS,UP,ENTRY
DOLE,2025-05-12,BC,DOWN,ENTRY
DOMH,2025-02-13,SOS,UP,ENTRY
DOMH,2025-08-12,BC,DOWN,ENTRY
DOMO,2025-04-04,SC,NA,IGNORE
DOMO,2025-04-07,AR,NA,IGNORE
DOMO,2025-05-22,BC,DOWN,ENTRY
DOMO,2025-07-18,SOS,UP,ENTRY
DON,2024-11-21,SOS,UP,ENTRY
DON,2025-07-01,BC,DOWN,ENTRY
DORM,2024-02-27,SOW,DOWN,ENTRY
DORM,2025-02-27,SC,NA,IGNORE
DORM,2025-02-28,AR,NA,IGNORE
DORM,2025-05-06,SPRING,UP,ENTRY
DORM,2025-08-05,BC,DOWN,ENTRY
DORM,2025-08-12,SOS,UP,ENTRY
DOUG,2024-05-15,SOW,DOWN,ENTRY
DOUG,2024-07-26,SPRING,UP,ENTRY
DOUG,2024-10-23,SC,NA,IGNORE
DOUG,2024-10-24,AR,NA,IGNORE
DOUG,2025-05-23,BC,DOWN,ENTRY
DOV,2024-07-16,SOS,UP,ENTRY
DOV,2025-04-09,SC,NA,IGNORE
DOV,2025-04-24,AR,NA,IGNORE
DOV,2025-10-23,BC,DOWN,ENTRY
DOW,2024-03-04,SOS,UP,ENTRY
DOW,2025-04-09,SC,NA,IGNORE
DOW,2025-04-11,AR,NA,IGNORE
DOW,2025-07-01,BC,DOWN,ENTRY
DOW,2025-07-25,SPRING,UP,ENTRY
DOW,2025-10-07,SOW,DOWN,ENTRY
DOX,2024-04-16,SOW,DOWN,ENTRY
DOX,2024-11-13,SPRING,UP,ENTRY
DOX,2025-08-07,SC,NA,IGNORE
DOX,2025-08-13,AR,NA,IGNORE
DOYU,2024-03-15,SOW,DOWN,ENTRY
DOYU,2024-05-02,SOS,UP,ENTRY
DOYU,2025-07-15,BC,DOWN,ENTRY
DOYU,2025-07-15,SPRING,UP,ENTRY
DOYU,2025-08-18,SC,NA,IGNORE
DOYU,2025-08-20,AR,NA,IGNORE
DPRO,2025-09-26,BC,DOWN,ENTRY
DPRO,2025-10-09,SOS,UP,ENTRY
DPST,2024-11-06,SOS,UP,ENTRY
DPST,2025-04-09,SC,NA,IGNORE
DPST,2025-08-22,BC,DOWN,ENTRY
DPZ,2024-04-03,SOS,UP,ENTRY
DPZ,2025-02-24,BC,DOWN,ENTRY
DPZ,2025-10-14,SC,NA,IGNORE
DPZ,2025-11-03,AR,NA,IGNORE
DQ,2024-02-05,SPRING,UP,ENTRY
DQ,2024-04-30,SOW,DOWN,ENTRY
DQ,2024-05-22,SC,NA,IGNORE
DQ,2024-05-29,AR,NA,IGNORE
DQ,2025-10-31,BC,DOWN,ENTRY
DRAI,2025-07-14,BC,DOWN,ENTRY
DRAI,2025-07-29,SOS,UP,ENTRY
DRCT,2024-02-27,SOS,UP,ENTRY
DRCT,2025-03-27,BC,DOWN,ENTRY
DRD,2024-03-01,SOW,DOWN,ENTRY
DRD,2024-09-16,SC,NA,IGNORE
DRD,2024-09-17,AR,NA,IGNORE
DRD,2025-09-19,BC,DOWN,ENTRY
DRD,2025-10-17,SOS,UP,ENTRY
DRH,2024-12-03,SOS,UP,ENTRY
DRH,2025-03-31,SPRING,UP,ENTRY
DRH,2025-04-03,SOW,DOWN,ENTRY
DRH,2025-10-29,SC,NA,IGNORE
DRH,2025-10-30,AR,NA,IGNORE
DRH,2025-11-10,BC,DOWN,ENTRY
DRI,2024-03-04,SOW,DOWN,ENTRY
DRI,2025-02-03,SOS,UP,ENTRY
DRI,2025-09-18,SC,NA,IGNORE
DRI,2025-09-25,AR,NA,IGNORE
DRI,2025-12-17,BC,DOWN,ENTRY
DRIO,2025-08-12,SPRING,UP,ENTRY
DRIO,2025-08-21,SC,NA,IGNORE
DRIO,2025-08-22,AR,NA,IGNORE
DRIO,2025-09-25,BC,DOWN,ENTRY
DRIP,2024-05-01,SOS,UP,ENTRY
DRIP,2025-09-23,SC,NA,IGNORE
DRIP,2025-10-09,AR,NA,IGNORE
DRIP,2025-11-20,BC,DOWN,ENTRY
DRIV,2024-08-05,SC,NA,IGNORE
DRIV,2024-08-08,AR,NA,IGNORE
DRIV,2025-04-04,SOW,DOWN,ENTRY
DRIV,2025-10-01,BC,DOWN,ENTRY
DRLL,2024-04-11,SOS,UP,ENTRY
DRLL,2024-10-01,BC,DOWN,ENTRY
DRN,2025-04-09,SC,NA,IGNORE
DRS,2025-05-01,BC,DOWN,ENTRY
DRS,2025-06-16,SOS,UP,ENTRY
DRSK,2024-03-01,SOW,DOWN,ENTRY
DRSK,2025-03-19,SC,NA,IGNORE
DRSK,2025-04-09,AR,NA,IGNORE
DRTS,2024-06-27,SC,NA,IGNORE
DRTS,2024-06-28,AR,NA,IGNORE
DRTS,2025-12-10,BC,DOWN,ENTRY
DRTS,2025-12-15,SOS,UP,ENTRY
DRUG,2025-09-18,BC,DOWN,ENTRY
DRUG,2025-10-13,SOS,UP,ENTRY
DRUP,2025-04-07,SC,NA,IGNORE
DRUP,2025-04-09,AR,NA,IGNORE
DRV,2024-02-28,SOS,UP,ENTRY
DRV,2024-08-05,SC,NA,IGNORE
DRV,2024-08-07,AR,NA,IGNORE
DRV,2024-10-21,SOW,DOWN,ENTRY
DRV,2024-12-18,SPRING,UP,ENTRY
DRV,2025-10-29,BC,DOWN,ENTRY
DRVN,2024-03-07,SOW,DOWN,ENTRY
DRVN,2025-02-24,SPRING,UP,ENTRY
DRVN,2025-02-26,SC,NA,IGNORE
DRVN,2025-02-28,BC,DOWN,ENTRY
DRVN,2025-02-28,AR,NA,IGNORE
DRVN,2025-07-10,SOS,UP,ENTRY
DSEP,2025-04-07,SC,NA,IGNORE
DSEP,2025-04-09,AR,NA,IGNORE
DSGN,2025-11-07,BC,DOWN,ENTRY
DSGN,2025-11-25,SOS,UP,ENTRY
DSGR,2025-05-01,SC,NA,IGNORE
DSGR,2025-05-09,AR,NA,IGNORE
DSGX,2024-03-01,SOW,DOWN,ENTRY
DSGX,2024-03-11,SPRING,UP,ENTRY
DSGX,2024-07-17,SOS,UP,ENTRY
DSGX,2025-03-06,SC,NA,IGNORE
DSGX,2025-04-02,AR,NA,IGNORE
DSGX,2025-12-04,BC,DOWN,ENTRY
DSMC,2024-04-04,SOS,UP,ENTRY
DSMC,2025-04-04,SC,NA,IGNORE
DSMC,2025-04-09,AR,NA,IGNORE
DSMC,2025-08-13,BC,DOWN,ENTRY
DSP,2024-07-16,SOS,UP,ENTRY
DSP,2025-11-11,BC,DOWN,ENTRY
DSS,2024-04-08,SOS,UP,ENTRY
DSS,2024-12-06,SC,NA,IGNORE
DSS,2024-12-13,AR,NA,IGNORE
DSS,2025-03-21,SPRING,UP,ENTRY
DSS,2025-05-07,SOW,DOWN,ENTRY
DSS,2025-08-26,BC,DOWN,ENTRY
DSTL,2024-11-21,BC,DOWN,ENTRY
DSTL,2025-12-10,SOS,UP,ENTRY
DSWL,2025-04-30,SC,NA,IGNORE
DSWL,2025-05-09,AR,NA,IGNORE
DSWL,2025-05-19,SPRING,UP,ENTRY
DSWL,2025-09-02,SOS,UP,ENTRY
DSWL,2025-11-18,BC,DOWN,ENTRY
DSX,2024-03-04,SOS,UP,ENTRY
DSX,2024-11-25,SC,NA,IGNORE
DSX,2024-12-02,AR,NA,IGNORE
DSX,2025-04-04,SOW,DOWN,ENTRY
DSX,2025-09-08,SPRING,UP,ENTRY
DSX,2025-11-28,BC,DOWN,ENTRY
DSY,2024-08-09,BC,DOWN,ENTRY
DSY,2024-08-09,SOW,DOWN,ENTRY
DSY,2024-08-15,SOS,UP,ENTRY
DSY,2025-01-22,SC,NA,IGNORE
DSY,2025-01-23,AR,NA,IGNORE
DT,2025-01-28,SOS,UP,ENTRY
DT,2025-04-07,SC,NA,IGNORE
DT,2025-04-09,AR,NA,IGNORE
DT,2025-06-17,BC,DOWN,ENTRY
DTCK,2025-11-05,BC,DOWN,ENTRY
DTCR,2025-04-09,SC,NA,IGNORE
DTD,2024-09-11,BC,DOWN,ENTRY
DTE,2024-03-27,SOW,DOWN,ENTRY
DTE,2024-05-09,SPRING,UP,ENTRY
DTE,2025-01-23,SC,NA,IGNORE
DTE,2025-01-27,AR,NA,IGNORE
DTE,2025-07-29,BC,DOWN,ENTRY
DTE,2025-08-22,SOS,UP,ENTRY
DTEC,2025-10-08,SOS,UP,ENTRY
DTEC,2025-10-14,BC,DOWN,ENTRY
DTH,2025-08-22,BC,DOWN,ENTRY
DTI,2024-03-13,SOS,UP,ENTRY
DTI,2024-03-25,SC,NA,IGNORE
DTI,2024-03-28,AR,NA,IGNORE
DTI,2025-04-03,SOW,DOWN,ENTRY
DTI,2025-09-16,SPRING,UP,ENTRY
DTI,2025-09-24,BC,DOWN,ENTRY
DTIL,2024-02-26,SOS,UP,ENTRY
DTIL,2024-12-31,SOW,DOWN,ENTRY
DTIL,2025-01-02,SC,NA,IGNORE
DTIL,2025-01-10,AR,NA,IGNORE
DTIL,2025-10-17,BC,DOWN,ENTRY
DTM,2024-10-29,BC,DOWN,ENTRY
DTM,2024-11-07,SOS,UP,ENTRY
DTRE,2024-02-29,SOW,DOWN,ENTRY
DTRE,2024-10-14,SC,NA,IGNORE
DTRE,2024-10-15,AR,NA,IGNORE
DTSS,2024-01-30,SPRING,UP,ENTRY
DTSS,2024-03-05,SOS,UP,ENTRY
DTSS,2025-05-16,BC,DOWN,ENTRY
DTSS,2025-08-18,SC,NA,IGNORE
DTSS,2025-08-25,AR,NA,IGNORE
