symbol,event,direction,role,event_date,bar_index,impl
CZNC,BC,DOWN,ENTRY,2025-01-27,269,kapman_v0_handwritten_structural
CZNC,SOS,UP,ENTRY,2025-01-29,271,kapman_v0_handwritten_structural
CZNC,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
CZNC,AR,NA,IGNORE,2025-04-30,334,kapman_v0_handwritten_structural
CZR,SOS,UP,ENTRY,2024-04-04,66,kapman_v0_handwritten_structural
CZR,SC,NA,IGNORE,2024-05-01,85,kapman_v0_handwritten_structural
CZR,AR,NA,IGNORE,2024-05-03,87,kapman_v0_handwritten_structural
CZR,SOW,DOWN,ENTRY,2024-05-23,101,kapman_v0_handwritten_structural
CZR,SPRING,UP,ENTRY,2024-05-31,106,kapman_v0_handwritten_structural
CZR,BC,DOWN,ENTRY,2025-07-01,376,kapman_v0_handwritten_structural
D,SOW,DOWN,ENTRY,2024-03-01,43,kapman_v0_handwritten_structural
D,SPRING,UP,ENTRY,2024-07-31,147,kapman_v0_handwritten_structural
D,BC,DOWN,ENTRY,2024-10-16,201,kapman_v0_handwritten_structural
D,SOS,UP,ENTRY,2025-09-23,434,kapman_v0_handwritten_structural
D,SC,NA,IGNORE,2025-12-22,497,kapman_v0_handwritten_structural
D,AR,NA,IGNORE,2025-12-23,498,kapman_v0_handwritten_structural
DAC,SPRING,UP,ENTRY,2024-01-30,21,kapman_v0_handwritten_structural
DAC,SOW,DOWN,ENTRY,2024-03-04,44,kapman_v0_handwritten_structural
DAC,SC,NA,IGNORE,2024-08-05,150,kapman_v0_handwritten_structural
DAC,AR,NA,IGNORE,2024-08-19,160,kapman_v0_handwritten_structural
DAC,BC,DOWN,ENTRY,2025-11-18,474,kapman_v0_handwritten_structural
DAC,SOS,UP,ENTRY,2025-12-03,484,kapman_v0_handwritten_structural
DAIO,SOS,UP,ENTRY,2024-04-08,68,kapman_v0_handwritten_structural
DAIO,SPRING,UP,ENTRY,2024-07-26,144,kapman_v0_handwritten_structural
DAIO,SOW,DOWN,ENTRY,2024-08-15,158,kapman_v0_handwritten_structural
DAIO,SC,NA,IGNORE,2025-08-22,413,kapman_v0_handwritten_structural
DAIO,AR,NA,IGNORE,2025-08-25,414,kapman_v0_handwritten_structural
DAIO,BC,DOWN,ENTRY,2025-09-09,424,kapman_v0_handwritten_structural
DAKT,SOW,DOWN,ENTRY,2024-02-27,40,kapman_v0_handwritten_structural
DAKT,SC,NA,IGNORE,2025-03-05,295,kapman_v0_handwritten_structural
DAKT,AR,NA,IGNORE,2025-03-06,296,kapman_v0_handwritten_structural
DAKT,SOS,UP,ENTRY,2025-09-11,426,kapman_v0_handwritten_structural
DAKT,BC,DOWN,ENTRY,2025-12-10,489,kapman_v0_handwritten_structural
DAL,SOS,UP,ENTRY,2024-11-11,219,kapman_v0_handwritten_structural
DAL,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DAL,BC,DOWN,ENTRY,2025-07-10,382,kapman_v0_handwritten_structural
DALI,SOW,DOWN,ENTRY,2024-04-04,66,kapman_v0_handwritten_structural
DALI,SC,NA,IGNORE,2025-03-07,297,kapman_v0_handwritten_structural
DALI,AR,NA,IGNORE,2025-03-19,305,kapman_v0_handwritten_structural
DAN,SOS,UP,ENTRY,2024-03-08,48,kapman_v0_handwritten_structural
DAN,SPRING,UP,ENTRY,2024-09-20,183,kapman_v0_handwritten_structural
DAN,BC,DOWN,ENTRY,2024-10-14,199,kapman_v0_handwritten_structural
DAN,SOW,DOWN,ENTRY,2024-10-30,211,kapman_v0_handwritten_structural
DAN,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DAN,AR,NA,IGNORE,2025-04-30,334,kapman_v0_handwritten_structural
DAO,SC,NA,IGNORE,2024-07-30,146,kapman_v0_handwritten_structural
DAO,AR,NA,IGNORE,2024-08-02,149,kapman_v0_handwritten_structural
DAO,SOS,UP,ENTRY,2025-02-10,279,kapman_v0_handwritten_structural
DAO,BC,DOWN,ENTRY,2025-08-14,407,kapman_v0_handwritten_structural
DAPP,SC,NA,IGNORE,2024-08-05,150,kapman_v0_handwritten_structural
DAPP,SOS,UP,ENTRY,2024-11-07,217,kapman_v0_handwritten_structural
DAPP,BC,DOWN,ENTRY,2025-05-21,349,kapman_v0_handwritten_structural
DAPR,SOW,DOWN,ENTRY,2024-04-01,63,kapman_v0_handwritten_structural
DAPR,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DAPR,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DAR,SOS,UP,ENTRY,2024-02-28,41,kapman_v0_handwritten_structural
DAR,SOW,DOWN,ENTRY,2025-03-13,301,kapman_v0_handwritten_structural
DAR,SPRING,UP,ENTRY,2025-04-04,317,kapman_v0_handwritten_structural
DAR,SC,NA,IGNORE,2025-10-14,449,kapman_v0_handwritten_structural
DAR,AR,NA,IGNORE,2025-10-15,450,kapman_v0_handwritten_structural
DAR,BC,DOWN,ENTRY,2025-10-23,456,kapman_v0_handwritten_structural
DARE,SOW,DOWN,ENTRY,2024-02-26,39,kapman_v0_handwritten_structural
DARE,SOS,UP,ENTRY,2024-07-01,126,kapman_v0_handwritten_structural
DARE,SC,NA,IGNORE,2025-07-11,383,kapman_v0_handwritten_structural
DARE,AR,NA,IGNORE,2025-07-14,384,kapman_v0_handwritten_structural
DARE,BC,DOWN,ENTRY,2025-12-12,491,kapman_v0_handwritten_structural
DARP,SOW,DOWN,ENTRY,2024-03-14,52,kapman_v0_handwritten_structural
DARP,SC,NA,IGNORE,2025-09-02,419,kapman_v0_handwritten_structural
DARP,AR,NA,IGNORE,2025-09-09,424,kapman_v0_handwritten_structural
DASH,SOW,DOWN,ENTRY,2024-03-20,56,kapman_v0_handwritten_structural
DASH,SPRING,UP,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
DASH,SC,NA,IGNORE,2025-03-10,298,kapman_v0_handwritten_structural
DASH,AR,NA,IGNORE,2025-03-11,299,kapman_v0_handwritten_structural
DASH,BC,DOWN,ENTRY,2025-08-07,402,kapman_v0_handwritten_structural
DAT,BC,DOWN,ENTRY,2025-08-28,416,kapman_v0_handwritten_structural
DAUG,BC,DOWN,ENTRY,2025-08-20,411,kapman_v0_handwritten_structural
DAUG,SOS,UP,ENTRY,2025-10-10,447,kapman_v0_handwritten_structural
DAVA,SOS,UP,ENTRY,2024-02-29,42,kapman_v0_handwritten_structural
DAVA,BC,DOWN,ENTRY,2024-09-11,176,kapman_v0_handwritten_structural
DAVE,BC,DOWN,ENTRY,2025-05-08,340,kapman_v0_handwritten_structural
DAVE,SOS,UP,ENTRY,2025-05-29,354,kapman_v0_handwritten_structural
DAWN,SOS,UP,ENTRY,2024-02-27,40,kapman_v0_handwritten_structural
DAWN,SC,NA,IGNORE,2024-03-06,46,kapman_v0_handwritten_structural
DAWN,AR,NA,IGNORE,2024-03-20,56,kapman_v0_handwritten_structural
DAWN,SOW,DOWN,ENTRY,2024-04-25,81,kapman_v0_handwritten_structural
DAWN,SPRING,UP,ENTRY,2024-04-26,82,kapman_v0_handwritten_structural
DAWN,BC,DOWN,ENTRY,2025-10-02,441,kapman_v0_handwritten_structural
DAY,SPRING,UP,ENTRY,2024-06-21,97,kapman_v0_handwritten_structural
DAY,SOW,DOWN,ENTRY,2024-07-08,107,kapman_v0_handwritten_structural
DAY,SC,NA,IGNORE,2025-08-06,378,kapman_v0_handwritten_structural
DAY,AR,NA,IGNORE,2025-08-18,386,kapman_v0_handwritten_structural
DAY,BC,DOWN,ENTRY,2025-12-10,466,kapman_v0_handwritten_structural
DB,SPRING,UP,ENTRY,2024-02-01,23,kapman_v0_handwritten_structural
DB,SC,NA,IGNORE,2024-08-05,150,kapman_v0_handwritten_structural
DB,AR,NA,IGNORE,2024-08-06,151,kapman_v0_handwritten_structural
DB,BC,DOWN,ENTRY,2025-03-05,295,kapman_v0_handwritten_structural
DB,SOS,UP,ENTRY,2025-06-13,365,kapman_v0_handwritten_structural
DBAW,BC,DOWN,ENTRY,2024-03-20,56,kapman_v0_handwritten_structural
DBAW,SOS,UP,ENTRY,2024-05-23,101,kapman_v0_handwritten_structural
DBD,SOW,DOWN,ENTRY,2024-02-28,41,kapman_v0_handwritten_structural
DBD,SPRING,UP,ENTRY,2024-03-15,53,kapman_v0_handwritten_structural
DBD,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DBD,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DBD,BC,DOWN,ENTRY,2025-11-05,465,kapman_v0_handwritten_structural
DBEF,SC,NA,IGNORE,2024-08-05,150,kapman_v0_handwritten_structural
DBEF,AR,NA,IGNORE,2024-08-06,151,kapman_v0_handwritten_structural
DBEU,BC,DOWN,ENTRY,2025-10-01,440,kapman_v0_handwritten_structural
DBEU,SOS,UP,ENTRY,2025-11-13,471,kapman_v0_handwritten_structural
DBGI,BC,DOWN,ENTRY,2025-12-16,327,kapman_v0_handwritten_structural
DBI,SOS,UP,ENTRY,2024-02-27,40,kapman_v0_handwritten_structural
DBI,SPRING,UP,ENTRY,2024-09-11,176,kapman_v0_handwritten_structural
DBI,SOW,DOWN,ENTRY,2024-09-11,176,kapman_v0_handwritten_structural
DBI,SC,NA,IGNORE,2024-09-13,178,kapman_v0_handwritten_structural
DBI,AR,NA,IGNORE,2024-09-17,180,kapman_v0_handwritten_structural
DBI,BC,DOWN,ENTRY,2025-12-10,489,kapman_v0_handwritten_structural
DBJP,SC,NA,IGNORE,2024-08-05,150,kapman_v0_handwritten_structural
DBJP,AR,NA,IGNORE,2024-08-06,151,kapman_v0_handwritten_structural
DBJP,BC,DOWN,ENTRY,2025-07-23,391,kapman_v0_handwritten_structural
DBJP,SOS,UP,ENTRY,2025-09-19,432,kapman_v0_handwritten_structural
DBMF,SOS,UP,ENTRY,2024-02-26,39,kapman_v0_handwritten_structural
DBMF,BC,DOWN,ENTRY,2025-08-22,413,kapman_v0_handwritten_structural
DBRG,SOS,UP,ENTRY,2024-10-24,207,kapman_v0_handwritten_structural
DBRG,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DBRG,AR,NA,IGNORE,2025-05-01,335,kapman_v0_handwritten_structural
DBRG,BC,DOWN,ENTRY,2025-12-05,486,kapman_v0_handwritten_structural
DBVT,BC,DOWN,ENTRY,2025-03-28,312,kapman_v0_handwritten_structural
DBVT,SOS,UP,ENTRY,2025-04-02,315,kapman_v0_handwritten_structural
DBX,SOW,DOWN,ENTRY,2024-06-13,115,kapman_v0_handwritten_structural
DBX,SC,NA,IGNORE,2024-06-21,120,kapman_v0_handwritten_structural
DBX,AR,NA,IGNORE,2024-06-27,124,kapman_v0_handwritten_structural
DBX,SOS,UP,ENTRY,2025-01-28,270,kapman_v0_handwritten_structural
DBX,BC,DOWN,ENTRY,2025-11-07,467,kapman_v0_handwritten_structural
DC,BC,DOWN,ENTRY,2025-12-03,484,kapman_v0_handwritten_structural
DCBO,SOS,UP,ENTRY,2024-03-01,43,kapman_v0_handwritten_structural
DCBO,BC,DOWN,ENTRY,2024-08-08,153,kapman_v0_handwritten_structural
DCBO,SC,NA,IGNORE,2025-02-28,292,kapman_v0_handwritten_structural
DCBO,AR,NA,IGNORE,2025-03-05,295,kapman_v0_handwritten_structural
DCBO,SOW,DOWN,ENTRY,2025-05-09,341,kapman_v0_handwritten_structural
DCGO,SC,NA,IGNORE,2024-04-10,70,kapman_v0_handwritten_structural
DCI,SC,NA,IGNORE,2024-08-28,167,kapman_v0_handwritten_structural
DCI,BC,DOWN,ENTRY,2025-08-27,416,kapman_v0_handwritten_structural
DCI,SOS,UP,ENTRY,2025-11-03,463,kapman_v0_handwritten_structural
DCMT,BC,DOWN,ENTRY,2025-06-18,345,kapman_v0_handwritten_structural
DCO,SOW,DOWN,ENTRY,2024-03-20,56,kapman_v0_handwritten_structural
DCO,BC,DOWN,ENTRY,2025-07-14,384,kapman_v0_handwritten_structural
DCO,SPRING,UP,ENTRY,2025-07-14,384,kapman_v0_handwritten_structural
DCO,SOS,UP,ENTRY,2025-07-18,388,kapman_v0_handwritten_structural
DCO,SC,NA,IGNORE,2025-10-28,459,kapman_v0_handwritten_structural
DCO,AR,NA,IGNORE,2025-11-10,468,kapman_v0_handwritten_structural
DCOM,SOW,DOWN,ENTRY,2024-03-04,44,kapman_v0_handwritten_structural
DCOM,SPRING,UP,ENTRY,2024-07-15,135,kapman_v0_handwritten_structural
DCOM,SOS,UP,ENTRY,2024-10-21,204,kapman_v0_handwritten_structural
DCOM,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DCOM,AR,NA,IGNORE,2025-04-22,328,kapman_v0_handwritten_structural
DCOM,BC,DOWN,ENTRY,2025-06-26,373,kapman_v0_handwritten_structural
DCOMG,SOW,DOWN,ENTRY,2025-04-04,186,kapman_v0_handwritten_structural
DCOMG,SPRING,UP,ENTRY,2025-08-29,278,kapman_v0_handwritten_structural
DCOMG,SC,NA,IGNORE,2025-10-17,310,kapman_v0_handwritten_structural
DCOMG,AR,NA,IGNORE,2025-10-22,312,kapman_v0_handwritten_structural
DCOR,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DCOR,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DCRE,SOW,DOWN,ENTRY,2024-05-14,71,kapman_v0_handwritten_structural
DCRE,SC,NA,IGNORE,2025-07-23,368,kapman_v0_handwritten_structural
DCRE,AR,NA,IGNORE,2025-07-29,372,kapman_v0_handwritten_structural
DCTH,SOW,DOWN,ENTRY,2024-03-15,53,kapman_v0_handwritten_structural
DCTH,SPRING,UP,ENTRY,2024-07-19,139,kapman_v0_handwritten_structural
DCTH,SOS,UP,ENTRY,2025-01-13,260,kapman_v0_handwritten_structural
DCTH,BC,DOWN,ENTRY,2025-10-16,451,kapman_v0_handwritten_structural
DCTH,SC,NA,IGNORE,2025-10-20,453,kapman_v0_handwritten_structural
DCTH,AR,NA,IGNORE,2025-11-14,472,kapman_v0_handwritten_structural
DD,BC,DOWN,ENTRY,2024-05-01,85,kapman_v0_handwritten_structural
DD,SOS,UP,ENTRY,2024-06-24,121,kapman_v0_handwritten_structural
DD,SC,NA,IGNORE,2025-11-04,464,kapman_v0_handwritten_structural
DDC,BC,DOWN,ENTRY,2025-07-14,375,kapman_v0_handwritten_structural
DDD,SOS,UP,ENTRY,2024-02-28,41,kapman_v0_handwritten_structural
DDD,BC,DOWN,ENTRY,2025-08-27,416,kapman_v0_handwritten_structural
DDEC,BC,DOWN,ENTRY,2024-12-23,248,kapman_v0_handwritten_structural
DDEC,SOS,UP,ENTRY,2025-06-23,370,kapman_v0_handwritten_structural
DDI,BC,DOWN,ENTRY,2024-11-11,219,kapman_v0_handwritten_structural
DDIV,BC,DOWN,ENTRY,2024-11-05,215,kapman_v0_handwritten_structural
DDIV,SOS,UP,ENTRY,2024-11-21,227,kapman_v0_handwritten_structural
DDL,SOW,DOWN,ENTRY,2024-02-28,41,kapman_v0_handwritten_structural
DDL,SPRING,UP,ENTRY,2024-05-09,91,kapman_v0_handwritten_structural
DDL,SOS,UP,ENTRY,2024-09-30,189,kapman_v0_handwritten_structural
DDL,SC,NA,IGNORE,2025-08-21,412,kapman_v0_handwritten_structural
DDL,AR,NA,IGNORE,2025-08-22,413,kapman_v0_handwritten_structural
DDL,BC,DOWN,ENTRY,2025-12-17,494,kapman_v0_handwritten_structural
DDM,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DDM,BC,DOWN,ENTRY,2025-10-14,449,kapman_v0_handwritten_structural
DDM,SOS,UP,ENTRY,2025-11-13,471,kapman_v0_handwritten_structural
DDOG,BC,DOWN,ENTRY,2025-11-06,466,kapman_v0_handwritten_structural
DDS,SOS,UP,ENTRY,2024-07-11,133,kapman_v0_handwritten_structural
DDS,BC,DOWN,ENTRY,2025-07-01,376,kapman_v0_handwritten_structural
DDWM,SC,NA,IGNORE,2024-12-02,233,kapman_v0_handwritten_structural
DE,BC,DOWN,ENTRY,2025-02-13,282,kapman_v0_handwritten_structural
DE,SOS,UP,ENTRY,2025-07-10,382,kapman_v0_handwritten_structural
DEA,SC,NA,IGNORE,2025-02-25,289,kapman_v0_handwritten_structural
DEC,SOS,UP,ENTRY,2024-07-16,136,kapman_v0_handwritten_structural
DEC,BC,DOWN,ENTRY,2025-11-14,472,kapman_v0_handwritten_structural
DECK,BC,DOWN,ENTRY,2024-05-24,102,kapman_v0_handwritten_structural
DECK,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
DECK,AR,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DECK,SOW,DOWN,ENTRY,2025-12-01,482,kapman_v0_handwritten_structural
DECO,BC,DOWN,ENTRY,2025-09-22,258,kapman_v0_handwritten_structural
DECO,SOS,UP,ENTRY,2025-10-07,269,kapman_v0_handwritten_structural
DECP,SOW,DOWN,ENTRY,2024-08-12,53,kapman_v0_handwritten_structural
DECP,SC,NA,IGNORE,2024-08-13,54,kapman_v0_handwritten_structural
DECP,AR,NA,IGNORE,2024-08-14,55,kapman_v0_handwritten_structural
DECP,BC,DOWN,ENTRY,2024-11-06,114,kapman_v0_handwritten_structural
DECP,SOS,UP,ENTRY,2024-11-27,129,kapman_v0_handwritten_structural
DECU,SOW,DOWN,ENTRY,2025-01-30,39,kapman_v0_handwritten_structural
DECU,SC,NA,IGNORE,2025-11-21,244,kapman_v0_handwritten_structural
DECU,AR,NA,IGNORE,2025-11-24,245,kapman_v0_handwritten_structural
DECZ,BC,DOWN,ENTRY,2025-10-01,440,kapman_v0_handwritten_structural
DEED,BC,DOWN,ENTRY,2025-09-11,426,kapman_v0_handwritten_structural
DEEF,SOW,DOWN,ENTRY,2024-03-20,56,kapman_v0_handwritten_structural
DEEF,BC,DOWN,ENTRY,2025-05-01,335,kapman_v0_handwritten_structural
DEEF,SC,NA,IGNORE,2025-11-25,479,kapman_v0_handwritten_structural
DEEF,AR,NA,IGNORE,2025-12-03,484,kapman_v0_handwritten_structural
DEEP,BC,DOWN,ENTRY,2024-09-18,181,kapman_v0_handwritten_structural
DEEP,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
DEEP,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DEHP,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DELL,SOS,UP,ENTRY,2024-05-29,104,kapman_v0_handwritten_structural
DELL,BC,DOWN,ENTRY,2025-10-08,445,kapman_v0_handwritten_structural
DEM,BC,DOWN,ENTRY,2025-09-11,426,kapman_v0_handwritten_structural
DEMZ,SOW,DOWN,ENTRY,2024-03-12,50,kapman_v0_handwritten_structural
DEMZ,SC,NA,IGNORE,2025-03-14,302,kapman_v0_handwritten_structural
DEMZ,AR,NA,IGNORE,2025-03-31,313,kapman_v0_handwritten_structural
DENN,SOS,UP,ENTRY,2024-03-22,58,kapman_v0_handwritten_structural
DENN,BC,DOWN,ENTRY,2025-09-15,428,kapman_v0_handwritten_structural
DEO,SOS,UP,ENTRY,2024-03-14,52,kapman_v0_handwritten_structural
DEO,BC,DOWN,ENTRY,2025-10-16,451,kapman_v0_handwritten_structural
DERM,BC,DOWN,ENTRY,2025-10-30,461,kapman_v0_handwritten_structural
DES,SOS,UP,ENTRY,2024-07-16,136,kapman_v0_handwritten_structural
DES,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
DES,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DES,BC,DOWN,ENTRY,2025-07-01,376,kapman_v0_handwritten_structural
DESK,SOS,UP,ENTRY,2024-03-01,43,kapman_v0_handwritten_structural
DESK,BC,DOWN,ENTRY,2024-05-21,99,kapman_v0_handwritten_structural
DESK,SPRING,UP,ENTRY,2024-05-29,104,kapman_v0_handwritten_structural
DESK,SOW,DOWN,ENTRY,2024-05-29,104,kapman_v0_handwritten_structural
DESK,SC,NA,IGNORE,2024-05-31,106,kapman_v0_handwritten_structural
DESK,AR,NA,IGNORE,2024-06-06,110,kapman_v0_handwritten_structural
DEVS,SOS,UP,ENTRY,2025-08-08,186,kapman_v0_handwritten_structural
DEVS,BC,DOWN,ENTRY,2025-12-04,268,kapman_v0_handwritten_structural
DFAC,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DFAC,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFAE,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFAI,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFAI,AR,NA,IGNORE,2025-04-11,322,kapman_v0_handwritten_structural
DFAI,BC,DOWN,ENTRY,2025-06-23,370,kapman_v0_handwritten_structural
DFAI,SOS,UP,ENTRY,2025-07-23,391,kapman_v0_handwritten_structural
DFAS,SOS,UP,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
DFAS,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
DFAS,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFAS,BC,DOWN,ENTRY,2025-07-01,376,kapman_v0_handwritten_structural
DFAT,BC,DOWN,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
DFAT,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
DFAT,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFAT,SOS,UP,ENTRY,2025-12-10,489,kapman_v0_handwritten_structural
DFAU,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DFAU,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFCA,SOW,DOWN,ENTRY,2025-04-04,317,kapman_v0_handwritten_structural
DFCA,SC,NA,IGNORE,2025-12-12,491,kapman_v0_handwritten_structural
DFCA,AR,NA,IGNORE,2025-12-17,494,kapman_v0_handwritten_structural
DFCF,BC,DOWN,ENTRY,2024-08-02,149,kapman_v0_handwritten_structural
DFCF,SOS,UP,ENTRY,2024-09-06,173,kapman_v0_handwritten_structural
DFEB,SOW,DOWN,ENTRY,2024-04-04,66,kapman_v0_handwritten_structural
DFEB,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DFEB,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFEN,BC,DOWN,ENTRY,2024-11-08,218,kapman_v0_handwritten_structural
DFEN,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFEN,SOS,UP,ENTRY,2025-06-10,362,kapman_v0_handwritten_structural
DFEV,SOS,UP,ENTRY,2024-05-23,101,kapman_v0_handwritten_structural
DFEV,BC,DOWN,ENTRY,2024-12-16,243,kapman_v0_handwritten_structural
DFEV,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFH,BC,DOWN,ENTRY,2024-02-29,42,kapman_v0_handwritten_structural
DFH,SOW,DOWN,ENTRY,2025-02-21,287,kapman_v0_handwritten_structural
DFH,SC,NA,IGNORE,2025-02-25,289,kapman_v0_handwritten_structural
DFH,AR,NA,IGNORE,2025-03-04,294,kapman_v0_handwritten_structural
DFH,SPRING,UP,ENTRY,2025-04-04,317,kapman_v0_handwritten_structural
DFIC,SC,NA,IGNORE,2024-12-20,247,kapman_v0_handwritten_structural
DFIN,SOW,DOWN,ENTRY,2024-11-01,213,kapman_v0_handwritten_structural
DFIN,SPRING,UP,ENTRY,2024-11-05,215,kapman_v0_handwritten_structural
DFIN,SC,NA,IGNORE,2024-11-06,216,kapman_v0_handwritten_structural
DFIN,AR,NA,IGNORE,2024-11-07,217,kapman_v0_handwritten_structural
DFIV,SC,NA,IGNORE,2024-12-20,247,kapman_v0_handwritten_structural
DFJ,SC,NA,IGNORE,2024-08-02,149,kapman_v0_handwritten_structural
DFJ,AR,NA,IGNORE,2024-08-06,151,kapman_v0_handwritten_structural
DFJ,BC,DOWN,ENTRY,2025-12-10,489,kapman_v0_handwritten_structural
DFLI,SOS,UP,ENTRY,2024-11-22,228,kapman_v0_handwritten_structural
DFLI,BC,DOWN,ENTRY,2025-10-02,441,kapman_v0_handwritten_structural
DFLV,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DFLV,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFNL,BC,DOWN,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
DFNL,SOS,UP,ENTRY,2024-11-26,230,kapman_v0_handwritten_structural
DFNM,SC,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFNM,AR,NA,IGNORE,2025-04-10,321,kapman_v0_handwritten_structural
DFSB,SC,NA,IGNORE,2025-01-08,258,kapman_v0_handwritten_structural
DFSB,AR,NA,IGNORE,2025-01-16,263,kapman_v0_handwritten_structural
DFSB,BC,DOWN,ENTRY,2025-07-11,383,kapman_v0_handwritten_structural
DFSE,BC,DOWN,ENTRY,2025-07-01,376,kapman_v0_handwritten_structural
DFSE,SOS,UP,ENTRY,2025-07-24,392,kapman_v0_handwritten_structural
DFSU,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DFSU,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFSV,BC,DOWN,ENTRY,2024-11-06,216,kapman_v0_handwritten_structural
DFSV,SC,NA,IGNORE,2025-04-04,317,kapman_v0_handwritten_structural
DFSV,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFSV,SOS,UP,ENTRY,2025-12-10,489,kapman_v0_handwritten_structural
DFUS,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DFUS,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFUV,SC,NA,IGNORE,2025-04-07,318,kapman_v0_handwritten_structural
DFUV,AR,NA,IGNORE,2025-04-09,320,kapman_v0_handwritten_structural
DFVX,SPRING,UP,ENTRY,2024-02-21,36,kapman_v0_handwritten_structural
DFVX,SC,NA,IGNORE,2024-08-02,149,kapman_v0_handwritten_structural
DFVX,AR,NA,IGNORE,2024-08-06,151,kapman_v0_handwritten_structural
DFVX,SOW,DOWN,ENTRY,2025-04-04,317,kapman_v0_handwritten_structural
DG,SOS,UP,ENTRY,2024-03-01,43,kapman_v0_handwritten_structural
DG,BC,DOWN,ENTRY,2025-12-05,486,kapman_v0_handwritten_structural
DGCB,BC,DOWN,ENTRY,2025-09-16,429,kapman_v0_handwritten_structural
DGICA,SOW,DOWN,ENTRY,2024-06-21,120,kapman_v0_handwritten_structural
DGICA,SPRING,UP,ENTRY,2024-06-26,123,kapman_v0_handwritten_structural
DGICA,SC,NA,IGNORE,2024-06-28,125,kapman_v0_handwritten_structural
DGICA,AR,NA,IGNORE,2024-07-11,133,kapman_v0_handwritten_structural
DGICA,BC,DOWN,ENTRY,2025-12-10,489,kapman_v0_handwritten_structural
DGICB,BC,DOWN,ENTRY,2025-06-20,226,kapman_v0_handwritten_structural
DGII,BC,DOWN,ENTRY,2025-02-06,277,kapman_v0_handwritten_structural
DGII,SOS,UP,ENTRY,2025-09-18,431,kapman_v0_handwritten_structural
DGIN,SOW,DOWN,ENTRY,2024-03-13,51,kapman_v0_handwritten_structural
DGIN,BC,DOWN,ENTRY,2024-07-01,126,kapman_v0_handwritten_structural
DGIN,SOS,UP,ENTRY,2024-08-28,167,kapman_v0_handwritten_structural
DGIN,SC,NA,IGNORE,2024-11-06,216,kapman_v0_handwritten_structural
DGIN,AR,NA,IGNORE,2024-11-11,219,kapman_v0_handwritten_structural
DGLY,SOS,UP,ENTRY,2024-02-29,42,kapman_v0_handwritten_structural
