symbol,date,event,prior_regime,base_event,detector
PCYO,2024-12-03,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PD,2025-04-04,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
PD,2025-04-09,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PDBA,2024-03-18,BC:UNKNOWN,UNKNOWN,BC,contextual
PDBA,2024-04-08,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PDCC,2024-09-17,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PDCC,2025-06-24,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PDD,2024-05-02,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PDD,2025-08-21,BC:MARKUP,MARKUP,BC,contextual
PDEX,2025-04-07,BC:UNKNOWN,UNKNOWN,BC,contextual
PDFS,2024-05-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PDFS,2025-04-07,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
PDFS,2025-04-09,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PDFS,2025-09-23,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PDLB,2024-04-19,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PDLB,2024-08-23,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PDLB,2025-11-05,BC:NONE,NONE,BC,contextual
PDLB,2025-11-05,BC:NONE,NONE,BC,contextual
PDLB,2025-11-10,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PDLB,2025-11-10,SOS:NONE,NONE,SOS,contextual
PDN,2024-07-16,BC:UNKNOWN,UNKNOWN,BC,contextual
PDN,2024-08-23,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PDS,2024-04-02,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PDS,2025-10-23,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PDSB,2024-02-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PDSB,2024-03-04,SOS:MARKUP,MARKUP,SOS,contextual
PDSB,2025-05-20,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PDSB,2025-10-29,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
PDSB,2025-12-09,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PDSB,2025-12-09,SPRING:NONE,NONE,SPRING,contextual
PDYN,2024-12-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PDYN,2025-09-25,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PEB,2024-03-25,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PEB,2024-07-25,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PEBK,2024-09-06,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PEBK,2024-11-06,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PEBO,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
PECO,2024-06-20,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
PECO,2025-12-17,BC:NONE,NONE,BC,contextual
PECO,2025-12-17,BC:NONE,NONE,BC,contextual
PEG,2024-02-27,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PEG,2024-04-15,SOW:MARKDOWN,MARKDOWN,SOW,contextual
PEG,2024-05-01,BC:MARKDOWN,MARKDOWN,BC,contextual
PEG,2024-09-11,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
PEGA,2024-02-14,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
PEGA,2024-02-15,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
PEGA,2024-07-25,SOS:MARKUP,MARKUP,SOS,contextual
PEGA,2025-08-07,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
PEGA,2025-10-23,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PEJ,2024-03-20,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PELI,2025-11-07,BC:NONE,NONE,BC,contextual
PELI,2025-11-07,BC:NONE,NONE,BC,contextual
PEMX,2025-10-29,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
PEMX,2025-11-14,BC:NONE,NONE,BC,contextual
PEMX,2025-11-14,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PEN,2025-02-19,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
PEN,2025-07-30,BC:MARKUP,MARKUP,BC,contextual
PENG,2025-09-10,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PENG,2025-10-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PENN,2024-06-20,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PENN,2025-07-10,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PEP,2024-03-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PEP,2025-06-25,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
PEP,2025-10-10,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PEPG,2024-03-07,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PEPG,2025-09-25,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PEPS,2025-01-07,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PEPS,2025-11-11,BC:MARKDOWN,MARKDOWN,BC,contextual
PEPS,2025-11-11,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PERF,2024-02-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PERF,2024-03-04,SOS:MARKUP,MARKUP,SOS,contextual
PERF,2025-11-03,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PERF,2025-11-03,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PERI,2024-04-08,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PERI,2025-05-13,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PESI,2024-03-04,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PESI,2024-03-20,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PESI,2024-04-03,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PESI,2024-10-21,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
PETS,2024-04-29,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PETS,2024-08-07,SOW:MARKUP,MARKUP,SOW,contextual
PETS,2024-10-03,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
PETS,2025-10-22,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PETZ,2025-12-22,BC:NONE,NONE,BC,contextual
PETZ,2025-12-22,BC:NONE,NONE,BC,contextual
PEX,2024-08-05,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PEX,2024-12-24,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
PEXL,2025-12-10,BC:NONE,NONE,BC,contextual
PEXL,2025-12-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PEY,2024-08-01,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PEY,2025-10-14,BC:MARKUP,MARKUP,BC,contextual
PEZ,2024-03-08,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PEZ,2024-05-29,BC:MARKDOWN,MARKDOWN,BC,contextual
PEZ,2024-08-23,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PEZ,2024-09-11,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
PFAI,2025-10-15,BC:UNKNOWN,UNKNOWN,BC,contextual
PFBC,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
PFBC,2025-12-12,SOS:NONE,NONE,SOS,contextual
PFBC,2025-12-12,SOS:NONE,NONE,SOS,contextual
PFE,2024-03-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PFE,2024-04-25,SOW:MARKUP,MARKUP,SOW,contextual
PFE,2024-12-20,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
PFE,2025-10-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PFEB,2025-02-03,BC:UNKNOWN,UNKNOWN,BC,contextual
PFEB,2025-07-24,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PFF,2024-03-25,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PFF,2025-07-02,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PFFV,2024-05-01,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PFFV,2025-07-01,BC:MARKUP,MARKUP,BC,contextual
PFGC,2025-09-17,BC:UNKNOWN,UNKNOWN,BC,contextual
PFIG,2024-03-18,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PFIG,2024-12-31,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
PFIS,2024-05-14,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
PFIS,2024-06-03,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
PFIS,2024-11-06,SOS:MARKDOWN,MARKDOWN,SOS,contextual
PFIS,2025-12-10,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PFIS,2025-12-10,BC:NONE,NONE,BC,contextual
PFIX,2024-04-15,BC:UNKNOWN,UNKNOWN,BC,contextual
PFIX,2025-01-10,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PFLT,2024-07-15,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PFLT,2025-02-11,BC:MARKUP,MARKUP,BC,contextual
PFM,2024-09-11,BC:UNKNOWN,UNKNOWN,BC,contextual
PFRL,2024-03-08,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PFS,2024-03-26,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PFS,2024-03-27,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PFS,2024-11-06,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PFSI,2024-03-18,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
PFSI,2024-10-04,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
PFSI,2025-04-04,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PFX,2025-02-18,BC:UNKNOWN,UNKNOWN,BC,contextual
PFXNZ,2024-04-24,BC:UNKNOWN,UNKNOWN,BC,contextual
PFXNZ,2024-04-24,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PFXNZ,2025-01-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PFXNZ,2025-05-22,SPRING:MARKUP,MARKUP,SPRING,contextual
PG,2024-01-30,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
PG,2024-02-15,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
PG,2024-04-03,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
PG,2024-08-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PG,2024-10-18,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PGC,2024-10-23,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PGC,2025-06-27,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PGEN,2025-11-14,BC:NONE,NONE,BC,contextual
PGEN,2025-11-14,BC:NONE,NONE,BC,contextual
PGJ,2024-02-09,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
PGJ,2024-08-01,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
PGJ,2025-09-11,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PGNY,2024-02-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PGNY,2024-05-07,SOS:MARKUP,MARKUP,SOS,contextual
PGNY,2024-09-19,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
PGNY,2025-11-07,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PGNY,2025-11-07,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PGR,2024-03-06,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PGR,2024-03-15,BC:MARKDOWN,MARKDOWN,BC,contextual
PGR,2024-05-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PGRE,2025-08-27,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PGY,2025-07-17,BC:UNKNOWN,UNKNOWN,BC,contextual
PH,2024-02-02,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
PH,2024-06-14,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
PH,2025-01-30,BC:MARKDOWN,MARKDOWN,BC,contextual
PH,2025-08-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PHAR,2024-03-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PHAR,2024-04-25,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
PHAR,2024-05-21,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
PHAR,2024-10-01,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PHAR,2024-12-23,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
PHAT,2024-08-23,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PHAT,2025-08-22,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PHDG,2024-08-05,BC:UNKNOWN,UNKNOWN,BC,contextual
PHEQ,2024-08-27,BC:UNKNOWN,UNKNOWN,BC,contextual
PHEQ,2024-10-15,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PHG,2024-04-29,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PHG,2025-07-23,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PHGE,2024-02-29,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PHGE,2024-07-22,SOW:MARKDOWN,MARKDOWN,SOW,contextual
PHGE,2024-08-26,SOS:MARKDOWN,MARKDOWN,SOS,contextual
PHGE,2025-08-06,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PHI,2024-03-11,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PHI,2024-10-11,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PHI,2024-12-20,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
PHI,2024-12-23,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PHIO,2024-07-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PHIO,2025-09-29,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PHM,2024-03-14,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PHM,2024-07-11,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
PHM,2024-07-16,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
PHM,2025-07-01,BC:MARKUP,MARKUP,BC,contextual
PHOE,2025-10-07,BC:UNKNOWN,UNKNOWN,BC,contextual
PHOE,2025-10-22,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PHR,2024-12-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PHR,2025-01-28,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PHUN,2024-02-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PHUN,2024-03-01,SOS:MARKUP,MARKUP,SOS,contextual
PHUN,2025-10-06,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PHVS,2025-12-03,BC:NONE,NONE,BC,contextual
PHVS,2025-12-03,BC:NONE,NONE,BC,contextual
PHYD,2024-04-11,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PI,2025-10-23,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PIFI,2024-03-20,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PIFI,2024-09-24,SOS:MARKDOWN,MARKDOWN,SOS,contextual
PIFI,2025-12-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PIFI,2025-12-01,BC:NONE,NONE,BC,contextual
PII,2024-03-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PII,2025-10-14,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PIII,2024-03-13,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PIII,2024-10-17,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PIII,2024-10-17,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
PIII,2024-11-13,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
PILL,2024-04-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PILL,2024-07-11,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PIN,2024-02-28,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PIN,2024-03-13,SOW:MARKDOWN,MARKDOWN,SOW,contextual
PINE,2024-07-25,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PINE,2025-11-11,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PINE,2025-11-11,BC:NONE,NONE,BC,contextual
PINK,2024-09-11,BC:UNKNOWN,UNKNOWN,BC,contextual
PINK,2025-11-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PINK,2025-11-11,SOS:NONE,NONE,SOS,contextual
PINS,2024-05-01,BC:UNKNOWN,UNKNOWN,BC,contextual
PINS,2024-06-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PIO,2024-07-01,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PIO,2024-09-30,BC:MARKDOWN,MARKDOWN,BC,contextual
PIO,2025-01-16,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
PIO,2025-06-23,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
PIPE,2025-12-04,BC:NONE,NONE,BC,contextual
PIPE,2025-12-04,BC:NONE,NONE,BC,contextual
PIPR,2024-04-03,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PIPR,2024-05-02,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PIPR,2024-11-06,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PIPR,2025-09-17,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PJAN,2025-10-14,BC:UNKNOWN,UNKNOWN,BC,contextual
PJBF,2024-07-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PJBF,2024-11-06,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PJFG,2025-04-07,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
PJFG,2025-04-08,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
PJFM,2025-11-10,BC:NONE,NONE,BC,contextual
PJFM,2025-11-10,BC:NONE,NONE,BC,contextual
PJFV,2025-10-24,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PJIO,2025-07-15,BC:UNKNOWN,UNKNOWN,BC,contextual
PJIO,2025-10-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PJP,2025-10-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PJP,2025-11-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PJP,2025-11-11,SOS:NONE,NONE,SOS,contextual
PJT,2024-03-04,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PJT,2024-07-25,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PJT,2024-11-06,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PJT,2025-02-04,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PJUL,2024-12-20,BC:UNKNOWN,UNKNOWN,BC,contextual
PJUL,2025-02-21,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PJUN,2024-06-03,BC:UNKNOWN,UNKNOWN,BC,contextual
PJUN,2024-06-05,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PK,2025-04-03,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PK,2025-04-09,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
PKB,2025-07-22,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PKB,2025-08-12,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PKBK,2024-03-04,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PKBK,2024-11-06,BC:MARKDOWN,MARKDOWN,BC,contextual
PKBK,2025-04-30,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
PKBK,2025-12-10,SOS:NONE,NONE,SOS,contextual
PKBK,2025-12-10,SOS:MARKUP,MARKUP,SOS,contextual
PKE,2025-09-29,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PKE,2025-10-13,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
PKG,2024-10-23,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PKG,2025-10-23,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
PKOH,2024-02-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PKOH,2024-03-06,SOS:MARKUP,MARKUP,SOS,contextual
PKOH,2025-11-05,BC:NONE,NONE,BC,contextual
PKOH,2025-11-05,BC:NONE,NONE,BC,contextual
PKX,2024-03-08,SOS:UNKNOWN,UNKNOWN,SOS,contextual
PKX,2025-07-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PL,2024-05-01,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
PL,2025-12-11,BC:ACCUMULATION,ACCUMULATION,BC,contextual
PL,2025-12-11,BC:NONE,NONE,BC,contextual
PLAB,2025-12-10,BC:NONE,NONE,BC,contextual
PLAB,2025-12-10,BC:NONE,NONE,BC,contextual
PLAG,2024-04-17,SOW:UNKNOWN,UNKNOWN,SOW,contextual
PLAG,2024-11-14,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
PLAG,2025-03-31,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
