date,symbol,sequence_id,detector,event,fwd_5,fwd_10,fwd_20
2024-04-01,PBL,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.004686294770851918,-0.025105150558134892,-0.02182692727510882
2025-07-28,PBM,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.5038251366120219,-0.5792349726775956,-0.6469945355191258
2025-10-22,PBMR,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.005708068295949165,0.004358888516906578,-3.3478406427867036e-05
2025-09-25,PBMY,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.003383743746875556,0.004087698476125112,0.005941105855066908
2025-09-24,PBNV,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0037786259541983114,0.005551700208188848,0.006939625260235838
2025-10-02,PBOC,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0014927351232203456,-0.004610737927330355,0.005810506344124278
2025-11-12,PBR,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0030816640986131016,-0.024653312788906034,-0.06394453004622491
2025-11-12,PBR.A,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.004905968928863302,-0.01635322976287823,-0.05396565821749799
2025-09-05,PBSE,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0064800106367344235,0.012239242552536389,0.013477862296275012
2025-08-13,PBT,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.012562814070351758,0.03391959798994981,0.13190954773869334
2025-02-04,PBTP,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.00012070758004667503,0.002067604032411907,0.009271120906163555
2025-10-07,PBW,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.07844961240310089,0.02139534883720917,-0.033488372093023244
2025-11-10,PBYI,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.04862579281183921,0.052854122621564414,0.16701902748414366
2025-12-19,PCB,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,,,
2025-07-29,PCCE,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.014383043149129526,0.0003103709311127467,0.05375473126419372
2024-07-18,PCEF,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.011591148577449917,0.0005268703898839711,0.005268703898840821
2025-10-16,PCEM,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.009829309212925796,0.016540229046611676,-0.006127361587278446
2025-07-02,PCFI,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.00466436828229555,0.005881160008111896,-0.0024335834516325816
2024-12-04,PCG,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.034600389863547854,-0.06432748538011701,-0.005847953216374324
2025-07-31,PCH,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.05306921007581322,0.07067742724382486,0.019809244314013208
2025-02-19,PCOR,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.09169750231267348,-0.11644310823311754,-0.19264569842738222
2025-04-10,PCRX,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.040523427606584894,0.08569016462642454,0.06036302237230906
2025-12-18,PCSA,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,,,
2025-10-16,PCT,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.06940509915014159,-0.1968838526912181,-0.37110481586402255
