symbol,date,event,score,detector
PBJN,2024-08-05,SOW,2.621679819229183,baseline
PBJN,2025-04-09,SC,4.063682692406659,baseline
PBJN,2025-04-11,AR,1.0175111858607737,baseline
PBL,2024-03-05,SOW,2.5505999906538186,baseline
PBL,2024-03-27,BC,4.2522672417919285,baseline
PBL,2024-04-01,AR_TOP,1.7555880056973998,baseline
PBL,2024-05-24,SOS,6.038607281903356,baseline
PBL,2024-05-24,UT,6.038607281903356,baseline
PBL,2024-06-13,SPRING,1.9888198586991055,baseline
PBL,2024-12-27,SC,5.646712200379619,baseline
PBL,2025-01-06,AR,0.791639830863718,baseline
PBM,2025-07-22,BC,2.6596187987383955,baseline
PBM,2025-07-28,AR_TOP,1.387207739757032,baseline
PBMR,2025-10-15,BC,5.286264050765822,baseline
PBMR,2025-10-22,AR_TOP,1.4546746941760635,baseline
PBMR,2025-11-11,SOS,2.250609684683442,baseline
PBMY,2025-09-02,BC,5.373871340782326,baseline
PBMY,2025-09-25,AR_TOP,2.0361008911628327,baseline
PBMY,2025-10-01,SOS,1.674955377156564,baseline
PBNV,2025-09-12,BC,4.387235752507816,baseline
PBNV,2025-09-24,AR_TOP,0.5690097368068567,baseline
PBNV,2025-10-09,SOS,2.7443432750504106,baseline
PBOC,2025-10-01,BC,6.1008527086444735,baseline
PBOC,2025-10-02,AR_TOP,3.003286380572132,baseline
PBOC,2025-12-10,SOS,3.1044703268224936,baseline
PBP,2025-04-07,SC,2.426028554157168,baseline
PBP,2025-04-09,AR,4.422836911256989,baseline
PBR,2024-02-28,SOS,4.88581087163338,baseline
PBR,2024-03-08,SOS,2.6858560092349593,baseline
PBR,2024-06-12,UT,1.0248393820249315,baseline
PBR,2025-02-27,SC,5.730521237805619,baseline
PBR,2025-03-05,AR,0.7524831129244449,baseline
PBR,2025-04-04,SPRING,3.070976103198667,baseline
PBR,2025-04-07,SOW,2.986884569811384,baseline
PBR,2025-11-07,BC,4.114064850738556,baseline
PBR,2025-11-12,AR_TOP,1.8270440492058553,baseline
PBR.A,2024-02-28,SOS,5.443304335209434,baseline
PBR.A,2024-03-11,SOS,2.5381503404708194,baseline
PBR.A,2024-08-01,UT,2.035635646755999,baseline
PBR.A,2025-02-27,SC,4.971071204946732,baseline
PBR.A,2025-03-05,AR,1.6444188705753366,baseline
PBR.A,2025-04-07,SOW,3.258711351360186,baseline
PBR.A,2025-09-10,SPRING,1.3306099109947296,baseline
PBR.A,2025-11-07,BC,3.819127100557881,baseline
PBR.A,2025-11-12,AR_TOP,1.5349868300334082,baseline
PBSE,2024-08-16,SOW,4.753547794708785,baseline
PBSE,2025-01-02,SC,2.1771298956575307,baseline
PBSE,2025-01-03,AR,0.6474288072491486,baseline
PBSE,2025-09-02,BC,5.808410279010014,baseline
PBSE,2025-09-05,AR_TOP,3.855793884014124,baseline
PBSE,2025-09-17,SOS,1.562222691527542,baseline
PBSE,2025-10-08,UT,-0.8718872861741079,baseline
PBT,2025-04-07,SC,2.883696333517943,baseline
PBT,2025-04-09,AR,1.6901888116644377,baseline
PBT,2025-08-05,BC,2.1385868334052107,baseline
PBT,2025-08-13,AR_TOP,2.3157901905554166,baseline
PBT,2025-08-26,UT,0.6145778507056546,baseline
PBT,2025-09-02,SOS,1.925741591671004,baseline
PBTP,2025-01-31,BC,4.073392321739446,baseline
PBTP,2025-02-04,AR_TOP,0.9703577222849449,baseline
PBTP,2025-02-21,SOS,1.7057035160971274,baseline
PBUS,2025-04-07,SC,3.3824053459169496,baseline
PBUS,2025-04-09,AR,4.163743996147205,baseline
PBW,2025-04-09,SC,2.2328586681879594,baseline
PBW,2025-10-01,BC,2.119728384269214,baseline
PBW,2025-10-07,AR_TOP,2.416038920983295,baseline
PBW,2025-10-14,SOS,4.173360603759727,baseline
PBW,2025-10-16,UT,2.844015394222196,baseline
PBYI,2024-02-21,UT,,baseline
PBYI,2024-02-29,SOS,1.8490355769806757,baseline
PBYI,2025-11-07,BC,5.713558173558168,baseline
PBYI,2025-11-10,AR_TOP,4.934024942274999,baseline
PCAR,2025-04-09,SC,2.31709598573187,baseline
PCAR,2025-11-21,BC,2.425562747511791,baseline
PCB,2024-02-07,SPRING,,baseline
PCB,2024-03-05,SOW,2.000498127720238,baseline
PCB,2025-04-08,SC,4.002937906279812,baseline
PCB,2025-04-09,AR,3.510448940403928,baseline
PCB,2025-12-10,BC,4.280631470988333,baseline
PCB,2025-12-19,AR_TOP,2.469336855416598,baseline
PCCE,2024-05-02,SPRING,,baseline
PCCE,2024-06-27,SOW,5.690196506732688,baseline
PCCE,2024-10-07,SOS,2.0730734640006294,baseline
PCCE,2025-01-28,SC,3.371839613935445,baseline
PCCE,2025-01-30,AR,3.439046286119618,baseline
PCCE,2025-07-28,BC,2.3217179536922945,baseline
PCCE,2025-07-29,AR_TOP,4.472869664988948,baseline
PCCE,2025-08-13,UT,2.974777657341436,baseline
PCEF,2024-03-14,SOW,2.6425638813190413,baseline
PCEF,2024-06-24,BC,3.04875911286023,baseline
PCEF,2024-07-18,AR_TOP,3.1175862099340277,baseline
PCEF,2024-10-15,SOS,1.7061960444186806,baseline
PCEF,2024-12-16,UT,0.04357921758441859,baseline
PCEF,2025-03-04,SC,6.03029503129311,baseline
PCEF,2025-03-07,AR,0.6961536275924802,baseline
PCEM,2025-08-28,UT,-0.4274379663650589,baseline
PCEM,2025-09-16,SOS,2.775870680115804,baseline
PCEM,2025-10-02,BC,3.7105498021740337,baseline
PCEM,2025-10-09,SC,4.7450734672815384,baseline
PCEM,2025-10-16,AR_TOP,4.329677055695079,baseline
PCFI,2025-06-26,BC,4.381685758892554,baseline
PCFI,2025-07-02,AR_TOP,0.8143592151290122,baseline
PCFI,2025-07-25,UT,5.429251404042211,baseline
PCFI,2025-10-24,SC,3.3035844045683573,baseline
PCFI,2025-10-28,AR,1.185231023628711,baseline
PCFI,2025-10-30,SOW,2.1559702664784144,baseline
PCG,2024-11-13,UT,0.2735571016744634,baseline
PCG,2024-12-02,BC,5.291754039790648,baseline
PCG,2024-12-04,AR_TOP,1.492662248293419,baseline
PCH,2024-03-04,SOS,2.6008619165661617,baseline
PCH,2024-04-12,UT,0.5240757441975299,baseline
PCH,2025-07-29,BC,2.4892928333095723,baseline
PCH,2025-07-31,AR_TOP,1.2840667254328209,baseline
PCHI,2025-09-08,BC,4.046132552082818,baseline
PCL,2025-11-12,SC,6.244937138417964,baseline
PCLA,2025-04-10,UT,-0.6843315008371599,baseline
PCLA,2025-05-23,SOS,2.9324010765467614,baseline
PCLA,2025-12-23,BC,6.244276330426625,baseline
PCOR,2024-08-02,SC,5.993719144435404,baseline
PCOR,2024-08-19,AR,0.5635461509317204,baseline
PCOR,2025-02-14,BC,4.568578512381238,baseline
PCOR,2025-02-19,AR_TOP,0.5207757088091433,baseline
