date,symbol,transition,prior_regime,new_regime,detector,event,fwd_5,fwd_10,fwd_20
2024-08-23,PDLB,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.016129032258064502,-0.020609318996415826,0.051075268817204256
2025-03-26,PDN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.013576575411705316,-0.04368307218506462,0.021475673833060815
2024-12-18,PDSB,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.01939058171745145,-0.0027700831024930483,-0.1745152354570637
2024-05-23,PEB,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.005621925509487036,-0.027406886858749147,-0.028109627547435068
2024-11-06,PEBK,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.004070556309362261,0.021370420624151842,0.07632293080054264
2024-07-26,PEGA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.0022428229665072408,-0.019736842105263053,0.049940191387559896
2025-08-07,PEGA,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,-0.034495583449558276,-0.0493723849372385,0.0322640632264064
2025-10-21,PEGA,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.14794040315512702,0.0699386503067485,-0.04925503943908849
2025-03-04,PEJ,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.08231707317073167,-0.07831554878048785,-0.07202743902439013
2025-10-29,PEMX,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.004220952809747769,-0.001152246065257545,-0.012554742795870322
2025-02-19,PEN,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.039241506452462493,-0.05721622333421117,-0.07993152488806943
2025-07-30,PEN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.05593800401243065,0.012470005113882188,0.05003737067778613
2024-12-16,PEP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.030316626073580433,-0.025381361363927768,-0.060761440840917946
2025-06-25,PEP,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.0660834244649271,0.06295891266989528,0.1288079987501951
2024-05-21,PERF,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.05963302752293598,-0.17431192660550465,-0.15596330275229364
2024-03-20,PESI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.13865147198480532,0.22981956315289653,0.03038936372269707
2024-10-21,PESI,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.009648518263266848,-0.04893177119228109,-0.10544452101998614
2024-10-31,PESI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.1408345752608049,0.022354694485842153,0.06408345752608047
2024-10-02,PEX,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.0010043189262659569,0.002636780785214121,-0.005411965945426034
2025-10-14,PEY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.0014265335235377208,0.003328578221588163,-0.02757964812173097
2024-04-10,PFF,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.022539682539682526,-0.005079365079365128,-0.00666666666666671
2025-07-01,PFFV,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.006121556624398838,0.00655881066899866,0.009462177525142224
2024-10-23,PFIG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.0010537407797682752,-0.003582718651211847,-0.007165437302423694
2024-12-17,PFIS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.05937726285300504,-0.10662563359884147,-0.08707458363504705
2025-02-11,PFLT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.009649122807017685,-0.019298245614035148,-0.029824561403508754
2024-10-04,PFSI,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.003656478529908136,0.024939058691168192,-0.06816051003187695
2024-10-18,PFSI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.07720453713867548,-0.09083424807903395,-0.06266008049762162
2024-07-30,PG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.039517625231910936,0.03457019171304898,0.04669140383426096
2025-01-08,PGC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.023809523809523725,0.0482713633398566,0.11089367253750826
2025-04-04,PGJ,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.045505829259120056,-0.05001880406167725,0.048890560361038116
2024-05-15,PGNY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0014936519790890168,-0.005974607916355512,0.0205377147124719
2024-09-19,PGNY,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.015795868772782384,-0.03888213851761846,0.013365735115431265
2025-10-17,PGNY,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.007755946225439514,-0.03257497414684585,0.2693898655635989
2025-03-26,PHEQ,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.006852517861931973,-0.033960019529504004,-0.030177897277559707
2024-06-12,PHG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0022831050228311334,-0.022831050228310557,0.01522070015220689
2024-11-15,PHGE,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.12145161290322581,0.17741935483870974,0.07258064516129048
2024-10-09,PHI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.024154589371980673,-0.05499814195466368,-0.12560386473429952
2024-12-20,PHI,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.04309133489461359,0.06885245901639347,0.059484777517564424
2024-08-07,PHIO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.04379562043795626,0.12408759124087587,-0.04014598540145997
2025-07-01,PHM,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.03483718391850088,-0.005912315808622837,0.03110787702383111
2024-09-18,PHUN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0843373493975903,0.012048192771084265,0.9096385542168675
2025-03-31,PHYD,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.028151277013752418,-0.01666011787819255,0.0015383104125736846
2024-10-21,PII,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.07656815064222477,-0.11659807956104251,-0.1682254645217608
2024-04-11,PIII,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.15854887470608003,-0.19398723547195174,0.2292576419213972
2024-08-05,PIN,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.017373175816539188,0.035093815149409346,0.04343293954134819
2024-08-07,PINE,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.004132231404958775,0.04840613931523019,0.12750885478158214
2024-06-20,PINS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.002499431947284636,-0.011361054305839557,-0.07339241081572367
2025-06-23,PIO,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.030687586525149912,0.03114905399169343,0.03585602215043826
2024-05-02,PIPR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.04848395353416035,0.04046072061429418,0.04242961212837182
2025-10-31,PJIO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.029822624221778504,-0.02847879713379531,-0.04535964603155951
2024-07-25,PJT,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.017510040160642726,-0.02160642570281124,-0.008995983935742968
2024-08-01,PJUN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.01125070106561965,0.012338754907459393,0.016545148625911388
2025-01-27,PKG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.11863841148006005,-0.12639746370765903,-0.11296512598031039
2025-04-01,PKOH,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.14607257694074416,-0.14836931557188793,-0.08543867707854846
2024-10-09,PLAG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.4161073825503354,0.8120805369127517,0.36241610738255026
2024-11-14,PLAG,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.1253333333333334,-0.30400000000000005,-0.30096
2025-02-26,PLAY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.1645962732919255,-0.14418811002661935,-0.1246672582076308
2024-07-16,PLBC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.02941903584672434,0.05562422744128548,-0.09023485784919671
2024-11-29,PLBC,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.0119760479041916,-0.024750499001995996,-0.05868263473053903
2024-04-02,PLD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.00541487498009241,-0.08631947762382552,-0.18737060041407871
2024-08-05,PLNT,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.09234828496042202,0.09970837383696707,0.10720733231495627
2024-07-30,PLOW,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.10680560078150447,-0.13643764246173884,-0.09019863236730707
2025-10-30,PLPC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.05092402464065704,-0.07855350216746526,-0.06342687656856039
2025-07-23,PLTD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.02311435523114369,-0.14476885644768855,-0.024330900243309084
2025-08-20,PLTG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.004441154700222105,-0.008142116950407119,0.25684678016284246
2025-08-06,PLTR,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.026902083101258745,-0.13105714603987972,-0.13033307340982514
2025-08-19,PLTR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.019778129952456425,-0.01806656101426307,0.06706814580031706
2025-08-20,PLTW,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.008871701546860788,-0.028321201091901615,0.09508644222020024
2024-03-28,PLUR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,5.811414392059553,6.133995037220843,5.6464019851116625
2024-04-09,PLUR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.005545774647887303,-0.11971830985915488,0.0369718309859155
2025-05-09,PLX,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.029069767441860517,-0.05813953488372081,-0.10465116279069764
2025-02-25,PLXS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.06306306306306309,-0.0851760851760851,-0.016305561760107223
2025-02-06,PM,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.026562069914671138,0.06248279658684286,0.0387420864299477
2025-03-03,PM,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.051640531519617006,-0.019396687448831718,-0.00037785754770447433
2025-04-04,PM,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.021710264241136423,0.07674943566591419,0.14984729783561268
2025-01-21,PMAX,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.24552102376599638,-0.29798903107861063,-0.1425959780621573
2024-08-05,PMAY,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.022822822822822886,0.043342342342342466,0.038309309309309425
2024-03-28,PMEC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.41093023255813954,-0.47054263565891474,-0.4955813953488373
2024-07-09,PMNT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.04069767441860472,0.07558139534883734,-0.029069767441860517
2024-12-26,PMT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.023076923076923106,-0.07692307692307687,-0.01538461538461533
2025-09-17,PN,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.22349802829969845,-0.20494084899095333,-0.1776849918812341
2024-05-30,PNBK,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.06000000000000005,0.17500000000000004,-0.06499999999999995
2024-06-12,PNNT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.02473958333333326,-0.02473958333333326,0.01953125
2025-07-17,PNR,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.03608247422680422,-0.04217432052483594,-0.0006560449859419615
2024-11-06,PNRG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.04617141614096154,0.083260822275397,0.17522297150315413
2024-05-09,PNTG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.007643884892086339,0.01888489208633093,0.022032374100719565
2024-07-22,PNTG,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.10847701149425282,0.005747126436781658,0.1400862068965516
2025-01-02,PNTG,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.024187452758881345,0.037792894935752,0.006046863189720364
2024-05-14,PODD,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.06106692981946926,-0.00011609682475188787,0.16485749114761705
2025-09-02,PODD,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.022903861765046996,-0.03708106227531027,-0.10492288066798094
2025-09-12,PODD,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.03200889461056822,-0.06957692082626243,-0.07975890923986184
2025-04-08,POOL,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.054990376684080244,0.06306708825955476,0.016600219961506957
2024-08-02,POST,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.016181514378682538,0.0012312021809868234,0.018116260663090245
2024-10-28,POST,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.021173515162390077,-0.01740534720976128,0.05706082899694964
2025-04-03,POWI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0064587973273941834,0.01135857461024492,0.1387527839643654
2025-10-10,POWI,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.3129330254041569,0.24162817551963034,0.019053117782909856
2025-08-06,POWL,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.13987886235955038,0.0819873595505618,0.1882461376404494
2024-06-24,POWW,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.09444444444444455,-0.1166666666666667,0.005555555555555536
2024-05-02,PPC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.04255910987482592,0.048678720445062496,-0.0005563282336579212
2024-09-25,PPH,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.014258754455860778,-0.011008597190186542,-0.02254141329419157
2025-06-16,PPIH,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.004074241738343143,0.01856043458578549,0.02082390221819841
2024-04-15,PPSI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.06469002695417791,0.02695417789757415,0.08086253369272223
2025-07-17,PPSI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.11145510835913308,-0.034055727554179516,-0.037151702786377694
2024-07-31,PR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0951760104302477,-0.043676662320730086,-0.0736636245110821
2024-11-05,PRAA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.019303399076793792,-0.06336550566512789,-0.12882920688208133
2025-03-05,PRAY,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.024930623317485745,-0.0018096760576051807,-0.007785413249735362
2025-10-24,PRE,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.11575178997613367,-0.2637231503579953,-0.24343675417661104
2025-08-07,PREF,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.004237288135593209,0.005826271186440746,0.00741525423728806
2024-06-12,PRFX,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,-0.37854972922995644,-0.3419627526086383,-0.3554352133139612
2024-08-05,PRFZ,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.008421052631578885,0.06394736842105253,0.0552631578947369
2025-02-28,PRGO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.04275862068965508,-0.05999999999999994,-0.032413793103448274
2025-01-17,PRGS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.13409596441054972,-0.09961868446139177,-0.08293612964728314
2025-08-07,PRKS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.07184544173878038,0.031998390018112444,0.09539142684644797
2025-10-15,PRLB,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.03857298080405647,-0.04617892068091267,-0.09760956175298807
2024-07-11,PRLD,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.3249370277078085,0.508816120906801,0.37027707808564236
2025-04-02,PRME,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.3016759776536313,-0.3072625698324023,-0.027932960893854775
2025-10-14,PRN,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.006881108558629556,0.009816059673437127,-0.02452593432064376
2024-10-28,PRNT,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.01023885842280059,0.06276067814937836,0.06853904379392928
2024-12-12,PRNT,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.052161803713527854,-0.05083996463306817,-0.08491158267020338
2025-02-20,PRNT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.057401113859183894,-0.07341506378890061,-0.07745858614615397
2024-05-22,PROK,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.16022099447513805,-0.0055248618784530246,-0.30939226519337015
2025-08-18,PROP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.07407407407407418,-0.11111111111111116,-0.20370370370370383
2024-07-19,PROV,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.017940717628705194,0.025741029641185742,0.032761310452418035
2024-05-22,PRPL,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.0746268656716419,-0.1268656716417912,-0.3526119402985075
2024-08-15,PRPO,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.22423373364402233,0.15927585588815196,0.11489514249865573
2024-12-12,PRQR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.2127659574468086,-0.15197568389057747,-0.31306990881458974
2025-06-09,PRSO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.22448979591836737,-0.2789115646258503,-0.19727891156462585
2025-06-26,PRTC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.0039018952062430667,-0.0078037904124861335,0.04236343366778139
2024-04-12,PRTS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.09859154929577463,-0.147887323943662,-0.2676056338028169
2025-02-25,PSA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.008263123784834736,-0.0012637718729748837,-0.06302657161373959
